event,date_time,latitude,longitude,l_carcinophaga_number,basisOfRecord
DRE1998_cra_a_m_10,1998-02-11T00:46:00Z,-71.788,-23.458,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-11T01:41:00Z,-71.779,-23.438,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-11T03:24:00Z,-71.717,-22.704,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-11T04:03:00Z,-71.781,-23.484,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-11T05:06:00Z,-71.769,-23.496,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-11T05:43:00Z,-71.765,-23.533,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-11T07:24:00Z,-71.779,-23.501,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-11T09:04:00Z,-71.766,-23.505,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-12T01:33:00Z,-71.757,-23.902,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-12T02:04:00Z,-71.75,-23.925,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-12T03:13:00Z,-71.733,-23.841,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-12T03:45:00Z,-71.745,-23.855,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-12T04:55:00Z,-71.604,-23.732,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-12T05:22:00Z,-71.729,-24.118,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-12T07:02:00Z,-71.735,-23.927,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-13T01:20:00Z,-71.781,-24.068,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-13T01:40:00Z,-71.307,-23.158,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-13T03:01:00Z,-71.795,-23.932,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-13T03:19:00Z,-71.798,-23.91,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-13T04:46:00Z,-71.626,-24.565,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-13T04:59:00Z,-71.791,-23.886,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-13T06:39:00Z,-71.785,-23.882,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-13T08:21:00Z,-71.74,-23.997,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-14T01:10:00Z,-71.395,-23.878,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-14T01:22:00Z,-71.816,-24.567,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-14T02:51:00Z,-71.821,-24.581,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-14T02:58:00Z,-71.819,-24.597,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-14T04:33:00Z,-71.83,-24.671,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-14T04:38:00Z,-71.831,-24.667,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-14T06:17:00Z,-71.839,-24.666,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-14T07:57:00Z,-71.823,-24.711,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-14T09:38:00Z,-71.875,-24.845,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-15T00:59:00Z,-71.904,-24.515,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-15T01:00:00Z,-71.907,-24.501,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-15T04:15:00Z,-71.892,-24.496,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-15T04:22:00Z,-71.9,-24.496,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-15T05:56:00Z,-71.554,-26.263,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-15T06:05:00Z,-71.896,-24.473,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-15T07:36:00Z,-71.912,-24.398,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-16T00:37:00Z,-71.977,-24.378,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-16T00:50:00Z,-72.212,-23.003,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-16T08:54:00Z,-72.587,-25.704,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-16T19:12:00Z,-72.086,-24.512,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-17T00:38:00Z,-71.987,-24.577,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-17T03:33:00Z,-71.942,-24.766,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-17T03:58:00Z,-71.949,-24.794,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-17T05:12:00Z,-71.927,-24.895,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-17T06:48:00Z,-72.009,-24.786,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-17T08:34:00Z,-71.978,-24.982,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-18T06:29:00Z,-72.076,-25.168,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-18T08:12:00Z,-72.079,-25.271,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-19T04:26:00Z,-70.035,-28.156,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-19T07:49:00Z,-72.02,-25.445,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-19T09:30:00Z,-72.033,-25.624,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-19T19:04:00Z,-71.969,-25.735,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-19T19:48:00Z,-71.968,-25.67,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-19T20:46:00Z,-71.942,-25.69,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-20T00:05:00Z,-71.915,-25.65,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-20T00:47:00Z,-71.911,-25.652,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-20T01:44:00Z,-71.902,-25.682,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-20T02:29:00Z,-71.9,-25.658,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-20T03:26:00Z,-71.905,-25.641,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-20T04:05:00Z,-71.9,-25.661,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-20T05:46:00Z,-71.895,-25.596,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-20T07:25:00Z,-71.877,-25.748,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-20T09:06:00Z,-71.887,-25.651,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-21T00:26:00Z,-71.852,-25.813,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-21T01:33:00Z,-71.845,-25.815,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-21T02:05:00Z,-71.849,-25.794,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-21T03:15:00Z,-71.844,-25.79,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-21T03:43:00Z,-71.842,-25.792,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-21T04:55:00Z,-71.841,-25.8,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-21T05:23:00Z,-71.841,-25.772,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-21T07:05:00Z,-71.858,-25.776,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-21T08:42:00Z,-71.904,-25.915,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-22T00:05:00Z,-71.815,-25.918,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-22T01:45:00Z,-71.836,-25.729,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-22T04:45:00Z,-71.499,-25.501,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-22T06:30:00Z,-71.722,-25.38,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-22T06:44:00Z,-71.82,-25.489,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-22T08:22:00Z,-71.812,-25.605,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-22T10:05:00Z,-71.834,-25.525,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-23T01:13:00Z,-71.796,-25.011,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-23T01:21:00Z,-71.798,-25.002,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-23T02:58:00Z,-71.809,-24.967,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-23T06:16:00Z,-71.826,-24.839,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-23T08:00:00Z,-71.823,-24.954,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-23T09:43:00Z,-71.845,-24.888,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-24T01:00:00Z,-71.959,-25.407,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-24T01:01:00Z,-71.963,-25.433,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-24T02:39:00Z,-71.975,-25.466,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-24T07:40:00Z,-71.993,-25.509,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-25T03:56:00Z,-72.022,-26.261,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-25T04:12:00Z,-72.024,-26.26,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-25T05:55:00Z,-72.019,-26.287,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-25T07:17:00Z,-72.021,-26.322,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-25T08:59:00Z,-72.007,-26.229,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-26T00:16:00Z,-72.147,-26.167,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-26T01:58:00Z,-72.148,-26.206,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-26T03:35:00Z,-72.162,-26.204,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-26T03:59:00Z,-72.167,-26.179,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-26T08:35:00Z,-72.114,-25.784,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-26T10:18:00Z,-72.133,-26.012,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-27T03:46:00Z,-72.046,-26.578,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-27T05:33:00Z,-72.183,-25.883,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-27T06:34:00Z,-72.297,-25.56,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-27T08:13:00Z,-72.185,-26.05,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-27T15:51:00Z,-72.125,-26.038,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-27T17:36:00Z,-72.103,-25.984,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-28T00:16:00Z,-72.051,-25.885,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-28T01:09:00Z,-72.053,-25.911,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-02-28T20:46:00Z,-72.371,-26.609,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-01T00:51:00Z,-72.379,-26.716,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-01T03:26:00Z,-72.379,-23,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-01T04:08:00Z,-72.386,-26.62,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-01T05:09:00Z,-71.792,-25.456,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-01T05:48:00Z,-72.363,-26.549,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-01T07:28:00Z,-72.363,-26.589,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-01T09:10:00Z,-72.357,-26.624,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-02T02:08:00Z,-72.35,-26.978,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-02T03:17:00Z,-72.345,-26.994,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-02T05:00:00Z,-72.341,-27.023,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-02T08:48:00Z,-72.335,-26.882,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-03T00:05:00Z,-72.332,-27.357,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-03T01:25:00Z,-72.326,-27.405,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-03T01:45:00Z,-72.327,-27.421,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-03T03:05:00Z,-72.319,-27.443,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-03T03:25:00Z,-72.315,-27.408,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-03T04:48:00Z,-72.315,-27.458,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-03T05:05:00Z,-72.327,-27.415,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-03T06:28:00Z,-72.318,-27.485,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-03T06:46:00Z,-72.315,-27.442,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-03T08:12:00Z,-72.295,-27.459,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-03T08:25:00Z,-72.307,-27.503,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-03T10:07:00Z,-72.31,-27.539,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-04T01:14:00Z,-72.194,-27.892,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-04T01:25:00Z,-72.196,-27.852,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-04T03:05:00Z,-72.182,-27.841,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-04T04:37:00Z,-72.162,-27.807,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-04T04:40:00Z,-72.154,-27.814,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-04T08:05:00Z,-72.143,-27.827,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-04T09:45:00Z,-72.145,-27.916,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-05T01:04:00Z,-72.186,-28.392,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-05T01:06:00Z,-72.119,-28.435,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-05T02:41:00Z,-72.18,-28.422,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-05T02:42:00Z,-72.166,-28.479,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-05T04:20:00Z,-72.192,-28.363,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-05T04:25:00Z,-72.189,-28.378,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-05T06:07:00Z,-72.182,-28.322,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-05T07:40:00Z,-72.21,-28.306,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-05T07:50:00Z,-72.209,-28.288,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-05T09:20:00Z,-72.208,-28.351,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-05T11:05:00Z,-72.217,-28.403,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-06T10:41:00Z,-72.224,-28.59,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-07T00:19:00Z,-72.246,-28.701,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-07T00:37:00Z,-72.218,-28.757,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-07T07:00:00Z,-72.261,-28.995,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-07T08:38:00Z,-72.272,-28.724,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-07T10:20:00Z,-72.41,-28.059,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-08T08:13:00Z,-72.194,-29.085,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-08T15:56:00Z,-72.257,-28.547,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-08T17:37:00Z,-72.207,-28.414,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-08T20:15:00Z,-72.171,-28.422,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-08T20:58:00Z,-72.164,-28.421,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-08T21:53:00Z,-72.183,-28.699,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-09T01:57:00Z,-72.074,-28.771,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-09T02:52:00Z,-72.055,-28.825,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-09T03:39:00Z,-72.057,-28.829,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-09T04:33:00Z,-72.062,-28.935,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-09T05:23:00Z,-72.069,-28.961,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-09T07:53:00Z,-72.106,-28.918,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-09T09:35:00Z,-72.128,-28.774,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-10T00:06:00Z,-72.277,-28.366,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-10T00:54:00Z,-72.279,-28.303,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-10T01:48:00Z,-72.279,-28.136,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-10T02:31:00Z,-72.259,-28.156,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-10T04:10:00Z,-72.266,-28.208,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-10T05:11:00Z,-72.253,-28.252,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-10T05:51:00Z,-72.242,-28.313,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-10T06:54:00Z,-72.268,-28.312,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-10T07:30:00Z,-72.27,-28.29,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-10T13:50:00Z,-72.246,-28.625,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-11T00:31:00Z,-72.246,-28.46,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-11T01:37:00Z,-72.237,-28.445,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-11T02:10:00Z,-72.235,-28.451,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-11T03:48:00Z,-72.228,-28.483,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-11T04:58:00Z,-72.22,-28.49,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-11T06:44:00Z,-72.202,-28.529,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-11T07:09:00Z,-72.199,-28.601,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-11T15:19:00Z,-72.241,-28.51,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-11T17:05:00Z,-72.25,-28.527,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-11T17:26:00Z,-72.253,-28.52,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-11T19:09:00Z,-72.261,-28.551,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-12T04:47:00Z,-72.251,-28.556,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-12T06:32:00Z,-72.263,-28.561,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-12T06:46:00Z,-72.251,-28.61,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-12T08:30:00Z,-72.256,-28.66,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-12T18:48:00Z,-72.213,-28.603,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-12T23:47:00Z,-72.236,-28.727,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-13T01:14:00Z,-72.233,-28.727,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-13T02:59:00Z,-72.245,-28.567,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-13T03:06:00Z,-72.222,-28.757,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-13T09:50:00Z,-72.153,-28.965,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-14T01:01:00Z,-72.063,-29.036,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-14T01:07:00Z,-72.073,-29.061,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-14T06:08:00Z,-72.058,-29.015,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-14T07:44:00Z,-72.047,-29.011,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-14T16:19:00Z,-71.061,-27.061,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-15T04:05:00Z,-71.936,-28.566,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-15T04:13:00Z,-71.936,-28.572,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-15T05:56:00Z,-71.923,-28.543,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-15T07:22:00Z,-71.891,-28.632,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-15T09:02:00Z,-71.9,-28.883,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-15T10:45:00Z,-71.89,-29.057,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-16T00:19:00Z,-72.07,-29.286,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-16T00:42:00Z,-72.073,-29.322,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-16T05:46:00Z,-72.068,-29.174,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-16T06:56:00Z,-72.075,-29.161,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-16T08:40:00Z,-72.072,-29.201,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-16T18:56:00Z,-72.316,-29.392,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-16T20:36:00Z,-72.319,-29.382,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-16T21:12:00Z,-72.318,-29.452,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-17T08:19:00Z,-72.378,-29.698,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-17T14:14:00Z,-72.459,-29.737,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-17T15:59:00Z,-72.477,-29.686,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-17T18:35:00Z,-72.469,-29.796,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-17T22:43:00Z,-72.455,-29.891,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-18T03:46:00Z,-72.43,-29.961,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-18T04:33:00Z,-72.424,-29.913,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-18T05:22:00Z,-72.437,-29.929,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-18T07:53:00Z,-72.431,-29.863,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-18T14:02:00Z,-72.558,-31.371,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-18T15:46:00Z,-72.186,-29.812,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-18T17:28:00Z,-72.197,-29.588,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-18T18:14:00Z,-72.21,-29.561,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-19T10:55:00Z,-71.576,-29.411,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-19T15:35:00Z,-72.162,-29.249,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-20T00:35:00Z,-72.207,-28.72,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-20T01:36:00Z,-72.142,-28.831,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-20T02:12:00Z,-72.185,-28.721,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-20T03:17:00Z,-72.178,-28.606,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-20T03:50:00Z,-72.189,-28.508,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-20T05:29:00Z,-72.15,-28.457,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-20T15:26:00Z,-71.981,-27.909,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-20T17:07:00Z,-71.963,-27.974,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-20T20:28:00Z,-71.963,-28.01,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-20T20:50:00Z,-71.931,-27.95,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-21T03:07:00Z,-71.949,-28.099,1,MACHINE_OBSERVATION
DRE1998_cra_a_m_10,1998-03-21T06:47:00Z,-71.899,-28.031,1,MACHINE_OBSERVATION
