census_day,census_transect,census_segment,census_code,lat_seg_start,lon_seg_start,lat_seg_end,lon_seg_end,dt_seg_start_gmt,dt_seg_end_gmt,time_seg_start_gmt,time_seg_end_gmt,seg_length_km,altitude_m,speed_km_h,bin_width,cum_seg_length_km,side_helicopter,number_ind_tot,number_ind_bin_1,number_ind_bin_2,number_ind_bin_3,number_ind_bin_4,number_ind_bin_5,sic_per,ice_floe_per,brash_ice_per,cake_ice_per,small_floe_10-100m_per,med_floe_100-500m_per,large_floe_500m_per,air_temp_trans_C,wind_speed_trans_ms,visibility,glare,contrast,heli_type,lon_seg_mid...38,lat_seg_mid...39,lon_seg_mid...40,lat_seg_mid...41,basisOfRecord
5,5,4,5_5_4,-70.859833,-11.552333,-70.674833,-11.536,1998-02-01T13:29:00Z,1998-02-01T13:32:00Z,NA,13:32:00,20.57,60.96,111.12,311.51,5.17,Right,1,0,0,0,0,1,3,3,0,0,0,0,0,NA,NA,NA,NA,NA,Bell Long Ranger II,-11.544128736993748,-70.76733365033303,-11.544128736993748,-70.76733365033303,HUMAN_OBSERVATION
6,1,1,6_1_1,-72.831,-19.491667,-72.726167,-20.1095,1998-02-03T11:40:00Z,1998-02-03T11:43:00Z,11:40:00,NA,NA,60.96,111.12,311.51,5.89,Left,0,0,0,0,0,0,3,3,0,3,0,0,0,-4.3,3.5,excellent,no,high,Bölkow Blohm 105,-19.801494727420174,-72.7788192768121,-19.801494727420174,-72.7788192768121,HUMAN_OBSERVATION
6,1,1,6_1_1,-72.831,-19.491667,-72.726167,-20.1095,1998-02-03T11:40:00Z,1998-02-03T11:43:00Z,NA,NA,NA,60.96,111.12,311.51,5.89,Right,6,0,0,0,5,1,3,3,0,3,0,0,0,-4.3,3.5,excellent,no,high,Bölkow Blohm 105,-19.801494727420174,-72.7788192768121,-19.801494727420174,-72.7788192768121,HUMAN_OBSERVATION
6,1,2,6_1_2,-72.831,-19.491667,-72.726167,-20.1095,1998-02-03T11:43:00Z,1998-02-03T11:46:00Z,NA,NA,NA,60.96,111.12,311.51,5.89,Left,0,0,0,0,0,0,13,10,3,10,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-19.801494727420174,-72.7788192768121,-19.801494727420174,-72.7788192768121,HUMAN_OBSERVATION
6,1,2,6_1_2,-72.831,-19.491667,-72.726167,-20.1095,1998-02-03T11:43:00Z,1998-02-03T11:46:00Z,NA,NA,NA,60.96,111.12,311.51,5.89,Right,0,0,0,0,0,0,13,10,3,10,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-19.801494727420174,-72.7788192768121,-19.801494727420174,-72.7788192768121,HUMAN_OBSERVATION
6,1,3,6_1_3,-72.831,-19.491667,-72.726167,-20.1095,1998-02-03T11:46:00Z,1998-02-03T11:49:00Z,NA,NA,NA,60.96,111.12,311.51,5.89,Left,1,1,0,0,0,0,20,1,19,1,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-19.801494727420174,-72.7788192768121,-19.801494727420174,-72.7788192768121,HUMAN_OBSERVATION
6,1,3,6_1_3,-72.831,-19.491667,-72.726167,-20.1095,1998-02-03T11:46:00Z,1998-02-03T11:49:00Z,NA,NA,NA,60.96,111.12,311.51,5.89,Right,2,0,0,0,0,2,20,1,19,1,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-19.801494727420174,-72.7788192768121,-19.801494727420174,-72.7788192768121,HUMAN_OBSERVATION
6,1,4,6_1_4,-72.831,-19.491667,-72.726167,-20.1095,1998-02-03T11:49:00Z,1998-02-03T11:52:00Z,NA,NA,23.43,60.96,111.12,311.51,5.89,Left,0,0,0,0,0,0,30,3,27,3,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-19.801494727420174,-72.7788192768121,-19.801494727420174,-72.7788192768121,HUMAN_OBSERVATION
6,1,4,6_1_4,-72.831,-19.491667,-72.726167,-20.1095,1998-02-03T11:49:00Z,1998-02-03T11:52:00Z,NA,11:52:00,23.43,60.96,111.12,311.51,5.89,Right,0,0,0,0,0,0,30,3,27,3,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-19.801494727420174,-72.7788192768121,-19.801494727420174,-72.7788192768121,HUMAN_OBSERVATION
7,1,1,7_1_1,-73.5855,-22.696,-73.6345,-22.865833,1998-02-06T11:27:00Z,1998-02-06T11:30:00Z,11:27:00,NA,7.62,60.96,111.12,311.51,7.65,Left,7,0,0,3,4,0,17,17,0,4,13,0,0,-2.5,4,fair,no,high,Bölkow Blohm 105,-22.78079311313129,-73.61001707234631,-22.78079311313129,-73.61001707234631,HUMAN_OBSERVATION
7,1,1,7_1_1,-73.5855,-22.696,-73.6345,-22.865833,1998-02-06T11:27:00Z,1998-02-06T11:30:00Z,NA,11:30:00,7.62,60.96,111.12,311.51,7.65,Right,10,0,0,0,7,3,17,17,0,4,13,0,0,-2.5,4,fair,no,high,Bölkow Blohm 105,-22.78079311313129,-73.61001707234631,-22.78079311313129,-73.61001707234631,HUMAN_OBSERVATION
7,2,1,7_2_1,-73.6345,-22.865833,-73.6985,-22.823833,1998-02-06T11:30:00Z,1998-02-06T11:33:00Z,11:30:00,NA,7.23,60.96,111.12,311.51,7.26,Left,6,6,0,0,0,0,11,9,2,0,9,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-22.84487300053201,-73.66650108789518,-22.84487300053201,-73.66650108789518,HUMAN_OBSERVATION
7,2,1,7_2_1,-73.6345,-22.865833,-73.6985,-22.823833,1998-02-06T11:30:00Z,1998-02-06T11:33:00Z,NA,11:33:00,7.23,60.96,111.12,311.51,7.26,Right,9,0,0,6,0,3,11,9,2,0,9,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-22.84487300053201,-73.66650108789518,-22.84487300053201,-73.66650108789518,HUMAN_OBSERVATION
7,3,1,7_3_1,-73.6985,-22.823833,-73.8345,-23.965333,1998-02-06T11:33:00Z,1998-02-06T11:36:00Z,11:33:00,NA,NA,60.96,111.12,311.51,6.33,Left,9,0,1,0,6,2,15,15,0,4,11,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-23.3922576684018,-73.76726361929275,-23.3922576684018,-73.76726361929275,HUMAN_OBSERVATION
7,3,1,7_3_1,-73.6985,-22.823833,-73.8345,-23.965333,1998-02-06T11:33:00Z,1998-02-06T11:36:00Z,NA,NA,NA,60.96,111.12,311.51,6.33,Right,3,1,0,0,2,0,15,15,0,4,11,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-23.3922576684018,-73.76726361929275,-23.3922576684018,-73.76726361929275,HUMAN_OBSERVATION
7,3,2,7_3_2,-73.6985,-22.823833,-73.8345,-23.965333,1998-02-06T11:36:00Z,1998-02-06T11:39:00Z,NA,NA,NA,60.96,111.12,311.51,6.33,Left,2,0,2,0,0,0,11,11,0,0,11,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-23.3922576684018,-73.76726361929275,-23.3922576684018,-73.76726361929275,HUMAN_OBSERVATION
7,3,2,7_3_2,-73.6985,-22.823833,-73.8345,-23.965333,1998-02-06T11:36:00Z,1998-02-06T11:39:00Z,NA,NA,NA,60.96,111.12,311.51,6.33,Right,3,0,0,0,2,1,11,11,0,0,11,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-23.3922576684018,-73.76726361929275,-23.3922576684018,-73.76726361929275,HUMAN_OBSERVATION
7,3,3,7_3_3,-73.6985,-22.823833,-73.8345,-23.965333,1998-02-06T11:39:00Z,1998-02-06T11:42:00Z,NA,NA,NA,60.96,111.12,311.51,6.33,Left,9,0,0,8,0,1,19,18,1,6,12,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-23.3922576684018,-73.76726361929275,-23.3922576684018,-73.76726361929275,HUMAN_OBSERVATION
7,3,3,7_3_3,-73.6985,-22.823833,-73.8345,-23.965333,1998-02-06T11:39:00Z,1998-02-06T11:42:00Z,NA,NA,NA,60.96,111.12,311.51,6.33,Right,0,0,0,0,0,0,19,18,1,6,12,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-23.3922576684018,-73.76726361929275,-23.3922576684018,-73.76726361929275,HUMAN_OBSERVATION
7,3,4,7_3_4,-73.6985,-22.823833,-73.8345,-23.965333,1998-02-06T11:42:00Z,1998-02-06T11:46:00Z,NA,NA,38.54,60.96,111.12,311.51,8.45,Left,3,0,0,3,0,0,28,28,0,7,21,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-23.3922576684018,-73.76726361929275,-23.3922576684018,-73.76726361929275,HUMAN_OBSERVATION
7,3,4,7_3_4,-73.6985,-22.823833,-73.8345,-23.965333,1998-02-06T11:42:00Z,1998-02-06T11:46:00Z,NA,11:46:00,38.54,60.96,111.12,311.51,8.45,Right,6,2,0,1,1,2,28,28,0,7,21,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-23.3922576684018,-73.76726361929275,-23.3922576684018,-73.76726361929275,HUMAN_OBSERVATION
7,4,1,7_4_1,-73.8345,-23.965333,-73.885167,-24.015667,1998-02-06T11:46:00Z,1998-02-06T11:49:00Z,11:46:00,NA,NA,60.96,111.12,311.51,6.33,Left,6,0,2,2,2,0,38,37,1,3,23,11,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-23.99046156850554,-73.8598350069387,-23.99046156850554,-73.8598350069387,HUMAN_OBSERVATION
7,4,1,7_4_1,-73.8345,-23.965333,-73.885167,-24.015667,1998-02-06T11:46:00Z,1998-02-06T11:49:00Z,NA,NA,NA,60.96,111.12,311.51,6.33,Right,5,1,2,1,1,0,38,37,1,3,23,11,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-23.99046156850554,-73.8598350069387,-23.99046156850554,-73.8598350069387,HUMAN_OBSERVATION
7,4,2,7_4_2,-73.8345,-23.965333,-73.885167,-24.015667,1998-02-06T11:49:00Z,1998-02-06T11:52:00Z,NA,NA,NA,60.96,111.12,311.51,6.33,Left,10,0,2,2,0,6,27,27,0,3,17,7,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-23.99046156850554,-73.8598350069387,-23.99046156850554,-73.8598350069387,HUMAN_OBSERVATION
7,4,2,7_4_2,-73.8345,-23.965333,-73.885167,-24.015667,1998-02-06T11:49:00Z,1998-02-06T11:52:00Z,NA,NA,NA,60.96,111.12,311.51,6.33,Right,23,4,1,11,6,1,27,27,0,3,17,7,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-23.99046156850554,-73.8598350069387,-23.99046156850554,-73.8598350069387,HUMAN_OBSERVATION
7,4,3,7_4_3,-73.8345,-23.965333,-73.885167,-24.015667,1998-02-06T11:52:00Z,1998-02-06T11:55:00Z,NA,NA,5.84,60.96,111.12,311.51,6.33,Left,3,0,0,3,0,0,10,10,0,6,4,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-23.99046156850554,-73.8598350069387,-23.99046156850554,-73.8598350069387,HUMAN_OBSERVATION
7,4,3,7_4_3,-73.8345,-23.965333,-73.885167,-24.015667,1998-02-06T11:52:00Z,1998-02-06T11:55:00Z,NA,11:55:00,5.84,60.96,111.12,311.51,6.33,Right,6,0,0,0,1,5,10,10,0,6,4,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-23.99046156850554,-73.8598350069387,-23.99046156850554,-73.8598350069387,HUMAN_OBSERVATION
7,5,1,7_5_1,-73.885167,-24.015667,-73.899833,-24.282167,1998-02-06T11:57:00Z,1998-02-06T12:01:00Z,11:57:00,NA,NA,60.96,111.12,311.51,8.41,Left,6,0,0,0,2,4,17,17,0,1,12,4,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-24.148857974557664,-73.89254132475654,-24.148857974557664,-73.89254132475654,HUMAN_OBSERVATION
7,5,1,7_5_1,-73.885167,-24.015667,-73.899833,-24.282167,1998-02-06T11:57:00Z,1998-02-06T12:01:00Z,NA,12:01:00,NA,60.96,111.12,311.51,8.41,Right,7,6,0,0,1,0,17,17,0,1,12,4,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-24.148857974557664,-73.89254132475654,-24.148857974557664,-73.89254132475654,HUMAN_OBSERVATION
7,6,1,7_6_1,-73.899833,-24.282167,-73.881167,-24.4345,1998-02-06T12:01:00Z,1998-02-06T12:04:00Z,12:01:00,NA,8.38,60.96,111.12,311.51,5.17,Left,3,0,3,0,0,0,37,37,0,2,28,7,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-24.358376435661835,-73.89051350694633,-24.358376435661835,-73.89051350694633,HUMAN_OBSERVATION
7,6,1,7_6_1,-73.899833,-24.282167,-73.881167,-24.4345,1998-02-06T12:01:00Z,1998-02-06T12:04:00Z,NA,12:04:00,8.38,60.96,111.12,311.51,5.17,Right,12,0,0,9,0,3,37,37,0,2,28,7,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-24.358376435661835,-73.89051350694633,-24.358376435661835,-73.89051350694633,HUMAN_OBSERVATION
7,7,1,7_7_1,-73.881167,-24.4345,-73.850167,-24.186333,1998-02-06T12:04:00Z,1998-02-06T12:08:00Z,12:04:00,NA,5.13,60.96,111.12,311.51,8.45,Left,5,0,1,0,0,4,25,25,0,3,22,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-24.31030052276007,-73.86570289711852,-24.31030052276007,-73.86570289711852,HUMAN_OBSERVATION
7,7,1,7_7_1,-73.881167,-24.4345,-73.850167,-24.186333,1998-02-06T12:08:00Z,1998-02-06T12:08:00Z,NA,12:08:00,5.13,60.96,111.12,311.51,8.45,Right,4,0,0,4,0,0,25,25,0,3,22,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-24.31030052276007,-73.86570289711852,-24.31030052276007,-73.86570289711852,HUMAN_OBSERVATION
7,8,1,7_8_1,-73.692333,-23.398833,-73.672667,-23.2715,1998-02-06T12:18:00Z,1998-02-06T12:20:00Z,12:18:00,NA,8.4,60.96,111.12,311.51,4.56,Left,0,0,0,0,0,0,16,15,1,13,2,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-23.33512919700997,-73.68250954768118,-23.33512919700997,-73.68250954768118,HUMAN_OBSERVATION
7,8,1,7_8_1,-73.692333,-23.398833,-73.672667,-23.2715,1998-02-06T12:18:00Z,1998-02-06T12:20:00Z,NA,12:20:00,8.4,60.96,111.12,311.51,4.56,Right,0,0,0,0,0,0,16,15,1,13,2,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-23.33512919700997,-73.68250954768118,-23.33512919700997,-73.68250954768118,HUMAN_OBSERVATION
7,9,1,7_9_1,-73.672667,-23.2715,-73.5995,-23.093167,1998-02-06T12:20:00Z,1998-02-06T12:23:00Z,12:20:00,NA,NA,60.96,111.12,311.51,6.94,Left,0,0,0,0,0,0,14,13,1,3,10,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-23.182139710878985,-73.63610232957124,-23.182139710878985,-73.63610232957124,HUMAN_OBSERVATION
7,9,1,7_9_1,-73.672667,-23.2715,-73.5995,-23.093167,1998-02-06T12:20:00Z,1998-02-06T12:23:00Z,NA,NA,NA,60.96,111.12,311.51,6.94,Right,15,0,0,0,3,12,14,13,1,3,10,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-23.182139710878985,-73.63610232957124,-23.182139710878985,-73.63610232957124,HUMAN_OBSERVATION
7,9,2,7_9_2,-73.672667,-23.2715,-73.5995,-23.093167,1998-02-06T12:23:00Z,1998-02-06T12:27:00Z,NA,NA,4.54,60.96,111.12,311.51,3,Left,1,0,1,0,0,0,50,50,0,10,40,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-23.182139710878985,-73.63610232957124,-23.182139710878985,-73.63610232957124,HUMAN_OBSERVATION
7,9,2,7_9_2,-73.672667,-23.2715,-73.5995,-23.093167,1998-02-06T12:23:00Z,1998-02-06T12:27:00Z,NA,12:27:00,4.54,60.96,111.12,311.51,3,Right,6,0,0,0,5,1,50,50,0,10,40,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-23.182139710878985,-73.63610232957124,-23.182139710878985,-73.63610232957124,HUMAN_OBSERVATION
8,1,1,8_1_1,-71.497833,-14.203,-71.600833,-14.020667,1998-02-15T12:07:00Z,1998-02-15T12:10:00Z,12:07:00,NA,NA,60.96,111.12,311.51,6.91,Left,11,0,0,0,1,10,97,50,47,50,0,0,0,-2.6,15.2,fair,no,high,Bölkow Blohm 105,-14.112078943508148,-71.54935492986351,-14.112078943508148,-71.54935492986351,HUMAN_OBSERVATION
8,1,1,8_1_1,-71.497833,-14.203,-71.600833,-14.020667,1998-02-15T12:07:00Z,1998-02-15T12:10:00Z,NA,NA,NA,60.96,111.12,311.51,6.91,Right,8,0,3,2,2,1,97,50,47,50,0,0,0,-2.6,15.2,fair,no,high,Bölkow Blohm 105,-14.112078943508148,-71.54935492986351,-14.112078943508148,-71.54935492986351,HUMAN_OBSERVATION
8,1,2,8_1_2,-71.497833,-14.203,-71.600833,-14.020667,1998-02-15T12:10:00Z,1998-02-15T12:12:00Z,NA,NA,9.86,60.96,111.12,311.51,4.59,Left,0,0,0,0,0,0,98,45,53,45,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-14.112078943508148,-71.54935492986351,-14.112078943508148,-71.54935492986351,HUMAN_OBSERVATION
8,1,2,8_1_2,-71.497833,-14.203,-71.600833,-14.020667,1998-02-15T12:10:00Z,1998-02-15T12:12:00Z,NA,12:12:00,9.86,60.96,111.12,311.51,4.59,Right,5,2,3,0,0,0,98,45,53,45,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-14.112078943508148,-71.54935492986351,-14.112078943508148,-71.54935492986351,HUMAN_OBSERVATION
8,2,1,8_2_1,-71.600833,-14.020667,-71.625167,-14.246,1998-02-15T12:12:00Z,1998-02-15T12:13:00Z,12:12:00,NA,13.12,60.96,111.12,311.51,1.54,Left,0,0,0,0,0,0,99,35,65,35,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-14.133261571796524,-71.61303318795541,-14.133261571796524,-71.61303318795541,HUMAN_OBSERVATION
8,2,1,8_2_1,-71.600833,-14.020667,-71.625167,-14.246,1998-02-15T12:12:00Z,1998-02-15T12:13:00Z,NA,12:13:00,13.12,60.96,111.12,311.51,1.54,Right,1,0,0,0,1,0,99,35,65,35,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-14.133261571796524,-71.61303318795541,-14.133261571796524,-71.61303318795541,HUMAN_OBSERVATION
8,3,1,8_3_1,-71.625167,-14.246,-71.753333,-14.563,1998-02-15T12:15:00Z,1998-02-15T12:16:30Z,12:15:00,NA,NA,60.96,111.12,311.51,8.24,Left,3,0,0,1,0,2,69,36,33,36,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-14.403964659172239,-71.68931564780104,-14.403964659172239,-71.68931564780104,HUMAN_OBSERVATION
8,3,1,8_3_1,-71.625167,-14.246,-71.753333,-14.563,1998-02-15T12:15:00Z,1998-02-15T12:16:30Z,NA,NA,NA,60.96,111.12,311.51,8.24,Right,4,1,2,0,0,1,69,36,33,36,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-14.403964659172239,-71.68931564780104,-14.403964659172239,-71.68931564780104,HUMAN_OBSERVATION
8,3,2,8_3_2,-71.625167,-14.246,-71.753333,-14.563,1998-02-15T12:16:30Z,1998-02-15T12:18:00Z,NA,NA,NA,60.96,111.12,311.51,8.24,Left,6,3,0,0,2,1,70,40,30,40,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-14.403964659172239,-71.68931564780104,-14.403964659172239,-71.68931564780104,HUMAN_OBSERVATION
8,3,2,8_3_2,-71.625167,-14.246,-71.753333,-14.563,1998-02-15T12:16:30Z,1998-02-15T12:18:00Z,NA,NA,NA,60.96,111.12,311.51,8.24,Right,7,0,0,1,4,2,70,40,30,40,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-14.403964659172239,-71.68931564780104,-14.403964659172239,-71.68931564780104,HUMAN_OBSERVATION
8,3,3,8_3_3,-71.625167,-14.246,-71.753333,-14.563,1998-02-15T12:18:00Z,1998-02-15T12:23:00Z,NA,NA,8.35,60.96,111.12,311.51,1.65,Left,2,0,0,1,0,1,96,48,48,48,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-14.403964659172239,-71.68931564780104,-14.403964659172239,-71.68931564780104,HUMAN_OBSERVATION
8,3,3,8_3_3,-71.625167,-14.246,-71.753333,-14.563,1998-02-15T12:18:00Z,1998-02-15T12:23:00Z,NA,12:23:00,8.35,60.96,111.12,311.51,1.65,Right,0,0,0,0,0,0,96,48,48,48,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-14.403964659172239,-71.68931564780104,-14.403964659172239,-71.68931564780104,HUMAN_OBSERVATION
8,4,1,8_4_1,-71.753333,-14.563,-71.731167,-14.862167,1998-02-15T12:23:00Z,1998-02-15T12:25:30Z,12:23:00,NA,NA,60.96,111.12,311.51,7.17,Left,16,7,0,6,3,0,98,53,45,53,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-14.712671149448688,-71.74230813881296,-14.712671149448688,-71.74230813881296,HUMAN_OBSERVATION
8,4,1,8_4_1,-71.753333,-14.563,-71.731167,-14.862167,1998-02-15T12:23:00Z,1998-02-15T12:25:30Z,NA,NA,NA,60.96,111.12,311.51,7.17,Right,7,0,1,3,3,0,98,53,45,53,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-14.712671149448688,-71.74230813881296,-14.712671149448688,-71.74230813881296,HUMAN_OBSERVATION
8,4,2,8_4_2,-71.753333,-14.563,-71.731167,-14.862167,1998-02-15T12:25:30Z,1998-02-15T12:27:00Z,NA,NA,18.04,60.96,111.12,311.51,3.59,Left,1,1,0,0,0,0,75,37,38,37,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-14.712671149448688,-71.74230813881296,-14.712671149448688,-71.74230813881296,HUMAN_OBSERVATION
8,4,2,8_4_2,-71.753333,-14.563,-71.731167,-14.862167,1998-02-15T12:25:30Z,1998-02-15T12:27:00Z,NA,12:27:00,18.04,60.96,111.12,311.51,3.59,Right,2,0,0,0,2,0,75,37,38,37,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-14.712671149448688,-71.74230813881296,-14.712671149448688,-71.74230813881296,HUMAN_OBSERVATION
8,5,1,8_5_1,-71.731167,-14.862167,-71.736333,-14.955833,1998-02-15T12:27:00Z,1998-02-15T12:28:00Z,12:27:00,NA,10.7,60.96,111.12,311.51,3.33,Left,7,2,0,4,1,0,90,45,45,45,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-14.908993607556676,-71.73375570106185,-14.908993607556676,-71.73375570106185,HUMAN_OBSERVATION
8,5,1,8_5_1,-71.731167,-14.862167,-71.736333,-14.955833,1998-02-15T12:27:00Z,1998-02-15T12:28:00Z,NA,12:28:00,10.7,60.96,111.12,311.51,3.33,Right,0,0,0,0,0,0,90,45,45,45,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-14.908993607556676,-71.73375570106185,-14.908993607556676,-71.73375570106185,HUMAN_OBSERVATION
8,6,1,8_6_1,-71.736333,-14.955833,-71.556,-14.219,1998-02-15T12:30:00Z,1998-02-15T12:33:00Z,12:30:00,NA,NA,60.96,111.12,311.51,5.46,Left,3,0,0,2,0,1,28,18,10,18,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-14.585670064688948,-71.64652115575913,-14.585670064688948,-71.64652115575913,HUMAN_OBSERVATION
8,6,1,8_6_1,-71.736333,-14.955833,-71.556,-14.219,1998-02-15T12:30:00Z,1998-02-15T12:33:00Z,NA,NA,NA,60.96,111.12,311.51,5.46,Right,1,1,0,0,0,0,28,18,10,18,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-14.585670064688948,-71.64652115575913,-14.585670064688948,-71.64652115575913,HUMAN_OBSERVATION
8,6,2,8_6_2,-71.736333,-14.955833,-71.556,-14.219,1998-02-15T12:33:00Z,1998-02-15T12:36:00Z,NA,NA,NA,60.96,111.12,311.51,5.46,Left,0,0,0,0,0,0,14,10,4,10,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-14.585670064688948,-71.64652115575913,-14.585670064688948,-71.64652115575913,HUMAN_OBSERVATION
8,6,2,8_6_2,-71.736333,-14.955833,-71.556,-14.219,1998-02-15T12:33:00Z,1998-02-15T12:36:00Z,NA,NA,NA,60.96,111.12,311.51,5.46,Right,0,0,0,0,0,0,14,10,4,10,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-14.585670064688948,-71.64652115575913,-14.585670064688948,-71.64652115575913,HUMAN_OBSERVATION
8,6,3,8_6_3,-71.736333,-14.955833,-71.556,-14.219,1998-02-15T12:36:00Z,1998-02-15T12:39:00Z,NA,NA,NA,60.96,111.12,311.51,5.46,Left,0,0,0,0,0,0,22,13,9,13,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-14.585670064688948,-71.64652115575913,-14.585670064688948,-71.64652115575913,HUMAN_OBSERVATION
8,6,3,8_6_3,-71.736333,-14.955833,-71.556,-14.219,1998-02-15T12:36:00Z,1998-02-15T12:39:00Z,NA,NA,NA,60.96,111.12,311.51,5.46,Right,1,0,0,1,0,0,22,13,9,13,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-14.585670064688948,-71.64652115575913,-14.585670064688948,-71.64652115575913,HUMAN_OBSERVATION
8,6,4,8_6_4,-71.736333,-14.955833,-71.556,-14.219,1998-02-15T12:39:00Z,1998-02-15T12:42:00Z,NA,NA,NA,60.96,111.12,311.51,5.46,Left,1,0,0,1,0,0,28,15,13,15,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-14.585670064688948,-71.64652115575913,-14.585670064688948,-71.64652115575913,HUMAN_OBSERVATION
8,6,4,8_6_4,-71.736333,-14.955833,-71.556,-14.219,1998-02-15T12:39:00Z,1998-02-15T12:42:00Z,NA,NA,NA,60.96,111.12,311.51,5.46,Right,2,0,0,1,1,0,28,15,13,15,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-14.585670064688948,-71.64652115575913,-14.585670064688948,-71.64652115575913,HUMAN_OBSERVATION
8,6,5,8_6_5,-71.736333,-14.955833,-71.556,-14.219,1998-02-15T12:42:00Z,1998-02-15T12:45:00Z,NA,NA,NA,60.96,111.12,311.51,5.46,Left,1,0,0,1,0,0,13,10,3,10,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-14.585670064688948,-71.64652115575913,-14.585670064688948,-71.64652115575913,HUMAN_OBSERVATION
8,6,5,8_6_5,-71.736333,-14.955833,-71.556,-14.219,1998-02-15T12:42:00Z,1998-02-15T12:45:00Z,NA,NA,NA,60.96,111.12,311.51,5.46,Right,0,0,0,0,0,0,13,10,3,10,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-14.585670064688948,-71.64652115575913,-14.585670064688948,-71.64652115575913,HUMAN_OBSERVATION
8,6,6,8_6_6,-71.736333,-14.955833,-71.556,-14.219,1998-02-15T12:45:00Z,1998-02-15T12:48:00Z,NA,NA,NA,60.96,111.12,311.51,5.46,Left,0,0,0,0,0,0,41,25,16,25,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-14.585670064688948,-71.64652115575913,-14.585670064688948,-71.64652115575913,HUMAN_OBSERVATION
