census_day,census_transect,census_segment,census_code,lat_seg_start,lon_seg_start,lat_seg_end,lon_seg_end,dt_seg_start_gmt,dt_seg_end_gmt,time_seg_start_gmt,time_seg_end_gmt,seg_length_km,altitude_m,speed_km_h,bin_width,cum_seg_length_km,side_helicopter,number_ind_tot,number_ind_bin_1,number_ind_bin_2,number_ind_bin_3,number_ind_bin_4,number_ind_bin_5,sic_per,ice_floe_per,brash_ice_per,cake_ice_per,small_floe_10-100m_per,med_floe_100-500m_per,large_floe_500m_per,air_temp_trans_C,wind_speed_trans_ms,visibility,glare,contrast,heli_type,lon_seg_mid...38,lat_seg_mid...39,lon_seg_mid...40,lat_seg_mid...41,basisOfRecord
8,6,6,8_6_6,-71.736333,-14.955833,-71.556,-14.219,1998-02-15T12:45:00Z,1998-02-15T12:48:00Z,NA,NA,NA,60.96,111.12,311.51,5.46,Right,0,0,0,0,0,0,41,25,16,25,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-14.585670064688948,-71.64652115575913,-14.585670064688948,-71.64652115575913,HUMAN_OBSERVATION
8,6,7,8_6_7,-71.556,-14.219,-71.556,-14.219,1998-02-15T12:48:00Z,1998-02-15T12:51:00Z,NA,NA,NA,60.96,111.12,311.51,4.63,Left,1,0,0,0,0,1,22,13,9,13,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-14.219,-71.556,-14.219,-71.556,HUMAN_OBSERVATION
8,6,7,8_6_7,-71.556,-14.219,-71.556,-14.219,1998-02-15T12:48:00Z,1998-02-15T12:51:00Z,NA,NA,NA,60.96,111.12,311.51,4.63,Right,0,0,0,0,0,0,22,13,9,13,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-14.219,-71.556,-14.219,-71.556,HUMAN_OBSERVATION
8,6,8,8_6_8,-71.556,-14.219,-71.511167,-14.025167,1998-02-15T12:51:00Z,1998-02-15T12:53:00Z,NA,NA,3.31,60.96,111.12,311.51,3.85,Left,3,1,2,0,0,0,48,18,30,18,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-14.121970031179778,-71.53360816954785,-14.121970031179778,-71.53360816954785,HUMAN_OBSERVATION
8,6,8,8_6_8,-71.556,-14.219,-71.511167,-14.025167,1998-02-15T12:51:00Z,1998-02-15T12:53:00Z,NA,12:53:00,3.31,60.96,111.12,311.51,3.85,Right,5,0,0,1,4,0,48,18,30,18,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-14.121970031179778,-71.53360816954785,-14.121970031179778,-71.53360816954785,HUMAN_OBSERVATION
9,1,1,9_1_1,-70.757,-10.564167,-70.708,-10.521667,1998-02-19T12:27:00Z,1998-02-19T12:30:00Z,12:27:00,12:30:00,41.1,60.96,111.12,311.51,5.69,Right,24,5,5,0,6,8,30,14,16,14,0,0,0,-0.8,10.8,excellent,yes,high,Bell Long Ranger II,-10.542891024484986,-70.73250126135511,-10.542891024484986,-70.73250126135511,HUMAN_OBSERVATION
9,2,1,9_2_1,-70.708,-10.521667,-70.7015,-10.688333,1998-02-19T12:31:00Z,1998-02-19T12:34:00Z,12:31:00,12:34:00,41.1,60.96,111.12,311.51,6.19,Right,18,0,0,5,3,10,28,16,12,16,0,0,0,NA,NA,NA,NA,NA,Bell Long Ranger II,-10.605013491618488,-70.7047689144945,-10.605013491618488,-70.7047689144945,HUMAN_OBSERVATION
9,3,1,9_3_1,-70.7015,-10.688333,-70.745833,-10.6985,1998-02-19T12:36:00Z,1998-02-19T12:40:00Z,12:36:00,NA,5.66,60.96,111.12,311.51,4.24,Right,89,14,58,11,2,4,83,40,43,40,0,0,0,NA,NA,NA,NA,NA,Bell Long Ranger II,-10.693410880678423,-70.72366659732099,-10.693410880678423,-70.72366659732099,HUMAN_OBSERVATION
9,3,2,9_3_2,-70.7015,-10.688333,-70.745833,-10.6985,1998-02-19T12:36:00Z,1998-02-19T12:40:00Z,NA,12:40:00,6.16,60.96,111.12,311.51,0.7,Right,9,0,0,4,5,0,83,40,43,40,0,0,0,NA,NA,NA,NA,NA,Bell Long Ranger II,-10.693410880678423,-70.72366659732099,-10.693410880678423,-70.72366659732099,HUMAN_OBSERVATION
9,4,1,9_4_1,-70.745833,-10.6985,-70.7385,-10.858,1998-02-19T12:40:00Z,1998-02-19T12:44:00Z,12:40:00,NA,4.94,60.96,111.12,311.51,5.28,Right,33,2,6,2,19,4,99,57,43,57,0,0,0,NA,NA,NA,NA,NA,Bell Long Ranger II,-10.778264596789418,-70.74218379475242,-10.778264596789418,-70.74218379475242,HUMAN_OBSERVATION
9,4,2,9_4_2,-70.745833,-10.6985,-70.7385,-10.858,1998-02-19T12:40:00Z,1998-02-19T12:44:00Z,NA,12:44:00,5.9,60.96,111.12,311.51,0.89,Right,3,1,0,2,0,0,99,57,43,57,0,0,0,NA,NA,NA,NA,NA,Bell Long Ranger II,-10.778264596789418,-70.74218379475242,-10.778264596789418,-70.74218379475242,HUMAN_OBSERVATION
9,5,1,9_5_1,-70.7385,-10.858,-70.636,-10.831333,1998-02-19T12:47:00Z,1998-02-19T12:49:30Z,12:47:00,NA,NA,60.96,111.12,311.51,4.93,Right,33,0,5,3,1,24,43,18,25,18,0,0,0,NA,NA,NA,NA,NA,Bell Long Ranger II,-10.844632492413579,-70.68725062911639,-10.844632492413579,-70.68725062911639,HUMAN_OBSERVATION
9,5,2,9_5_2,-70.7385,-10.858,-70.636,-10.831333,1998-02-19T12:49:30Z,1998-02-19T12:51:00Z,NA,NA,NA,60.96,111.12,311.51,4.93,Right,3,0,0,0,0,3,18,9,9,9,0,0,0,NA,NA,NA,NA,NA,Bell Long Ranger II,-10.844632492413579,-70.68725062911639,-10.844632492413579,-70.68725062911639,HUMAN_OBSERVATION
9,5,3,9_5_3,-70.7385,-10.858,-70.636,-10.831333,1998-02-19T12:51:00Z,1998-02-19T12:53:00Z,NA,12:53:00,11.43,60.96,111.12,311.51,1.65,Right,0,0,0,0,0,0,18,10,8,10,0,0,0,NA,NA,NA,NA,NA,Bell Long Ranger II,-10.844632492413579,-70.68725062911639,-10.844632492413579,-70.68725062911639,HUMAN_OBSERVATION
9,6,1,9_6_1,-70.636,-10.831333,-70.646333,-11.014,1998-02-19T12:56:00Z,1998-02-19T12:58:00Z,12:56:00,NA,NA,60.96,111.12,311.51,5.87,Right,4,2,0,1,0,1,21,13,8,13,0,0,0,NA,NA,NA,NA,NA,Bell Long Ranger II,-10.922643076863901,-70.64118928467117,-10.922643076863901,-70.64118928467117,HUMAN_OBSERVATION
9,6,2,9_6_2,-70.636,-10.831333,-70.646333,-11.014,1998-02-19T12:58:00Z,1998-02-19T13:00:00Z,NA,13:00:00,6.83,60.96,111.12,311.51,0.98,Right,0,0,0,0,0,0,8,4,4,4,0,0,0,NA,NA,NA,NA,NA,Bell Long Ranger II,-10.922643076863901,-70.64118928467117,-10.922643076863901,-70.64118928467117,HUMAN_OBSERVATION
9,7,1,9_7_1,-70.646333,-11.014,-70.741167,-10.9895,1998-02-19T13:00:00Z,1998-02-19T13:02:00Z,13:00:00,NA,NA,60.96,111.12,311.51,4.85,Right,0,0,0,0,0,0,11,7,4,7,0,0,0,NA,NA,NA,NA,NA,Bell Long Ranger II,-11.0017789178503,-70.69375053259851,-11.0017789178503,-70.69375053259851,HUMAN_OBSERVATION
9,7,2,9_7_2,-70.646333,-11.014,-70.741167,-10.9895,1998-02-19T13:02:00Z,1998-02-19T13:04:30Z,NA,NA,NA,60.96,111.12,311.51,4.85,Right,9,2,3,1,3,0,65,34,31,34,0,0,0,NA,NA,NA,NA,NA,Bell Long Ranger II,-11.0017789178503,-70.69375053259851,-11.0017789178503,-70.69375053259851,HUMAN_OBSERVATION
9,7,3,9_7_3,-70.646333,-11.014,-70.741167,-10.9895,1998-02-19T13:04:30Z,1998-02-19T13:07:00Z,NA,13:07:00,10.58,60.96,111.12,311.51,0.81,Right,8,0,6,0,2,0,90,50,40,50,0,0,0,NA,NA,NA,NA,NA,Bell Long Ranger II,-11.0017789178503,-70.69375053259851,-11.0017789178503,-70.69375053259851,HUMAN_OBSERVATION
9,8,1,9_8_1,-70.741167,-10.9895,-70.772333,-11.214,1998-02-19T13:08:00Z,1998-02-19T13:11:00Z,13:08:00,NA,NA,60.96,111.12,311.51,5.41,Right,4,0,1,0,0,3,72,39,33,39,0,0,0,NA,NA,NA,NA,NA,Bell Long Ranger II,-11.101662608686665,-70.75678425290522,-11.101662608686665,-70.75678425290522,HUMAN_OBSERVATION
9,8,2,9_8_2,-70.741167,-10.9895,-70.772333,-11.214,1998-02-19T13:11:00Z,1998-02-19T13:13:00Z,NA,13:13:00,8.92,60.96,111.12,311.51,3.59,Right,5,0,0,1,1,3,93,43,50,43,0,0,0,NA,NA,NA,NA,NA,Bell Long Ranger II,-11.101662608686665,-70.75678425290522,-11.101662608686665,-70.75678425290522,HUMAN_OBSERVATION
9,9,1,9_9_1,-70.772333,-11.214,-70.711,-11.216667,1998-02-19T13:15:00Z,1998-02-19T13:17:00Z,13:15:00,NA,NA,60.96,111.12,311.51,5.15,Right,8,4,0,2,1,1,52,27,25,27,0,0,0,NA,NA,NA,NA,NA,Bell Long Ranger II,-11.215335541360785,-70.74166655646327,-11.215335541360785,-70.74166655646327,HUMAN_OBSERVATION
9,9,2,9_9_2,-70.772333,-11.214,-70.711,-11.216667,1998-02-19T13:17:00Z,1998-02-19T13:19:00Z,NA,13:19:00,6.82,60.96,111.12,311.51,1.72,Right,0,0,0,0,0,0,30,15,15,15,0,0,0,NA,NA,NA,NA,NA,Bell Long Ranger II,-11.215335541360785,-70.74166655646327,-11.215335541360785,-70.74166655646327,HUMAN_OBSERVATION
9,10,1,9_10_1,-70.711,-11.216667,-70.736833,-11.477167,1998-02-19T13:22:00Z,1998-02-19T13:42:00Z,13:22:00,NA,NA,60.96,111.12,311.51,6.02,Right,7,1,5,1,0,0,17,8,9,8,0,0,0,NA,NA,NA,NA,NA,Bell Long Ranger II,-11.346833101666391,-70.72396267680499,-11.346833101666391,-70.72396267680499,HUMAN_OBSERVATION
9,10,2,9_10_2,-70.711,-11.216667,-70.736833,-11.477167,1998-02-19T13:42:00Z,1998-02-19T13:26:00Z,NA,13:26:00,9.98,60.96,111.12,311.51,4,Right,1,1,0,0,0,0,32,19,13,19,0,0,0,NA,NA,NA,NA,NA,Bell Long Ranger II,-11.346833101666391,-70.72396267680499,-11.346833101666391,-70.72396267680499,HUMAN_OBSERVATION
9,11,1,9_11_1,-70.736833,-11.477167,-70.8365,-11.449167,1998-02-19T13:28:00Z,1998-02-19T13:31:00Z,13:28:00,NA,NA,60.96,111.12,311.51,5.59,Right,7,1,2,2,1,1,41,19,23,19,0,0,0,NA,NA,NA,NA,NA,Bell Long Ranger II,-11.463201914836256,-70.78666716797267,-11.463201914836256,-70.78666716797267,HUMAN_OBSERVATION
9,11,2,9_11_2,-70.736833,-11.477167,-70.8365,-11.449167,1998-02-19T13:31:00Z,1998-02-19T13:34:00Z,NA,13:34:00,11.12,60.96,111.12,311.51,5.59,Right,16,1,0,6,1,8,47,23,24,23,0,0,0,NA,NA,NA,NA,NA,Bell Long Ranger II,-11.463201914836256,-70.78666716797267,-11.463201914836256,-70.78666716797267,HUMAN_OBSERVATION
10,1,1,10_1_1,-70.8365,-11.449167,-70.887,-11.714,1998-02-19T14:23:00Z,1998-02-19T14:26:00Z,14:23:00,NA,NA,60.96,111.12,311.51,5.61,Right,14,0,4,5,4,1,82,43,39,43,0,0,0,-1.1,9,NA,NA,NA,Bell Long Ranger II,-11.581415464293082,-70.86179746191304,-11.581415464293082,-70.86179746191304,HUMAN_OBSERVATION
10,1,2,10_1_2,-70.8365,-11.449167,-70.887,-11.714,1998-02-19T14:26:00Z,1998-02-19T14:29:00Z,NA,14:29:00,11.16,60.96,111.12,311.51,5.61,Right,12,1,0,1,0,10,36,18,18,18,0,0,0,NA,NA,NA,NA,NA,Bell Long Ranger II,-11.581415464293082,-70.86179746191304,-11.581415464293082,-70.86179746191304,HUMAN_OBSERVATION
10,2,1,10_2_1,-70.887,-11.714,-70.820667,-11.766667,1998-02-19T14:29:00Z,1998-02-19T14:32:00Z,14:29:00,NA,NA,60.96,111.12,311.51,5.09,Right,46,0,2,5,16,23,43,26,17,26,0,0,0,NA,NA,NA,NA,NA,Bell Long Ranger II,-11.740377374445773,-70.85383543643084,-11.740377374445773,-70.85383543643084,HUMAN_OBSERVATION
10,2,2,10_2_2,-70.887,-11.714,-70.820667,-11.766667,1998-02-19T14:32:00Z,1998-02-19T14:35:00Z,NA,14:35:00,7.62,60.96,111.12,311.51,2.56,Right,2,0,0,0,2,0,14,9,5,9,0,0,0,NA,NA,NA,NA,NA,Bell Long Ranger II,-11.740377374445773,-70.85383543643084,-11.740377374445773,-70.85383543643084,HUMAN_OBSERVATION
10,3,1,10_3_1,-70.820667,-11.766667,-70.836667,-11.917833,1998-02-19T14:38:00Z,1998-02-19T14:41:00Z,14:38:00,14:41:00,5.8,60.96,111.12,311.51,5.82,Right,0,0,0,0,0,0,6,5,1,5,0,0,0,NA,NA,NA,NA,NA,Bell Long Ranger II,-11.842219667963281,-70.82868247837447,-11.842219667963281,-70.82868247837447,HUMAN_OBSERVATION
10,4,1,10_4_1,-70.836667,-11.917833,-70.950833,-11.893167,1998-02-19T14:43:00Z,1998-02-19T14:45:00Z,14:43:00,NA,NA,60.96,111.12,311.51,5.89,Right,2,0,0,0,1,1,24,16,8,16,0,0,0,NA,NA,NA,NA,NA,Bell Long Ranger II,-11.905535445218074,-70.89375058851795,-11.905535445218074,-70.89375058851795,HUMAN_OBSERVATION
10,4,2,10_4_2,-70.836667,-11.917833,-70.950833,-11.893167,1998-02-19T14:45:00Z,1998-02-19T14:47:00Z,NA,NA,NA,60.96,111.12,311.51,5.89,Right,49,5,5,10,23,6,83,34,49,34,0,0,0,NA,NA,NA,NA,NA,Bell Long Ranger II,-11.905535445218074,-70.89375058851795,-11.905535445218074,-70.89375058851795,HUMAN_OBSERVATION
10,4,3,10_4_3,-70.836667,-11.917833,-70.950833,-11.893167,1998-02-19T14:47:00Z,1998-02-19T14:49:00Z,NA,14:49:00,12.72,60.96,111.12,311.51,0.98,Right,2,0,0,0,2,0,80,30,50,30,0,0,0,NA,NA,NA,NA,NA,Bell Long Ranger II,-11.905535445218074,-70.89375058851795,-11.905535445218074,-70.89375058851795,HUMAN_OBSERVATION
10,5,1,10_5_1,-70.950833,-11.893167,-70.956167,-12.188333,1998-02-19T14:54:00Z,1998-02-19T14:56:30Z,14:54:00,NA,NA,60.96,111.12,311.51,6.06,Right,4,0,1,0,3,0,74,39,35,39,0,0,0,NA,NA,NA,NA,NA,Bell Long Ranger II,-12.04073011569435,-70.95355867419512,-12.04073011569435,-70.95355867419512,HUMAN_OBSERVATION
10,5,2,10_5_2,-70.950833,-11.893167,-70.956167,-12.188333,1998-02-19T14:56:30Z,1998-02-19T14:59:00Z,NA,14:59:00,10.72,60.96,111.12,311.51,4.72,Right,1,0,0,1,0,0,95,45,50,45,0,0,0,NA,NA,NA,NA,NA,Bell Long Ranger II,-12.04073011569435,-70.95355867419512,-12.04073011569435,-70.95355867419512,HUMAN_OBSERVATION
10,6,1,10_6_1,-70.956167,-12.188333,-70.799667,-12.337167,1998-02-19T15:02:00Z,1998-02-19T15:04:30Z,15:02:00,NA,NA,60.96,111.12,311.51,5.48,Right,1,0,0,1,0,0,49,24,25,24,0,0,0,NA,NA,NA,NA,NA,Bell Long Ranger II,-12.263042921071504,-70.87793230232708,-12.263042921071504,-70.87793230232708,HUMAN_OBSERVATION
10,6,2,10_6_2,-70.956167,-12.188333,-70.799667,-12.337167,1998-02-19T15:07:00Z,1998-02-19T15:07:00Z,NA,NA,NA,60.96,111.12,311.51,5.48,Right,2,1,0,1,0,0,31,16,15,16,0,0,0,NA,NA,NA,NA,NA,Bell Long Ranger II,-12.263042921071504,-70.87793230232708,-12.263042921071504,-70.87793230232708,HUMAN_OBSERVATION
10,6,3,10_6_3,-70.956167,-12.188333,-70.799667,-12.337167,1998-02-19T15:09:30Z,1998-02-19T15:09:30Z,NA,NA,NA,60.96,111.12,311.51,5.48,Right,5,0,2,3,0,0,26,16,10,16,0,0,0,NA,NA,NA,NA,NA,Bell Long Ranger II,-12.263042921071504,-70.87793230232708,-12.263042921071504,-70.87793230232708,HUMAN_OBSERVATION
10,6,4,10_6_4,-70.956167,-12.188333,-70.799667,-12.337167,1998-02-19T15:12:00Z,1998-02-19T15:12:00Z,NA,15:12:00,18.21,60.96,111.12,311.51,1.83,Right,0,0,0,0,0,0,10,10,0,10,0,0,0,NA,NA,NA,NA,NA,Bell Long Ranger II,-12.263042921071504,-70.87793230232708,-12.263042921071504,-70.87793230232708,HUMAN_OBSERVATION
11,1,1,11_1_1,-70.725333,-10.325833,-70.672833,-10.459667,1998-02-20T12:29:00Z,1998-02-20T12:31:00Z,12:29:00,NA,NA,60.96,111.12,311.51,4.59,Left,177,5,2,11,37,122,67,20,47,20,0,0,0,-3.7,2.5,excellent,yes,high,Bölkow Blohm 105,-10.392837476514638,-70.69909523698722,-10.392837476514638,-70.69909523698722,HUMAN_OBSERVATION
11,1,1,11_1_1,-70.725333,-10.325833,-70.672833,-10.459667,1998-02-20T12:29:00Z,1998-02-20T12:31:00Z,NA,NA,NA,60.96,111.12,311.51,4.59,Right,131,34,0,37,28,32,67,20,47,20,0,0,0,-3.7,2.5,excellent,yes,high,Bölkow Blohm 105,-10.392837476514638,-70.69909523698722,-10.392837476514638,-70.69909523698722,HUMAN_OBSERVATION
11,1,2,11_1_2,-70.725333,-10.325833,-70.672833,-10.459667,1998-02-20T12:31:00Z,1998-02-20T12:34:00Z,NA,NA,7.63,60.96,111.12,311.51,3.07,Left,79,4,3,7,32,33,87,25,62,25,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-10.392837476514638,-70.69909523698722,-10.392837476514638,-70.69909523698722,HUMAN_OBSERVATION
11,1,2,11_1_2,-70.725333,-10.325833,-70.672833,-10.459667,1998-02-20T12:31:00Z,1998-02-20T12:34:00Z,NA,12:34:00,7.63,60.96,111.12,311.51,3.07,Right,57,7,1,35,14,0,87,25,62,25,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-10.392837476514638,-70.69909523698722,-10.392837476514638,-70.69909523698722,HUMAN_OBSERVATION
11,2,1,11_2_1,-70.672833,-10.459667,-70.663167,-10.429167,1998-02-20T12:34:00Z,1998-02-20T12:36:00Z,12:34:00,NA,NA,60.96,111.12,311.51,1.33,Left,96,6,4,5,32,49,90,28,62,28,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-10.444413335992236,-70.66800063571898,-10.444413335992236,-70.66800063571898,HUMAN_OBSERVATION
11,2,1,11_2_1,-70.672833,-10.459667,-70.663167,-10.429167,1998-02-20T12:34:00Z,1998-02-20T12:36:00Z,NA,NA,NA,60.96,111.12,311.51,1.33,Right,14,3,11,0,0,0,90,28,62,28,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-10.444413335992236,-70.66800063571898,-10.444413335992236,-70.66800063571898,HUMAN_OBSERVATION
11,2,2,11_2_2,-70.672833,-10.459667,-70.663167,-10.429167,1998-02-20T12:36:00Z,1998-02-20T12:38:00Z,NA,NA,1.55,60.96,111.12,311.51,0.22,Left,1,0,0,1,0,0,53,3,50,3,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-10.444413335992236,-70.66800063571898,-10.444413335992236,-70.66800063571898,HUMAN_OBSERVATION
11,2,2,11_2_2,-70.672833,-10.459667,-70.663167,-10.429167,1998-02-20T12:36:00Z,1998-02-20T12:38:00Z,NA,12:38:00,1.55,60.96,111.12,311.51,0.22,Right,0,0,0,0,0,0,53,3,50,3,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-10.444413335992236,-70.66800063571898,-10.444413335992236,-70.66800063571898,HUMAN_OBSERVATION
11,3,1,11_3_1,-70.663167,-10.429167,-70.7,-10.909833,1998-02-20T12:38:00Z,1998-02-20T12:40:00Z,12:38:00,NA,NA,60.96,111.12,311.51,7.3,Left,67,9,7,1,15,35,70,28,42,28,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-10.669279797148278,-70.68174099456778,-10.669279797148278,-70.68174099456778,HUMAN_OBSERVATION
11,3,1,11_3_1,-70.663167,-10.429167,-70.7,-10.909833,1998-02-20T12:38:00Z,1998-02-20T12:40:00Z,NA,NA,NA,60.96,111.12,311.51,7.3,Right,33,5,28,0,0,0,70,28,42,28,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-10.669279797148278,-70.68174099456778,-10.669279797148278,-70.68174099456778,HUMAN_OBSERVATION
11,3,2,11_3_2,-70.663167,-10.429167,-70.7,-10.909833,1998-02-20T12:40:00Z,1998-02-20T12:42:00Z,NA,NA,NA,60.96,111.12,311.51,7.3,Left,79,1,14,24,20,20,35,11,24,11,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-10.669279797148278,-70.68174099456778,-10.669279797148278,-70.68174099456778,HUMAN_OBSERVATION
11,3,2,11_3_2,-70.663167,-10.429167,-70.7,-10.909833,1998-02-20T12:40:00Z,1998-02-20T12:42:00Z,NA,NA,NA,60.96,111.12,311.51,7.3,Right,10,0,0,0,9,1,35,11,24,11,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-10.669279797148278,-70.68174099456778,-10.669279797148278,-70.68174099456778,HUMAN_OBSERVATION
11,3,3,11_3_3,-70.663167,-10.429167,-70.7,-10.909833,1998-02-20T12:42:00Z,1998-02-20T12:45:00Z,NA,NA,18.14,60.96,111.12,311.51,3.65,Left,0,0,0,0,0,0,20,10,10,10,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-10.669279797148278,-70.68174099456778,-10.669279797148278,-70.68174099456778,HUMAN_OBSERVATION
11,3,3,11_3_3,-70.663167,-10.429167,-70.7,-10.909833,1998-02-20T12:42:00Z,1998-02-20T12:45:00Z,NA,12:45:00,18.14,60.96,111.12,311.51,3.65,Right,0,0,0,0,0,0,20,10,10,10,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-10.669279797148278,-70.68174099456778,-10.669279797148278,-70.68174099456778,HUMAN_OBSERVATION
11,4,1,11_4_1,-70.7,-10.909833,-70.81,-11.699,1998-02-20T12:45:00Z,1998-02-20T12:48:00Z,12:45:00,NA,NA,60.96,111.12,311.51,4.72,Left,11,1,0,3,6,1,46,13,33,13,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-11.303332332938526,-70.7554232858742,-11.303332332938526,-70.7554232858742,HUMAN_OBSERVATION
11,4,1,11_4_1,-70.7,-10.909833,-70.81,-11.699,1998-02-20T12:45:00Z,1998-02-20T12:48:00Z,NA,NA,NA,60.96,111.12,311.51,4.72,Right,18,8,1,4,0,5,46,13,33,13,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-11.303332332938526,-70.7554232858742,-11.303332332938526,-70.7554232858742,HUMAN_OBSERVATION
11,4,2,11_4_2,-70.7,-10.909833,-70.81,-11.699,1998-02-20T12:48:00Z,1998-02-20T12:51:00Z,NA,NA,NA,60.96,111.12,311.51,4.72,Left,25,0,3,0,14,8,50,19,31,19,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-11.303332332938526,-70.7554232858742,-11.303332332938526,-70.7554232858742,HUMAN_OBSERVATION
11,4,2,11_4_2,-70.7,-10.909833,-70.81,-11.699,1998-02-20T12:48:00Z,1998-02-20T12:51:00Z,NA,NA,NA,60.96,111.12,311.51,4.72,Right,11,2,0,7,2,0,50,19,31,19,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-11.303332332938526,-70.7554232858742,-11.303332332938526,-70.7554232858742,HUMAN_OBSERVATION
11,4,3,11_4_3,-70.7,-10.909833,-70.81,-11.699,1998-02-20T12:51:00Z,1998-02-20T12:54:00Z,NA,NA,NA,60.96,111.12,311.51,4.72,Left,13,1,0,1,0,11,37,12,25,12,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-11.303332332938526,-70.7554232858742,-11.303332332938526,-70.7554232858742,HUMAN_OBSERVATION
11,4,3,11_4_3,-70.7,-10.909833,-70.81,-11.699,1998-02-20T12:51:00Z,1998-02-20T12:54:00Z,NA,NA,NA,60.96,111.12,311.51,4.72,Right,12,1,0,1,8,2,37,12,25,12,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-11.303332332938526,-70.7554232858742,-11.303332332938526,-70.7554232858742,HUMAN_OBSERVATION
11,4,4,11_4_4,-70.7,-10.909833,-70.81,-11.699,1998-02-20T12:54:00Z,1998-02-20T12:57:00Z,NA,NA,NA,60.96,111.12,311.51,4.72,Left,49,6,18,6,12,7,35,17,18,17,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-11.303332332938526,-70.7554232858742,-11.303332332938526,-70.7554232858742,HUMAN_OBSERVATION
11,4,4,11_4_4,-70.7,-10.909833,-70.81,-11.699,1998-02-20T12:54:00Z,1998-02-20T12:57:00Z,NA,NA,NA,60.96,111.12,311.51,4.72,Right,12,0,3,4,1,4,35,17,18,17,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-11.303332332938526,-70.7554232858742,-11.303332332938526,-70.7554232858742,HUMAN_OBSERVATION
11,4,5,11_4_5,-70.7,-10.909833,-70.81,-11.699,1998-02-20T12:57:00Z,1998-02-20T13:00:00Z,NA,NA,NA,60.96,111.12,311.51,4.72,Left,91,13,15,8,3,52,29,10,19,10,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-11.303332332938526,-70.7554232858742,-11.303332332938526,-70.7554232858742,HUMAN_OBSERVATION
11,4,5,11_4_5,-70.7,-10.909833,-70.81,-11.699,1998-02-20T12:57:00Z,1998-02-20T13:00:00Z,NA,NA,NA,60.96,111.12,311.51,4.72,Right,81,2,36,9,0,34,29,10,19,10,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-11.303332332938526,-70.7554232858742,-11.303332332938526,-70.7554232858742,HUMAN_OBSERVATION
11,4,6,11_4_6,-70.7,-10.909833,-70.81,-11.699,1998-02-20T13:00:00Z,1998-02-20T13:03:00Z,NA,NA,NA,60.96,111.12,311.51,4.72,Left,139,19,6,65,12,37,34,12,22,12,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-11.303332332938526,-70.7554232858742,-11.303332332938526,-70.7554232858742,HUMAN_OBSERVATION
11,4,6,11_4_6,-70.7,-10.909833,-70.81,-11.699,1998-02-20T13:00:00Z,1998-02-20T13:03:00Z,NA,NA,NA,60.96,111.12,311.51,4.72,Right,114,19,15,41,27,12,34,12,22,12,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-11.303332332938526,-70.7554232858742,-11.303332332938526,-70.7554232858742,HUMAN_OBSERVATION
11,4,7,11_4_7,-70.7,-10.909833,-70.81,-11.699,1998-02-20T13:03:00Z,1998-02-20T13:06:00Z,NA,NA,NA,60.96,111.12,311.51,3.15,Left,22,18,4,0,0,0,28,14,14,14,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-11.303332332938526,-70.7554232858742,-11.303332332938526,-70.7554232858742,HUMAN_OBSERVATION
11,4,7,11_4_7,-70.7,-10.909833,-70.81,-11.699,1998-02-20T13:03:00Z,1998-02-20T13:06:00Z,NA,NA,NA,60.96,111.12,311.51,3.15,Right,12,0,2,5,5,0,28,14,14,14,0,0,0,NA,NA,NA,NA,NA,Bölkow Blohm 105,-11.303332332938526,-70.7554232858742,-11.303332332938526,-70.7554232858742,HUMAN_OBSERVATION
