scientific_name,longitude,latitude
Lobodon carcinophaga,-74.792,-68.912
Lobodon carcinophaga,-66.151,-66.101
Lobodon carcinophaga,-75.001,-68.933
Lobodon carcinophaga,-66.242,-66.107
Lobodon carcinophaga,-66.229,-66.108
Lobodon carcinophaga,-66.256,-66.095
Lobodon carcinophaga,-65.647,-66.155
Lobodon carcinophaga,-75.078,-68.921
Lobodon carcinophaga,-73.208,-69.051
Lobodon carcinophaga,-73.028,-69.053
Lobodon carcinophaga,-73.042,-69.063
Lobodon carcinophaga,-73.033,-69.059
Lobodon carcinophaga,-68.968,-67.928
Lobodon carcinophaga,-66.167,-66.127
Lobodon carcinophaga,-73.124,-69.131
Lobodon carcinophaga,-68.564,-68.003
Lobodon carcinophaga,-73.112,-69.11
Lobodon carcinophaga,-69.072,-67.896
Lobodon carcinophaga,-73.127,-69.104
Lobodon carcinophaga,-69.046,-67.903
Lobodon carcinophaga,-71.366,-69.421
Lobodon carcinophaga,-68.865,-68.114
Lobodon carcinophaga,-66.353,-65.428
Lobodon carcinophaga,-68.853,-68.11
Lobodon carcinophaga,-66.36,-65.428
Lobodon carcinophaga,-68.856,-68.113
Lobodon carcinophaga,-68.863,-68.113
Lobodon carcinophaga,-66.355,-65.444
Lobodon carcinophaga,-72.443,-69.054
Lobodon carcinophaga,-66.383,-65.443
Lobodon carcinophaga,-72.827,-69.145
Lobodon carcinophaga,-68.88,-68.122
Lobodon carcinophaga,-66.36,-65.435
Lobodon carcinophaga,-72.791,-69.069
Lobodon carcinophaga,-66.366,-65.434
Lobodon carcinophaga,-72.722,-69.084
Lobodon carcinophaga,-74.817,-68.85
Lobodon carcinophaga,-66.465,-65.475
Lobodon carcinophaga,-74.962,-68.874
Lobodon carcinophaga,-66.393,-65.473
Lobodon carcinophaga,-66.379,-65.445
Lobodon carcinophaga,-66.38,-65.449
Lobodon carcinophaga,-75.061,-68.853
Lobodon carcinophaga,-75.051,-68.856
Lobodon carcinophaga,-74.963,-68.825
Lobodon carcinophaga,-74.985,-68.825
Lobodon carcinophaga,-66.264,-66.072
Lobodon carcinophaga,-75.128,-68.856
Lobodon carcinophaga,-66.249,-66.067
Lobodon carcinophaga,-75.102,-68.849
Lobodon carcinophaga,-66.253,-66.063
Lobodon carcinophaga,-73.345,-68.994
Lobodon carcinophaga,-66.347,-66.034
Lobodon carcinophaga,-75.055,-68.834
Lobodon carcinophaga,-66.223,-66.111
Lobodon carcinophaga,-65.548,-65.785
Lobodon carcinophaga,-66.225,-66.086
Lobodon carcinophaga,-66.305,-66.113
Lobodon carcinophaga,-72.382,-69.031
Lobodon carcinophaga,-68.922,-68.119
Lobodon carcinophaga,-72.736,-69.045
Lobodon carcinophaga,-72.935,-69.055
Lobodon carcinophaga,-73.007,-69.181
Lobodon carcinophaga,-68.855,-68.112
Lobodon carcinophaga,-68.855,-68.107
Lobodon carcinophaga,-72.675,-69.046
Lobodon carcinophaga,-69.071,-68.172
Lobodon carcinophaga,-72.683,-69.06
Lobodon carcinophaga,-68.836,-68.114
Lobodon carcinophaga,-72.688,-69.058
Lobodon carcinophaga,-67.813,-68.121
Lobodon carcinophaga,-68.692,-68.435
Lobodon carcinophaga,-68.879,-68.089
Lobodon carcinophaga,-64.419,-69.129
Lobodon carcinophaga,-72.945,-69.014
Lobodon carcinophaga,-75.177,-68.773
Lobodon carcinophaga,-75.17,-68.796
Lobodon carcinophaga,-74.616,-68.79
Lobodon carcinophaga,-75.205,-68.776
Lobodon carcinophaga,-74.973,-68.821
Lobodon carcinophaga,-75.164,-68.791
Lobodon carcinophaga,-75.125,-68.781
Lobodon carcinophaga,-66.182,-66.101
Lobodon carcinophaga,-66.189,-66.098
Lobodon carcinophaga,-75.19,-68.766
Lobodon carcinophaga,-66.173,-66.104
Lobodon carcinophaga,-75.244,-68.788
Lobodon carcinophaga,-66.755,-66.762
Lobodon carcinophaga,-75.232,-68.785
Lobodon carcinophaga,-65.972,-66.098
Lobodon carcinophaga,-66.112,-66.176
Lobodon carcinophaga,-66.166,-66.1
Lobodon carcinophaga,-68.848,-68.113
Lobodon carcinophaga,-68.86,-68.111
Lobodon carcinophaga,-68.851,-68.12
Lobodon carcinophaga,-66.216,-66.106
Lobodon carcinophaga,-68.359,-68.24
Lobodon carcinophaga,-65.914,-65.964
Lobodon carcinophaga,-68.852,-68.112
Lobodon carcinophaga,-65.245,-66.372
Lobodon carcinophaga,-68.836,-68.109
Lobodon carcinophaga,-69.112,-68.587
Lobodon carcinophaga,-69.423,-68.503
Lobodon carcinophaga,-69.201,-68.582
Lobodon carcinophaga,-73.044,-69.048
Lobodon carcinophaga,-72.898,-68.992
Lobodon carcinophaga,-75.32,-68.762
Lobodon carcinophaga,-75.365,-68.766
Lobodon carcinophaga,-75.407,-68.751
Lobodon carcinophaga,-66.229,-66.106
Lobodon carcinophaga,-75.245,-68.778
Lobodon carcinophaga,-75.318,-68.714
Lobodon carcinophaga,-75.324,-68.714
Lobodon carcinophaga,-75.251,-68.703
Lobodon carcinophaga,-75.252,-68.723
Lobodon carcinophaga,-66.26,-66.111
Lobodon carcinophaga,-66.237,-66.17
Lobodon carcinophaga,-66.156,-66.107
Lobodon carcinophaga,-75.346,-68.713
Lobodon carcinophaga,-66.275,-66.104
Lobodon carcinophaga,-75.323,-68.714
Lobodon carcinophaga,-72.975,-69.002
Lobodon carcinophaga,-66.449,-66.296
Lobodon carcinophaga,-66.274,-66.105
Lobodon carcinophaga,-66.277,-66.098
Lobodon carcinophaga,-66.286,-66.098
Lobodon carcinophaga,-68.629,-68.442
Lobodon carcinophaga,-73.058,-68.983
Lobodon carcinophaga,-68.62,-68.471
Lobodon carcinophaga,-73.034,-68.984
Lobodon carcinophaga,-72.966,-69.006
Lobodon carcinophaga,-68.655,-68.432
Lobodon carcinophaga,-72.972,-69.003
Lobodon carcinophaga,-66.231,-66.123
Lobodon carcinophaga,-68.846,-68.577
Lobodon carcinophaga,-73.052,-68.994
Lobodon carcinophaga,-66.18,-66.096
Lobodon carcinophaga,-68.931,-68.586
Lobodon carcinophaga,-73.033,-69.009
Lobodon carcinophaga,-68.623,-68.48
Lobodon carcinophaga,-73.039,-69.01
Lobodon carcinophaga,-68.85,-68.573
Lobodon carcinophaga,-73.041,-69.005
Lobodon carcinophaga,-66.284,-65.346
Lobodon carcinophaga,-66.28,-65.347
Lobodon carcinophaga,-66.361,-65.359
Lobodon carcinophaga,-66.333,-65.357
Lobodon carcinophaga,-66.313,-65.357
Lobodon carcinophaga,-66.275,-65.347
Lobodon carcinophaga,-66.28,-65.348
Lobodon carcinophaga,-67.012,-66.874
Lobodon carcinophaga,-66.939,-66.869
Lobodon carcinophaga,-66.915,-66.858
Lobodon carcinophaga,-74.47,-68.749
Lobodon carcinophaga,-74.522,-68.739
Lobodon carcinophaga,-66.89,-66.819
Lobodon carcinophaga,-74.458,-68.75
Lobodon carcinophaga,-67.106,-66.795
Lobodon carcinophaga,-74.478,-68.737
Lobodon carcinophaga,-66.911,-66.803
Lobodon carcinophaga,-74.418,-68.737
Lobodon carcinophaga,-74.612,-68.772
Lobodon carcinophaga,-66.931,-66.865
Lobodon carcinophaga,-74.296,-68.529
Lobodon carcinophaga,-66.86,-66.893
Lobodon carcinophaga,-74.615,-68.725
Lobodon carcinophaga,-66.84,-66.818
Lobodon carcinophaga,-72.925,-68.332
Lobodon carcinophaga,-67.025,-66.853
Lobodon carcinophaga,-70.912,-67.176
Lobodon carcinophaga,-66.304,-65.318
Lobodon carcinophaga,-66.244,-65.262
Lobodon carcinophaga,-66.324,-65.355
Lobodon carcinophaga,-66.283,-65.32
Lobodon carcinophaga,-68.495,-67.957
Lobodon carcinophaga,-66.427,-65.437
Lobodon carcinophaga,-68.568,-67.972
Lobodon carcinophaga,-66.293,-65.383
Lobodon carcinophaga,-68.539,-67.96
Lobodon carcinophaga,-66.388,-65.466
Lobodon carcinophaga,-68.538,-67.946
Lobodon carcinophaga,-66.412,-65.458
Lobodon carcinophaga,-68.6,-67.961
Lobodon carcinophaga,-66.391,-65.407
Lobodon carcinophaga,-68.642,-67.959
Lobodon carcinophaga,-66.403,-65.393
Lobodon carcinophaga,-68.606,-67.96
Lobodon carcinophaga,-66.357,-65.425
Lobodon carcinophaga,-68.607,-67.964
Lobodon carcinophaga,-66.359,-65.408
Lobodon carcinophaga,-67.164,-66.792
Lobodon carcinophaga,-66.927,-66.802
Lobodon carcinophaga,-68.745,-67.951
Lobodon carcinophaga,-66.931,-66.718
Lobodon carcinophaga,-66.938,-66.832
Lobodon carcinophaga,-74.654,-68.809
Lobodon carcinophaga,-74.452,-68.802
Lobodon carcinophaga,-74.575,-68.857
Lobodon carcinophaga,-67.086,-66.805
Lobodon carcinophaga,-74.512,-68.859
Lobodon carcinophaga,-67.049,-66.814
Lobodon carcinophaga,-74.558,-68.868
Lobodon carcinophaga,-74.465,-68.816
Lobodon carcinophaga,-74.642,-68.857
Lobodon carcinophaga,-66.951,-66.813
Lobodon carcinophaga,-74.122,-69.037
Lobodon carcinophaga,-66.952,-66.743
Lobodon carcinophaga,-74.606,-68.864
Lobodon carcinophaga,-67.149,-66.789
Lobodon carcinophaga,-74.719,-68.838
Lobodon carcinophaga,-67.035,-66.81
Lobodon carcinophaga,-66.363,-65.368
Lobodon carcinophaga,-68.542,-67.954
Lobodon carcinophaga,-66.361,-65.363
Lobodon carcinophaga,-66.361,-65.374
Lobodon carcinophaga,-69.081,-67.955
Lobodon carcinophaga,-66.219,-65.519
Lobodon carcinophaga,-69.085,-67.944
Lobodon carcinophaga,-66.31,-65.526
Lobodon carcinophaga,-68.853,-67.939
Lobodon carcinophaga,-66.293,-65.512
Lobodon carcinophaga,-68.891,-67.939
Lobodon carcinophaga,-66.298,-65.512
Lobodon carcinophaga,-69.543,-67.79
Lobodon carcinophaga,-66.221,-65.519
Lobodon carcinophaga,-68.827,-67.933
Lobodon carcinophaga,-66.261,-65.515
Lobodon carcinophaga,-69.092,-67.955
Lobodon carcinophaga,-66.191,-65.52
Lobodon carcinophaga,-69.026,-67.921
Lobodon carcinophaga,-66.161,-65.52
Lobodon carcinophaga,-67.293,-66.845
Lobodon carcinophaga,-66.898,-66.873
Lobodon carcinophaga,-66.421,-65.539
Lobodon carcinophaga,-66.892,-66.851
Lobodon carcinophaga,-66.9,-66.837
Lobodon carcinophaga,-74.674,-68.868
Lobodon carcinophaga,-74.72,-68.867
Lobodon carcinophaga,-74.558,-68.928
Lobodon carcinophaga,-67.086,-66.846
Lobodon carcinophaga,-74.708,-68.887
Lobodon carcinophaga,-66.91,-66.819
Lobodon carcinophaga,-74.696,-68.873
Lobodon carcinophaga,-74.686,-68.873
Lobodon carcinophaga,-74.686,-68.871
Lobodon carcinophaga,-66.902,-66.838
Lobodon carcinophaga,-74.745,-68.905
Lobodon carcinophaga,-66.957,-66.833
Lobodon carcinophaga,-74.705,-68.893
Lobodon carcinophaga,-66.93,-66.836
Lobodon carcinophaga,-74.712,-68.89
Lobodon carcinophaga,-66.929,-66.837
Lobodon carcinophaga,-68.728,-67.966
Lobodon carcinophaga,-66.399,-65.466
Lobodon carcinophaga,-68.743,-67.946
Lobodon carcinophaga,-66.389,-65.462
Lobodon carcinophaga,-69.051,-67.889
Lobodon carcinophaga,-66.396,-65.501
Lobodon carcinophaga,-69.071,-67.889
Lobodon carcinophaga,-66.361,-65.474
Lobodon carcinophaga,-68.998,-67.903
Lobodon carcinophaga,-66.308,-65.392
Lobodon carcinophaga,-69.046,-67.893
Lobodon carcinophaga,-66.239,-65.414
Lobodon carcinophaga,-69.056,-67.897
Lobodon carcinophaga,-66.362,-65.473
Lobodon carcinophaga,-66.347,-65.462
Lobodon carcinophaga,-69.058,-67.881
Lobodon carcinophaga,-66.324,-65.46
Lobodon carcinophaga,-69.136,-67.927
Lobodon carcinophaga,-66.319,-65.467
Lobodon carcinophaga,-66.319,-65.459
Lobodon carcinophaga,-66.511,-65.388
Lobodon carcinophaga,-74.709,-68.896
Lobodon carcinophaga,-74.695,-68.902
Lobodon carcinophaga,-74.693,-68.9
Lobodon carcinophaga,-74.708,-68.895
Lobodon carcinophaga,-74.775,-68.899
Lobodon carcinophaga,-74.759,-68.89
Lobodon carcinophaga,-75.37,-68.877
Lobodon carcinophaga,-74.749,-68.9
Lobodon carcinophaga,-74.955,-68.906
Lobodon carcinophaga,-74.813,-68.904
Lobodon carcinophaga,-68.964,-67.91
Lobodon carcinophaga,-68.982,-67.905
Lobodon carcinophaga,-66.243,-65.441
Lobodon carcinophaga,-68.911,-67.92
Lobodon carcinophaga,-67.586,-67.13
Lobodon carcinophaga,-67.517,-67.093
Lobodon carcinophaga,-67.59,-67.082
Lobodon carcinophaga,-67.493,-67.103
Lobodon carcinophaga,-67.109,-66.816
Lobodon carcinophaga,-67.507,-67.09
Lobodon carcinophaga,-67.47,-67.118
Lobodon carcinophaga,-67.519,-67.096
Lobodon carcinophaga,-67.541,-67.098
Lobodon carcinophaga,-67.54,-67.104
Lobodon carcinophaga,-67.274,-66.861
Lobodon carcinophaga,-67.327,-66.896
Lobodon carcinophaga,-66.848,-66.983
Lobodon carcinophaga,-67.463,-66.936
Lobodon carcinophaga,-67.631,-67.113
Lobodon carcinophaga,-67.523,-67.106
Lobodon carcinophaga,-67.532,-67.108
Lobodon carcinophaga,-67.414,-66.974
Lobodon carcinophaga,-67.411,-66.986
Lobodon carcinophaga,-67.615,-66.922
Lobodon carcinophaga,-65.387,-65.495
Lobodon carcinophaga,-65.394,-65.495
Lobodon carcinophaga,-65.352,-65.503
Lobodon carcinophaga,-65.42,-65.486
Lobodon carcinophaga,-67.392,-66.968
Lobodon carcinophaga,-67.389,-66.968
Lobodon carcinophaga,-67.786,-67.258
Lobodon carcinophaga,-67.354,-67.097
Lobodon carcinophaga,-67.316,-66.949
Lobodon carcinophaga,-67.397,-66.963
Lobodon carcinophaga,-67.395,-66.962
Lobodon carcinophaga,-67.393,-66.968
Lobodon carcinophaga,-66.929,-67.21
Lobodon carcinophaga,-68.936,-66.382
Lobodon carcinophaga,-65.119,-65.545
Lobodon carcinophaga,-65.12,-65.544
Lobodon carcinophaga,-65.117,-65.545
Lobodon carcinophaga,-65.124,-65.545
Lobodon carcinophaga,-65.187,-65.555
Lobodon carcinophaga,-67.32,-66.986
Lobodon carcinophaga,-67.497,-66.955
Lobodon carcinophaga,-67.484,-66.964
Lobodon carcinophaga,-67.467,-66.936
Lobodon carcinophaga,-65.803,-66.433
Lobodon carcinophaga,-67.4,-66.955
Lobodon carcinophaga,-67.26,-67.22
Lobodon carcinophaga,-67.602,-66.931
Lobodon carcinophaga,-67.444,-66.956
Lobodon carcinophaga,-65.212,-65.56
Lobodon carcinophaga,-65.344,-65.513
Lobodon carcinophaga,-65.291,-65.509
Lobodon carcinophaga,-66.937,-66.873
Lobodon carcinophaga,-65.375,-65.492
Lobodon carcinophaga,-65.396,-65.484
Lobodon carcinophaga,-65.403,-65.48
Lobodon carcinophaga,-67.501,-67.096
Lobodon carcinophaga,-67.517,-67.069
Lobodon carcinophaga,-67.228,-67.024
Lobodon carcinophaga,-67.535,-67.093
Lobodon carcinophaga,-67.519,-67.11
Lobodon carcinophaga,-67.507,-67.102
Lobodon carcinophaga,-67.508,-67.091
Lobodon carcinophaga,-67.529,-67.098
Lobodon carcinophaga,-67.35,-67.255
Lobodon carcinophaga,-67.543,-67.097
Lobodon carcinophaga,-72.711,-68.952
Lobodon carcinophaga,-72.677,-68.956
Lobodon carcinophaga,-72.604,-68.953
Lobodon carcinophaga,-72.659,-68.939
Lobodon carcinophaga,-72.725,-68.945
Lobodon carcinophaga,-72.725,-68.954
Lobodon carcinophaga,-72.721,-68.972
Lobodon carcinophaga,-72.538,-68.928
Lobodon carcinophaga,-72.5,-68.961
Lobodon carcinophaga,-74.252,-69.33
Lobodon carcinophaga,-72.718,-68.999
Lobodon carcinophaga,-72.687,-68.987
Lobodon carcinophaga,-72.68,-68.988
Lobodon carcinophaga,-72.689,-68.984
Lobodon carcinophaga,-72.707,-68.997
Lobodon carcinophaga,-72.695,-68.995
Lobodon carcinophaga,-72.61,-68.964
Lobodon carcinophaga,-72.686,-68.926
Lobodon carcinophaga,-72.864,-69.077
Lobodon carcinophaga,-72.654,-68.946
Lobodon carcinophaga,-72.757,-69.116
Lobodon carcinophaga,-72.746,-69.162
Lobodon carcinophaga,-72.78,-69.139
Lobodon carcinophaga,-72.672,-69.215
Lobodon carcinophaga,-72.891,-69.103
Lobodon carcinophaga,-72.841,-69.102
Lobodon carcinophaga,-72.798,-69.117
Lobodon carcinophaga,-72.651,-69.156
Lobodon carcinophaga,-72.76,-69.144
Lobodon carcinophaga,-72.797,-69.182
Lobodon carcinophaga,-72.72,-69.122
Lobodon carcinophaga,-72.799,-69.02
Lobodon carcinophaga,-72.863,-69.087
Lobodon carcinophaga,-72.879,-69.317
Lobodon carcinophaga,-72.865,-69.101
Lobodon carcinophaga,-72.941,-69.043
Lobodon carcinophaga,-72.964,-69.035
Lobodon carcinophaga,-72.967,-69.045
Lobodon carcinophaga,-72.858,-69.14
Lobodon carcinophaga,-73,-69.134
Lobodon carcinophaga,-72.858,-69.119
Lobodon carcinophaga,-72.958,-69.042
Lobodon carcinophaga,-73.038,-69.054
Lobodon carcinophaga,-72.929,-69.027
Lobodon carcinophaga,-72.896,-69.033
Lobodon carcinophaga,-72.996,-69.037
Lobodon carcinophaga,-72.998,-69.055
Lobodon carcinophaga,-72.946,-69.051
Lobodon carcinophaga,-72.959,-69.037
Lobodon carcinophaga,-72.841,-69.044
Lobodon carcinophaga,-72.804,-69.021
Lobodon carcinophaga,-72.914,-69.041
Lobodon carcinophaga,-72.952,-69.125
Lobodon carcinophaga,-72.955,-69.112
Lobodon carcinophaga,-72.927,-69.09
Lobodon carcinophaga,-72.926,-69.086
Lobodon carcinophaga,-72.833,-69.171
Lobodon carcinophaga,-72.897,-69.179
Lobodon carcinophaga,-72.886,-69.17
Lobodon carcinophaga,-72.971,-69.127
Lobodon carcinophaga,-73.049,-69.053
Lobodon carcinophaga,-73.073,-69.019
Lobodon carcinophaga,-73.028,-69.023
Lobodon carcinophaga,-72.895,-68.942
Lobodon carcinophaga,-72.825,-69.02
Lobodon carcinophaga,-72.776,-68.987
Lobodon carcinophaga,-72.73,-68.985
Lobodon carcinophaga,-72.824,-68.995
Lobodon carcinophaga,-72.918,-68.98
Lobodon carcinophaga,-72.76,-69.022
Lobodon carcinophaga,-72.88,-69.041
Lobodon carcinophaga,-72.794,-69.03
Lobodon carcinophaga,-72.89,-69.029
Lobodon carcinophaga,-72.834,-69.03
Lobodon carcinophaga,-72.813,-68.967
Lobodon carcinophaga,-72.873,-69.016
Lobodon carcinophaga,-72.911,-69.011
Lobodon carcinophaga,-72.901,-69.036
Lobodon carcinophaga,-72.996,-69.041
Lobodon carcinophaga,-73.122,-68.96
Lobodon carcinophaga,-72.894,-69.011
Lobodon carcinophaga,-72.85,-68.987
Lobodon carcinophaga,-72.837,-69.007
Lobodon carcinophaga,-72.716,-68.964
Lobodon carcinophaga,-72.816,-69.016
Lobodon carcinophaga,-72.803,-68.995
Lobodon carcinophaga,-72.789,-68.98
Lobodon carcinophaga,-72.832,-68.995
Lobodon carcinophaga,-72.831,-68.996
Lobodon carcinophaga,-72.745,-68.988
Lobodon carcinophaga,-72.843,-69.005
Lobodon carcinophaga,-72.783,-68.984
Lobodon carcinophaga,-72.993,-69.014
Lobodon carcinophaga,-72.809,-68.987
Lobodon carcinophaga,-72.799,-68.99
Lobodon carcinophaga,-72.813,-68.989
Lobodon carcinophaga,-72.767,-68.99
Lobodon carcinophaga,-72.686,-68.99
Lobodon carcinophaga,-72.793,-68.987
Lobodon carcinophaga,-72.903,-68.991
Lobodon carcinophaga,-72.82,-68.99
Lobodon carcinophaga,-72.747,-68.994
Lobodon carcinophaga,-72.797,-68.989
Lobodon carcinophaga,-72.949,-68.962
Lobodon carcinophaga,-72.722,-68.993
Lobodon carcinophaga,-72.823,-68.986
Lobodon carcinophaga,-72.698,-69.016
Lobodon carcinophaga,-65.788,-65.332
Lobodon carcinophaga,-65.81,-65.344
Lobodon carcinophaga,-65.748,-65.315
Lobodon carcinophaga,-65.827,-65.346
Lobodon carcinophaga,-72.759,-68.999
Lobodon carcinophaga,-65.7,-65.416
Lobodon carcinophaga,-72.695,-68.988
Lobodon carcinophaga,-65.629,-65.415
Lobodon carcinophaga,-65.788,-65.336
Lobodon carcinophaga,-65.788,-65.363
Lobodon carcinophaga,-66.769,-66.809
Lobodon carcinophaga,-66.18,-65.787
Lobodon carcinophaga,-65.563,-65.428
Lobodon carcinophaga,-66.855,-66.772
Lobodon carcinophaga,-65.587,-65.452
Lobodon carcinophaga,-66.988,-66.887
Lobodon carcinophaga,-67.191,-66.77
Lobodon carcinophaga,-67.642,-66.806
Lobodon carcinophaga,-66.246,-66.849
Lobodon carcinophaga,-67.895,-66.684
Lobodon carcinophaga,-66.829,-66.844
Lobodon carcinophaga,-67.05,-66.828
Lobodon carcinophaga,-65.048,-65.544
Lobodon carcinophaga,-66.031,-65.239
Lobodon carcinophaga,-65.867,-65.28
Lobodon carcinophaga,-65.893,-65.22
Lobodon carcinophaga,-72.804,-68.988
Lobodon carcinophaga,-65.869,-65.306
Lobodon carcinophaga,-72.329,-68.827
Lobodon carcinophaga,-65.893,-65.31
Lobodon carcinophaga,-72.775,-68.979
Lobodon carcinophaga,-65.85,-65.275
Lobodon carcinophaga,-65.835,-65.276
Lobodon carcinophaga,-65.804,-65.327
Lobodon carcinophaga,-65.814,-65.301
Lobodon carcinophaga,-65.853,-65.352
Lobodon carcinophaga,-72.788,-68.996
Lobodon carcinophaga,-72.771,-68.999
Lobodon carcinophaga,-72.769,-68.999
Lobodon carcinophaga,-72.763,-68.998
Lobodon carcinophaga,-72.736,-68.959
Lobodon carcinophaga,-72.766,-68.85
Lobodon carcinophaga,-72.809,-68.986
Lobodon carcinophaga,-73.232,-68.998
Lobodon carcinophaga,-66.015,-65.244
Lobodon carcinophaga,-65.861,-65.249
Lobodon carcinophaga,-65.868,-65.269
Lobodon carcinophaga,-65.875,-65.271
Lobodon carcinophaga,-65.878,-65.239
Lobodon carcinophaga,-65.877,-65.267
Lobodon carcinophaga,-65.869,-65.228
Lobodon carcinophaga,-65.884,-65.223
Lobodon carcinophaga,-65.767,-65.252
Lobodon carcinophaga,-65.903,-65.226
Lobodon carcinophaga,-66.148,-65.305
Lobodon carcinophaga,-66.139,-65.31
Lobodon carcinophaga,-66.14,-65.304
Lobodon carcinophaga,-66.149,-65.311
Lobodon carcinophaga,-66.16,-65.304
Lobodon carcinophaga,-66.085,-65.275
Lobodon carcinophaga,-66.067,-65.263
Lobodon carcinophaga,-66.139,-65.305
Lobodon carcinophaga,-66.13,-65.297
Lobodon carcinophaga,-66.043,-65.251
Lobodon carcinophaga,-65.097,-65.538
Lobodon carcinophaga,-65.089,-65.541
Lobodon carcinophaga,-65.084,-65.535
Lobodon carcinophaga,-65.087,-65.538
Lobodon carcinophaga,-65.117,-65.546
Lobodon carcinophaga,-65.118,-65.545
Lobodon carcinophaga,-67.176,-66.892
Lobodon carcinophaga,-67.32,-66.883
Lobodon carcinophaga,-67.151,-66.862
Lobodon carcinophaga,-67.121,-66.875
Lobodon carcinophaga,-67.291,-66.906
Lobodon carcinophaga,-67.065,-66.867
Lobodon carcinophaga,-67.086,-66.884
Lobodon carcinophaga,-67.101,-66.85
Lobodon carcinophaga,-67.068,-66.871
Lobodon carcinophaga,-67.092,-66.876
Lobodon carcinophaga,-65.115,-65.545
Lobodon carcinophaga,-65.119,-65.546
Lobodon carcinophaga,-65.12,-65.546
Lobodon carcinophaga,-65.117,-65.527
Lobodon carcinophaga,-65.446,-65.451
Lobodon carcinophaga,-65.42,-65.46
Lobodon carcinophaga,-65.443,-65.414
Lobodon carcinophaga,-65.412,-65.417
Lobodon carcinophaga,-65.385,-65.488
Lobodon carcinophaga,-65.422,-65.465
Lobodon carcinophaga,-65.397,-65.501
Lobodon carcinophaga,-67.072,-66.849
Lobodon carcinophaga,-67.039,-66.863
Lobodon carcinophaga,-67.059,-66.84
Lobodon carcinophaga,-67.098,-66.861
Lobodon carcinophaga,-66.238,-66.872
Lobodon carcinophaga,-67.072,-66.852
Lobodon carcinophaga,-66.945,-66.874
Lobodon carcinophaga,-67.113,-66.804
Lobodon carcinophaga,-67.111,-66.845
Lobodon carcinophaga,-67.013,-66.846
Lobodon carcinophaga,-65.268,-65.574
Lobodon carcinophaga,-65.178,-65.574
Lobodon carcinophaga,-65.409,-65.506
Lobodon carcinophaga,-65.417,-65.506
Lobodon carcinophaga,-65.465,-65.409
Lobodon carcinophaga,-65.504,-65.407
Lobodon carcinophaga,-65.415,-65.369
Lobodon carcinophaga,-65.491,-65.387
Lobodon carcinophaga,-65.423,-65.415
Lobodon carcinophaga,-65.446,-65.423
Lobodon carcinophaga,-65.448,-65.424
Lobodon carcinophaga,-65.517,-65.413
Lobodon carcinophaga,-67.013,-66.836
Lobodon carcinophaga,-67.026,-66.857
Lobodon carcinophaga,-67.013,-66.85
Lobodon carcinophaga,-67.071,-66.858
Lobodon carcinophaga,-67.081,-66.861
Lobodon carcinophaga,-67.034,-66.871
Lobodon carcinophaga,-67.091,-66.887
Lobodon carcinophaga,-67.113,-66.86
Lobodon carcinophaga,-67.099,-66.89
Lobodon carcinophaga,-67.028,-66.873
Lobodon carcinophaga,-65.472,-65.407
Lobodon carcinophaga,-65.474,-65.403
Lobodon carcinophaga,-65.435,-65.421
Lobodon carcinophaga,-65.461,-65.411
Lobodon carcinophaga,-65.472,-65.412
Lobodon carcinophaga,-65.491,-65.433
Lobodon carcinophaga,-65.459,-65.41
Lobodon carcinophaga,-65.432,-65.408
Lobodon carcinophaga,-65.424,-65.406
Lobodon carcinophaga,-65.439,-65.407
Lobodon carcinophaga,-65.441,-65.416
Lobodon carcinophaga,-66.911,-66.838
Lobodon carcinophaga,-66.953,-66.839
Lobodon carcinophaga,-65.448,-65.411
Lobodon carcinophaga,-66.864,-66.827
Lobodon carcinophaga,-66.816,-66.863
Lobodon carcinophaga,-67.022,-66.856
Lobodon carcinophaga,-67.09,-66.743
Lobodon carcinophaga,-66.933,-66.833
Lobodon carcinophaga,-67.017,-66.828
Lobodon carcinophaga,-67.084,-66.789
Lobodon carcinophaga,-67.024,-66.869
Lobodon carcinophaga,-65.414,-65.411
Lobodon carcinophaga,-65.448,-65.363
Lobodon carcinophaga,-65.936,-65.359
Lobodon carcinophaga,-66.019,-65.332
Lobodon carcinophaga,-65.951,-65.35
Lobodon carcinophaga,-66.058,-65.336
Lobodon carcinophaga,-65.981,-65.36
Lobodon carcinophaga,-66.57,-66.13
Lobodon carcinophaga,-69.726,-67.605
Lobodon carcinophaga,-66.498,-66.165
Lobodon carcinophaga,-69.754,-67.614
Lobodon carcinophaga,-66.515,-66.163
Lobodon carcinophaga,-69.819,-67.68
Lobodon carcinophaga,-66.49,-66.159
Lobodon carcinophaga,-66.702,-66.201
Lobodon carcinophaga,-69.538,-67.522
Lobodon carcinophaga,-66.56,-66.126
Lobodon carcinophaga,-69.606,-67.542
Lobodon carcinophaga,-66.242,-66.168
Lobodon carcinophaga,-69.65,-67.552
Lobodon carcinophaga,-66.557,-66.178
Lobodon carcinophaga,-69.635,-67.565
Lobodon carcinophaga,-66.469,-66.151
Lobodon carcinophaga,-65.977,-65.362
Lobodon carcinophaga,-69.555,-67.537
Lobodon carcinophaga,-66.004,-65.369
Lobodon carcinophaga,-69.516,-67.536
Lobodon carcinophaga,-69.528,-67.531
Lobodon carcinophaga,-66.522,-66.167
Lobodon carcinophaga,-66.041,-65.379
Lobodon carcinophaga,-65.978,-65.383
