date,year,month,yt_ocean,xt_ocean,yu_ocean,xu_ocean,season_year,life_stage,decade,sector,zone,presence,bottom_slope_deg,dist_shelf_km,dist_coast_km,depth_m,freez_pot_Wm2,SIT_m,SIC,SST_degC,bottom_temp_degC,SSS_PSU,bottom_sal_PSU,vel_lat_surf_msec,vel_lat_bottom_msec,vel_lon_surf_msec,vel_lon_bottom_msec,lt_pack_ice,dist_ice_edge_lon
Dec-99,1999,12,-65.353,119.75,-65.332,119.7,summer,weaning,1990,Central Indian,Subantarctic,0,89.99294281,247.8082753,66.5447878,2398.05,-6924.999,0.30644497,0.40679523,-0.9995117,-0.25402832,34.002415,34.65924835,0.000308438,0.028295014,-0.002814494,-0.04869882,0.345238095,244.5165091
Dec-97,1997,12,-65.353,119.95,-65.332,119.9,summer,weaning,1990,Central Indian,Antarctic,0,89.98389435,246.6775413,67.85371837,2549.9167,-16420.47,0.032056306,0.04309578,0.15530396,-0.219604492,33.857838,34.67126465,-0.040876385,0.018496057,-0.07817319,-0.051332466,0.357142857,119.8619168
Dec-99,1999,12,-65.353,120.15,-65.332,120.1,summer,weaning,1990,East Indian,Antarctic,0,89.98258972,245.5251285,70.39859346,2713.7,-7098.513,0.30453804,0.40654275,-0.97613525,-0.232971191,33.956287,34.66300201,-0.017212722,0.015267315,-0.004440764,-0.045943461,0.333333333,232.6344645
Dec-02,2002,12,-65.353,120.35,-65.332,120.3,summer,weaning,2000,Central Indian,Antarctic,0,89.96791077,241.726552,72.41805559,2744.7166,-37347.26,0.06633578,0.054833848,1.1780396,-0.221343994,33.881634,34.67228317,-0.011979654,0.001804254,0.020533552,-0.046103608,0.30952381,36.42152967
Dec-05,2005,12,-65.353,120.45,-65.332,120.4,summer,weaning,2000,Central Indian,Antarctic,0,89.96366882,239.9493306,73.17460364,2744.7166,-20544.793,0.016879879,0.011505208,0.6364136,-0.148834229,34.172966,34.67731094,-0.061628267,-0.016836077,-0.07901202,-0.042180762,0.30952381,35.66903134
Dec-99,1999,12,-65.353,120.45,-65.332,120.4,summer,weaning,1990,Central Indian,Antarctic,0,89.96366882,239.9493306,73.17460364,2744.7166,-7400.0396,0.29998913,0.4015405,-0.9351196,-0.183929443,33.87114,34.66973495,-0.054440286,-0.018925164,0.018057078,-0.025331099,0.333333333,224.3800479
Dec-97,1997,12,-65.353,120.45,-65.332,120.4,summer,weaning,1990,Central Indian,Antarctic,0,89.96366882,239.9493306,73.17460364,2744.7166,-15950.245,0.032808416,0.05011463,0.097351074,-0.212493896,33.87774,34.67328262,-0.056964733,-0.030340446,-0.08078036,-0.053381786,0.345238095,97.89965423
Dec-99,1999,12,-65.353,120.65,-65.332,120.6,summer,weaning,1990,Central Indian,Antarctic,0,89.92622375,236.6482111,75.54465018,2572.7454,-7205.9526,0.31532916,0.41685092,-0.95803833,-0.209442139,33.86224,34.66667938,0.006005841,0.003522178,0.031288717,-0.012472887,0.333333333,219.2258759
Dec-99,1999,12,-65.353,120.75,-65.332,120.7,summer,weaning,1990,East Indian,Antarctic,0,89.94822693,235.1278779,77.13181573,2728.55,-7078.4272,0.32504454,0.4256703,-0.97332764,-0.223022461,33.859367,34.66517258,0.01737281,0.013059122,0.027074324,-0.000590794,0.333333333,215.001407
Dec-88,1988,12,-65.353,120.75,-65.332,120.7,summer,weaning,1980,Central Indian,Antarctic,0,89.94822693,235.1278779,77.13181573,2728.55,-13979.866,0.09080751,0.21468568,-0.13632202,-0.226287842,33.79736,34.66843033,-0.033574775,0.007258731,-0.08149344,-0.004085614,0.321428571,53.56851898
Nov-96,1996,11,-65.353,120.75,-65.332,120.7,autumn,weaning,1990,Central Indian,Antarctic,0,89.94822693,235.1278779,77.13181573,2728.55,-1150.9044,1.117818,0.8590025,-1.7105103,-0.248168945,34.25051,34.66786575,-0.059658386,0.009034975,-0.08210106,-0.005718829,0.345238095,214.3744237
Dec-97,1997,12,-65.353,121.05,-65.332,121,summer,weaning,1990,Central Indian,Antarctic,0,89.94231415,231.1080979,77.80418752,2572.7454,-16375.611,0.033765316,0.0522283,0.15133667,-0.207061768,33.83062,34.67279053,-0.05259638,-0.021348022,-0.09315705,-0.022301268,0.345238095,72.4415938
Nov-98,1998,11,-65.353,121.15,-65.332,121.1,autumn,weaning,1990,Central Indian,Subantarctic,0,89.95094299,229.9538452,78.51011624,2621.5334,-1889.9921,1.2270676,0.7743292,-1.6169739,-0.293365479,34.17232,34.66956711,-0.028378699,0.004634708,-0.06267481,-0.039559748,0.345238095,75.96852358
Dec-97,1997,12,-65.353,121.25,-65.332,121.2,summer,weaning,1990,Central Indian,Antarctic,0,89.97182465,228.8948693,79.48788225,2686.8667,-16283.366,0.035901994,0.054023057,0.13995361,-0.203369141,33.83417,34.67324829,-0.045989368,0.023817653,-0.09949399,-0.037113912,0.357142857,64.36091936
Dec-97,1997,12,-65.353,121.35,-65.332,121.3,summer,weaning,1990,Central Indian,Antarctic,0,89.97496796,227.9325008,80.72760634,2686.8667,-16164.372,0.037818428,0.05604644,0.12512207,-0.200164795,33.842453,34.6734581,-0.046907455,0.021153679,-0.0956306,-0.05521844,0.357142857,60.44309959
Dec-99,1999,12,-65.353,121.35,-65.332,121.3,summer,weaning,1990,East Indian,Antarctic,0,89.97496796,227.9325008,80.72760634,2686.8667,-7106.477,0.34473982,0.43955168,-0.9692383,-0.184295654,33.84666,34.67059708,-0.013898643,0.01108713,0.011278104,-0.028597467,0.345238095,189.4132875
Dec-99,1999,12,-65.353,121.55,-65.332,121.5,summer,weaning,1990,Central Indian,Antarctic,0,89.96910095,226.302402,83.94405351,2711.3667,-7150.279,0.33948958,0.4326256,-0.9639282,-0.184051514,33.84578,34.67019653,-0.017044276,-0.005834374,0.015090664,-0.01990377,0.345238095,181.0562955
Dec-97,1997,12,-65.353,121.65,-65.332,121.6,summer,weaning,1990,Central Indian,Antarctic,0,89.9731369,225.6368043,85.89317484,2607.323,-15813.893,0.044897348,0.06325207,0.08135986,-0.203857422,33.86933,34.67307281,-0.056559075,-0.021047801,-0.08638895,-0.041454308,0.357142857,49.41232977
Dec-97,1997,12,-65.353,121.75,-65.332,121.7,summer,weaning,1990,Central Indian,Antarctic,0,89.96986389,225.072066,88.05002061,2621.1333,-15709.581,0.047442887,0.066227555,0.06832886,-0.207794189,33.877632,34.67277527,-0.058380138,-0.004502212,-0.08726115,-0.022833832,0.357142857,46.07256682
Dec-99,1999,12,-65.353,122.15,-65.332,122.1,summer,weaning,1990,Central Indian,Antarctic,0,89.89611816,223.8349551,89.21451933,2230.5667,-6146.508,0.3791431,0.45585382,-1.086029,-0.288604736,33.86348,34.65550232,0.016370848,0.012312951,0.003066473,-0.001657498,0.392857143,156.697031
Dec-99,1999,12,-65.353,122.25,-65.332,122.2,summer,weaning,1990,East Indian,Antarctic,0,89.94031525,223.7832602,88.5916815,2230.5667,-5957.5337,0.39208072,0.46234357,-1.1090088,-0.312194824,33.865986,34.65182114,0.01632152,0.010121281,0.002161272,-0.006132967,0.392857143,152.7659361
Nov-84,1984,11,-65.353,122.25,-65.332,122.2,autumn,weaning,1980,Central Indian,Antarctic,0,89.94031525,223.7832602,88.5916815,2230.5667,-1162.8652,0.34370548,0.7599422,-1.7086182,-0.404846191,34.243053,34.65618134,0.007675621,0.009136098,-0.052497625,-0.015390884,0.285714286,84.91328562
Dec-99,1999,12,-65.353,122.35,-65.332,122.3,summer,weaning,1990,Central Indian,Antarctic,0,89.96794891,223.7832602,88.21586742,2114.5317,-5785.892,0.4070655,0.46819696,-1.1302795,-0.33291626,33.87677,34.64854431,0.015582794,-0.008079094,0.002674355,-0.014342725,0.392857143,148.8795283
Dec-99,1999,12,-65.353,122.35,-65.332,122.3,summer,weaning,1990,East Indian,Antarctic,0,89.96794891,223.7832602,88.21586742,2114.5317,-5785.892,0.4070655,0.46819696,-1.1302795,-0.33291626,33.87677,34.64854431,0.015582794,-0.008079094,0.002674355,-0.014342725,0.392857143,148.8795283
Dec-99,1999,12,-65.353,122.45,-65.332,122.4,summer,weaning,1990,East Indian,Antarctic,0,89.97905731,223.7832602,88.09023966,2114.5317,-5713.855,0.42073423,0.47246328,-1.1399231,-0.350494385,33.893818,34.64644623,0.015743965,-0.004091158,0.002101485,-0.02119712,0.369047619,145.0414098
Dec-99,1999,12,-65.353,122.55,-65.332,122.5,summer,weaning,1990,Central Indian,Antarctic,0,89.97917175,223.7832602,88.09023966,2066.65,-5667.8267,0.42961416,0.47385597,-1.1463013,-0.357879639,33.909546,34.64514542,0.014097039,-0.005944551,0.000871992,-0.01883743,0.357142857,141.2555271
Dec-99,1999,12,-65.353,122.65,-65.332,122.6,summer,weaning,1990,East Indian,Antarctic,0,89.96882629,223.7832602,88.09023966,2040.7667,-5767.6963,0.4297,0.4700565,-1.1342468,-0.354003906,33.909767,34.64529419,0.007610037,-0.003740694,-0.001107615,-0.011174925,0.357142857,137.526204
Dec-99,1999,12,-65.353,122.65,-65.332,122.6,summer,weaning,1990,Central Indian,Antarctic,0,89.96882629,223.7832602,88.09023966,2040.7667,-5767.6963,0.4297,0.4700565,-1.1342468,-0.354003906,33.909767,34.64529419,0.007610037,-0.003740694,-0.001107615,-0.011174925,0.357142857,137.526204
Dec-83,1983,12,-65.353,122.75,-65.332,122.7,summer,weaning,1980,Central Indian,Antarctic,0,89.96931458,223.7832602,88.09023966,2117.5833,-7109.3687,0.21746607,0.35447985,-0.9821167,-0.3878479,34.093853,34.65766525,-0.004628882,0.013371631,-0.028572898,-0.034537628,0.285714286,85.43283148
Dec-99,1999,12,-65.353,122.85,-65.332,122.8,summer,weaning,1990,East Indian,Antarctic,0,89.97497559,223.8349551,88.09023966,2233.6667,-6276.884,0.40824515,0.4513302,-1.0716858,-0.323425293,33.889442,34.64910889,-0.006791051,0.020917673,-0.006229062,-0.014616023,0.392857143,130.2566358
Dec-99,1999,12,-65.353,122.95,-65.332,122.9,summer,weaning,1990,East Indian,Antarctic,0,89.97812653,223.9899683,88.21586742,2316.4,-6613.355,0.39477426,0.44059348,-1.030426,-0.271362305,33.877533,34.65577316,-0.008689607,0.020381669,-0.006857411,-0.016994718,0.404761905,126.7272566
Nov-98,1998,11,-65.353,122.95,-65.332,122.9,autumn,weaning,1990,Central Indian,Antarctic,0,89.97812653,223.9899683,88.21586742,2316.4,-1222.5854,1.3293468,0.7887065,-1.701355,-0.324615479,34.242123,34.66332626,-0.008095974,0.036374778,-0.023706941,-0.033628587,0.416666667,101.291798
Dec-99,1999,12,-65.353,123.05,-65.332,123,summer,weaning,1990,East Indian,Antarctic,0,89.97769165,224.2480851,88.5916815,2350.3833,-6833.984,0.38209742,0.4289406,-1.0034485,-0.252471924,33.87158,34.65796661,-0.011479841,0.004962724,-0.004365306,-0.017690457,0.404761905,123.2762474
Dec-97,1997,12,-65.353,123.05,-65.332,123,summer,weaning,1990,Central Indian,Antarctic,0,89.97769165,224.2480851,88.5916815,2350.3833,-14111.993,0.051900677,0.088300385,-0.12982178,-0.207641602,33.975502,34.6708374,-0.047315195,0.011445037,-0.107017055,-0.034719862,0.416666667,37.69749477
Dec-99,1999,12,-65.353,123.15,-65.332,123.1,summer,weaning,1990,East Indian,Antarctic,0,89.97449493,224.6089494,89.21451933,2307.2166,-6943.3057,0.37220153,0.417287,-0.99035645,-0.287109375,33.874237,34.65385818,-0.008133215,-0.013652207,-0.000345998,-0.014622212,0.404761905,119.8449829
Nov-87,1987,11,-65.353,123.25,-65.332,123.2,autumn,weaning,1980,Central Indian,Antarctic,0,89.97061157,224.2480851,90.07925549,2273.5693,-2023.2164,1.0023546,0.7194123,-1.6037598,-0.389282227,34.225834,34.65267563,-0.055932187,-0.003020254,-0.10539542,-0.035541322,0.333333333,108.864229
Dec-99,1999,12,-65.353,123.25,-65.332,123.2,summer,weaning,1990,Central Indian,Antarctic,0,89.97061157,224.2480851,90.07925549,2273.5693,-7009.1323,0.36530846,0.4060885,-0.98275757,-0.291931152,33.881004,34.65304565,-0.001056361,0.001838875,0.001017402,-0.008332932,0.404761905,115.840788
Dec-99,1999,12,-65.353,123.35,-65.332,123.3,summer,weaning,1990,East Indian,Antarctic,0,89.9634552,223.9899683,91.17900568,2273.5693,-7125.345,0.35872898,0.39404812,-0.96868896,-0.285797119,33.880093,34.65373611,0.002545473,0.00270872,0.000884633,-0.009137329,0.416666667,111.8893879
Dec-99,1999,12,-65.353,123.45,-65.332,123.4,summer,weaning,1990,Central Indian,Antarctic,0,89.96255493,223.8349551,92.50538569,2240.8813,-7532.778,0.34868732,0.37847462,-0.9186096,-0.258728027,33.864372,34.65608978,-0.00047203,-0.004241174,-0.000806685,-0.008895601,0.44047619,107.9965882
Dec-99,1999,12,-65.353,123.55,-65.332,123.5,summer,weaning,1990,Central Indian,Subantarctic,0,89.97016144,223.7832602,93.51796048,2224.2,-8051.4067,0.33478028,0.35936424,-0.8548584,-0.26473999,33.84439,34.65527344,-0.007323532,-0.002726905,-0.003278914,-0.009374242,0.44047619,104.1689691
Dec-99,1999,12,-65.353,123.55,-65.332,123.5,summer,weaning,1990,Central Indian,Antarctic,0,89.97016144,223.7832602,93.51796048,2224.2,-8051.4067,0.33478028,0.35936424,-0.8548584,-0.26473999,33.84439,34.65527344,-0.007323532,-0.002726905,-0.003278914,-0.009374242,0.44047619,104.1689691
Dec-99,1999,12,-65.353,123.55,-65.332,123.5,summer,weaning,1990,East Indian,Antarctic,0,89.97016144,223.7832602,93.51796048,2224.2,-8051.4067,0.33478028,0.35936424,-0.8548584,-0.26473999,33.84439,34.65527344,-0.007323532,-0.002726905,-0.003278914,-0.009374242,0.44047619,104.1689691
Nov-96,1996,11,-65.353,123.65,-65.332,123.6,autumn,weaning,1990,Central Indian,Antarctic,0,89.96953583,223.7832602,93.63651865,2224.2,-1030.2292,0.84181774,0.87022877,-1.7181396,-0.352050781,34.12227,34.65369034,-0.06990843,-0.010366116,-0.09158046,-0.030209864,0.452380952,187.7612231
Dec-99,1999,12,-65.353,123.75,-65.332,123.7,summer,weaning,1990,Central Indian,Antarctic,0,89.96727753,223.7832602,93.99129559,2122.0166,-8986.26,0.3062848,0.32093602,-0.74087524,-0.271026611,33.82577,34.65423203,-0.012815281,-0.014360717,-0.003168889,-0.015188001,0.44047619,96.74013439
Dec-97,1997,12,-65.353,123.75,-65.332,123.7,summer,weaning,1990,Central Indian,Antarctic,0,89.96727753,223.7832602,93.99129559,2122.0166,-13515.96,0.04139802,0.079642266,-0.20281982,-0.205505371,33.99594,34.6697731,-0.06602397,-0.024178119,-0.10988878,-0.022030449,0.452380952,52.29630367
Dec-99,1999,12,-65.353,124.45,-65.332,124.4,summer,weaning,1990,East Indian,Antarctic,0,89.9834137,224.6089494,100.7268667,1760.8334,-10866.939,0.28285864,0.26479375,-0.5115051,-0.201751709,33.790054,34.65790558,-0.0045911,-0.001120486,-0.026849987,-0.000896479,0.428571429,74.27929225
Dec-97,1997,12,-65.353,124.55,-65.332,124.5,summer,weaning,1990,Central Indian,Antarctic,0,89.98822784,225.072066,99.95150533,1721.8667,-13865.293,0.039974906,0.08068033,-0.16003418,-0.14465332,33.99039,34.66984558,-0.05555002,0.001758697,-0.10338946,0.004637245,0.452380952,46.96801912
Nov-98,1998,11,-65.353,124.55,-65.332,124.5,autumn,weaning,1990,Central Indian,Antarctic,0,89.98822784,225.072066,99.95150533,1721.8667,-1068.08,0.7637692,0.8073456,-1.7217102,-0.443664551,34.273853,34.64371872,-0.013102111,-0.000483969,-0.031877596,-0.026244897,0.44047619,131.5302358
Dec-97,1997,12,-65.353,124.65,-65.332,124.6,summer,weaning,1990,Central Indian,Antarctic,0,89.99087524,225.6368043,99.39397128,1740.55,-13923.316,0.03966528,0.08033968,-0.15304565,-0.139556885,33.99046,34.66986847,-0.057597682,-0.001150726,-0.10464259,0.007470758,0.452380952,46.96801912
Dec-97,1997,12,-65.353,124.75,-65.332,124.7,summer,weaning,1990,Central Indian,Antarctic,0,89.99250031,226.302402,99.05794406,1763.5834,-14020.691,0.039569028,0.080593,-0.14138794,-0.136779785,33.992306,34.66979599,-0.053145245,-0.003603651,-0.11007025,0.00981556,0.452380952,47.19270356
Dec-99,1999,12,-65.353,124.85,-65.332,124.8,summer,weaning,1990,Central Indian,Antarctic,0,89.99375916,227.0679706,98.9456813,1515.4202,-11014.623,0.26575595,0.25138617,-0.49261475,-0.171234131,33.774273,34.65867996,0.00286312,0.000916402,-0.019135829,0.003979882,0.44047619,65.48402142
Dec-99,1999,12,-65.353,124.95,-65.332,124.9,summer,weaning,1990,East Indian,Antarctic,0,89.99421692,227.9325008,98.9456813,1187.6132,-11010.684,0.26280025,0.25047153,-0.49227905,-0.156158447,33.766792,34.65701294,0.003871832,-0.000523253,-0.020115525,0.001445229,0.44047619,63.95776222
Nov-87,1987,11,-65.353,125.15,-65.332,125.1,autumn,weaning,1980,Central Indian,Antarctic,0,89.99195862,229.9538452,99.39397128,724.95,-1219.134,1.0876323,0.76861423,-1.6971741,-0.93157959,34.160847,34.58652878,-0.07021963,-0.001137055,-0.12353271,-0.032863289,0.416666667,114.0693726
Dec-99,1999,12,-65.353,125.85,-65.332,125.8,summer,weaning,1990,Central Indian,Antarctic,0,89.82821655,239.9493306,107.3799036,401.61667,-7742.126,0.41912836,0.38936317,-0.8829346,-1.033355713,33.730793,34.5681076,-0.002896327,-0.015417303,-0.022406492,0.007330029,0.464285714,49.03038424
Dec-99,1999,12,-65.353,125.95,-65.332,125.9,summer,weaning,1990,Central Indian,Antarctic,0,89.87523651,241.726552,103.7347481,411.18332,-7514.401,0.43791476,0.4005966,-0.91064453,-1.055664063,33.73089,34.56749344,-0.004648384,-0.00884234,-0.021373626,0.013624802,0.464285714,47.90345671
Dec-99,1999,12,-65.353,126.85,-65.332,126.8,summer,weaning,1990,Central Indian,Antarctic,0,89.893013,261.1847435,75.72301109,525.3,-6243.5215,0.54691315,0.47872654,-1.0675354,-1.129760742,33.771893,34.58086777,-0.005224505,-0.003114368,-0.022217246,0.000743156,0.464285714,44.53615304
Dec-97,1997,12,-65.353,126.85,-65.332,126.8,summer,weaning,1990,Central Indian,Antarctic,0,89.893013,261.1847435,75.72301109,525.3,-14352.64,0.036512055,0.05621674,-0.102874756,-1.021759033,34.089172,34.59610367,-0.052931543,0.012578669,-0.12977614,-0.006264997,0.5,95.14488618
Dec-99,1999,12,-65.353,127.05,-65.332,127,summer,weaning,1990,Central Indian,Antarctic,0,89.9102478,266.2719151,69.69650415,521,-6052.757,0.5611698,0.48581937,-1.0915833,-1.158050537,33.789726,34.57872391,-0.006533062,-0.002020717,-0.016905336,0.013608613,0.464285714,42.53193387
Dec-99,1999,12,-65.353,130.85,-65.332,130.8,summer,weaning,1990,Central Indian,Antarctic,0,88.01785278,319.9911421,96.61267802,592.43335,-5121.733,0.6986104,0.49355862,-1.2113037,-0.948547363,33.91444,34.61537933,-0.032062467,-0.000628064,0.005819491,0.007741577,0.535714286,71.64304199
Dec-97,1997,12,-65.353,131.85,-65.332,131.8,summer,weaning,1990,Central Indian,Antarctic,0,89.3655014,331.3012469,136.2028945,534.93335,-6896.08,0.32515696,0.23336351,-1.0165405,-1.204803467,34.288975,34.58720398,-0.066155694,-0.009818222,-0.17195764,-0.013706646,0.547619048,9.393603824
Dec-99,1999,12,-65.353,132.15,-65.332,132.1,summer,weaning,1990,East Indian,Antarctic,0,89.9566803,333.994031,148.9021037,599.8174,-12827.034,0.17429824,0.26631442,-0.29504395,-1.654632568,34.220577,34.56301117,0.026842464,5.60E-05,-0.028662024,-0.008834628,0.511904762,107.841675
Dec-97,1997,12,-65.353,133.25,-65.332,133.2,summer,weaning,1990,Central Indian,Antarctic,0,89.9021225,330.948164,165.181627,853.75,-6586.678,0.42748255,0.31754816,-1.0524292,-1.22869873,34.243153,34.6211853,-0.07659441,-0.005640899,-0.1309049,0.000451245,0.523809524,23.94104599
Dec-99,1999,12,-65.353,133.55,-65.332,133.5,summer,weaning,1990,Central Indian,Subantarctic,0,89.93608093,323.2901696,165.181627,521.76666,-16752.416,0.045959733,0.0723178,0.17996216,-1.527618408,34.24089,34.56937027,0.003486703,-0.022844139,-0.033771895,-0.00514082,0.511904762,130.3316139
Dec-99,1999,12,-65.353,133.75,-65.332,133.7,summer,weaning,1990,Central Indian,Antarctic,0,89.76197052,318.4516128,164.3548501,457.43332,-17288.15,0.031685438,0.053503398,0.24594116,-1.519317627,34.238235,34.57362747,0.031929757,-0.005142429,-0.04642885,6.73E-05,0.523809524,132.3817715
Dec-99,1999,12,-65.353,137.25,-65.332,137.2,summer,weaning,1990,East Indian,Antarctic,0,89.97689819,274.4188271,131.4032025,802.92163,-14996.899,0.003798786,0.015189602,-0.033599854,-0.198913574,34.21967,34.67525864,-0.017275412,-0.057122566,0.002215725,-0.034430325,0.511904762,144.675121
Dec-99,1999,12,-65.353,145.15,-65.332,145.1,summer,weaning,1990,East Indian,Antarctic,0,89.95825958,196.7029811,13.96987255,2922.475,-13711.629,0.000395326,0.000264513,-0.1963501,-0.031829834,34.30845,34.69950104,0.042672932,0.027269132,0.03260559,-0.004101883,0.511904762,159.7093168
Dec-99,1999,12,-65.353,147.45,-65.332,147.4,summer,weaning,1990,Central Indian,Antarctic,0,89.95058441,154.4303979,55.40859471,3102.7876,-14085.3,0.004350801,0.002429061,-0.14834595,-0.140136719,34.254166,34.68975449,0.03522758,-0.000318903,0.116448484,-0.00867929,0.523809524,126.8136516
Dec-99,1999,12,-65.353,147.95,-65.332,147.9,summer,weaning,1990,East Indian,Antarctic,0,89.95568848,131.9956212,74.24032504,2781.0015,-16232.299,0.007296345,0.004179822,0.109313965,-0.008605957,34.287693,34.7031517,0.08306372,-0.00051488,0.089887865,-0.008460042,0.5,128.1045191
Dec-99,1999,12,-65.269,47.65,-65.248,47.7,summer,weaning,1990,East Indian,Antarctic,0,89.89401245,95.48106895,9.688989295,2482.3,-2314.891,0.6078739,0.7390891,-1.5527649,-0.493713379,33.93374,34.63327789,-0.008575074,0.007177955,-0.020348208,-0.002793141,0.44047619,328.2966356
Dec-99,1999,12,-65.269,57.15,-65.248,57.2,summer,weaning,1990,Central Indian,Antarctic,0,89.97723389,151.5606935,46.13031091,3356.4834,-3030.9436,0.40356904,0.622978,-1.4710388,-0.849761963,34.021263,34.61693192,-0.013785313,0.062190037,-0.09229865,-0.038640674,0.5,379.811982
Dec-99,1999,12,-65.269,63.25,-65.248,63.3,summer,weaning,1990,East Indian,Antarctic,0,89.8874588,89.55207748,13.57461812,3431.5166,-2224.3433,0.43510172,0.69739485,-1.5727234,-0.382171631,34.100124,34.65104675,0.008053549,-0.002320053,-0.04815699,0.003025213,0.583333333,465.8872511
Dec-99,1999,12,-65.269,72.15,-65.248,72.2,summer,weaning,1990,East Indian,Antarctic,0,89.93006897,98.8447181,124.2568988,3141.9167,-3302.9077,0.6281776,0.623878,-1.4317932,-0.273986816,33.90311,34.6643486,-0.012327707,-0.009370444,-0.026572682,-0.023822254,0.595238095,579.2577147
Dec-97,1997,12,-65.269,72.65,-65.248,72.7,summer,weaning,1990,Central Indian,Antarctic,0,89.93489838,92.20367219,145.9294931,3139.4539,-4028.724,0.25409833,0.5422734,-1.333374,-0.285797119,33.70372,34.66149139,-0.03342329,0.004700738,-0.06365503,-0.042027649,0.583333333,590.9162383
Nov-96,1996,11,-65.269,73.05,-65.248,73.1,autumn,weaning,1990,Central Indian,Antarctic,0,89.94933319,84.64567102,155.9948123,3080.8833,-281.73163,0.90622425,0.92336047,-1.8118591,-0.22567749,34.183647,34.66564941,-0.01672442,0.003321303,-0.055178218,-0.030360572,0.583333333,520.1894651
Dec-99,1999,12,-65.269,73.35,-65.248,73.4,summer,weaning,1990,Central Indian,Antarctic,0,89.85310364,78.52904303,158.878438,3075.2666,-3512.8062,0.7060659,0.59129333,-1.4085388,-0.23248291,33.941757,34.66900635,0.015053637,-0.003768182,-0.011134143,-0.005038377,0.595238095,593.7010242
Nov-87,1987,11,-65.269,74.25,-65.248,74.3,autumn,weaning,1980,Central Indian,Antarctic,0,89.93037415,63.1176894,172.7817542,3211.8,-625.9213,0.7508189,0.9028042,-1.7703247,-0.341430664,34.18371,34.65646744,-0.03653578,-0.016664295,-0.018085405,-0.025122628,0.607142857,545.0353288
Dec-99,1999,12,-65.269,74.35,-65.248,74.4,summer,weaning,1990,East Indian,Antarctic,0,89.93585968,62.5902703,174.8450434,3179.7666,-3358.48,0.48349202,0.607628,-1.4263916,-0.265625,33.9271,34.66547012,-0.003821891,-0.018961737,-0.010823181,-0.03087681,0.583333333,609.9710336
Nov-98,1998,11,-65.269,74.35,-65.248,74.4,autumn,weaning,1990,Central Indian,Antarctic,0,89.93585968,62.5902703,174.8450434,3179.7666,-442.86572,1.0391797,0.8774348,-1.7953491,-0.270294189,34.237934,34.66492844,-0.010857893,-0.016225824,-0.0643963,-0.028163096,0.607142857,576.2074521
Nov-87,1987,11,-65.269,74.55,-65.248,74.6,autumn,weaning,1980,Central Indian,Antarctic,0,89.91749573,62.41347337,179.2434651,3102.7876,-615.7677,0.7226647,0.8981427,-1.7721252,-0.344543457,34.194576,34.65586853,0.002711456,-0.017688507,-0.004998046,-0.02964833,0.595238095,547.9097877
Dec-99,1999,12,-65.269,74.55,-65.248,74.6,summer,weaning,1990,East Indian,Antarctic,0,89.91749573,62.41347337,179.2434651,3102.7876,-3256.8416,0.47607222,0.6105633,-1.4402466,-0.239318848,33.956444,34.66836166,-0.006866605,-0.020907272,-0.019681932,-0.028601501,0.583333333,613.6766203
Dec-99,1999,12,-65.269,74.65,-65.248,74.7,summer,weaning,1990,Central Indian,Antarctic,0,89.87866211,62.41347337,181.5720016,3085.2,-3217.613,0.47095266,0.61113787,-1.4455566,-0.238220215,33.967167,34.66850662,-0.007568582,-0.015077004,-0.020930104,-0.027040713,0.583333333,615.5837265
Dec-97,1997,12,-65.269,74.75,-65.248,74.8,summer,weaning,1990,Central Indian,Antarctic,0,89.81034851,62.41347337,183.9824233,3074.75,-3292.9734,0.34205475,0.57186127,-1.4309998,-0.249786377,33.865807,34.66638947,-0.025352612,-0.002007389,-0.04968723,-0.020633511,0.595238095,627.7652713
Dec-99,1999,12,-65.269,74.75,-65.248,74.8,summer,weaning,1990,Central Indian,Antarctic,0,89.81034851,62.41347337,183.9824233,3074.75,-3200.3672,0.4685686,0.6114594,-1.4483032,-0.238220215,33.979282,34.66858673,-0.005729277,-0.009093695,-0.019937504,-0.02238882,0.583333333,617.5265902
Dec-99,1999,12,-65.269,75.05,-65.248,75.1,summer,weaning,1990,Central Indian,Antarctic,0,89.61707306,63.98705985,191.2807684,3063.7334,-3188.8757,0.47874048,0.61142844,-1.4507141,-0.238922119,33.998383,34.66877747,-0.000500518,0.008282231,-0.013881498,-0.004059476,0.583333333,623.5663056
Dec-99,1999,12,-65.269,75.15,-65.248,75.2,summer,weaning,1990,East Indian,Antarctic,0,89.83364105,65.18469913,193.3463592,3094.7166,-3195.9514,0.484677,0.6111008,-1.4498596,-0.238220215,33.998333,34.66884613,0.00269475,0.016010337,-0.011618135,0.001516863,0.583333333,625.6487706
Dec-99,1999,12,-65.269,75.15,-65.248,75.2,summer,weaning,1990,Central Indian,Antarctic,0,89.83364105,65.18469913,193.3463592,3094.7166,-3195.9514,0.484677,0.6111008,-1.4498596,-0.238220215,33.998333,34.66884613,0.00269475,0.016010337,-0.011618135,0.001516863,0.583333333,625.6487706
Dec-97,1997,12,-65.269,75.35,-65.248,75.4,summer,weaning,1990,Central Indian,Antarctic,0,89.89759827,67.84119419,187.2276881,3177.8333,-3354.405,0.36218753,0.585588,-1.4266663,-0.269134521,33.92324,34.66408539,-0.011993917,0.015511102,-0.03356423,0.007820711,0.571428571,641.1594833
