date_time,latitude,longitude,number_individuals,year,month,decade,scientific_name
1998-01-22T11:42:52Z,-69.986,-14.253,1,1998,1,1990,Lobodon carcinophaga
1998-01-22T13:30:22Z,-70.058,-14.377,2,1998,1,1990,Lobodon carcinophaga
1998-01-22T13:32:19Z,-70.122,-14.291,4,1998,1,1990,Lobodon carcinophaga
1998-01-22T13:46:56Z,-70.598,-13.641,1,1998,1,1990,Lobodon carcinophaga
1998-01-22T13:51:35Z,-70.747,-13.422,1,1998,1,1990,Lobodon carcinophaga
1998-01-22T13:54:26Z,-70.84,-13.292,1,1998,1,1990,Lobodon carcinophaga
1998-01-22T13:58:21Z,-70.967,-13.112,1,1998,1,1990,Lobodon carcinophaga
1998-01-22T14:01:23Z,-71.065,-12.97,1,1998,1,1990,Lobodon carcinophaga
1998-01-22T14:06:42Z,-71.236,-12.711,1,1998,1,1990,Lobodon carcinophaga
1998-01-22T14:07:48Z,-71.271,-12.655,1,1998,1,1990,Lobodon carcinophaga
1998-01-22T14:12:01Z,-71.409,-12.439,1,1998,1,1990,Lobodon carcinophaga
1998-01-22T14:12:22Z,-71.421,-12.422,1,1998,1,1990,Lobodon carcinophaga
1998-01-03T11:38:57Z,-70.632,-9.367,0,1998,1,1990,Lobodon carcinophaga
1998-01-03T11:39:05Z,-70.627,-9.375,0,1998,1,1990,Lobodon carcinophaga
1998-01-03T12:06:45Z,-69.708,-10.842,0,1998,1,1990,Lobodon carcinophaga
1998-01-03T12:47:55Z,-68.243,-12.856,0,1998,1,1990,Lobodon carcinophaga
1998-01-03T12:47:56Z,-68.242,-12.856,0,1998,1,1990,Lobodon carcinophaga
1998-01-03T13:58:00Z,-68.791,-12.358,0,1998,1,1990,Lobodon carcinophaga
1998-01-03T14:39:00Z,-70.005,-10.61,0,1998,1,1990,Lobodon carcinophaga
1998-01-03T15:02:15Z,-70.676,-9.555,0,1998,1,1990,Lobodon carcinophaga
1998-01-03T15:03:59Z,-70.727,-9.468,0,1998,1,1990,Lobodon carcinophaga
1998-01-04T11:04:53Z,-70.738,-9.695,0,1998,1,1990,Lobodon carcinophaga
1998-01-04T11:06:58Z,-70.67,-9.817,0,1998,1,1990,Lobodon carcinophaga
1998-01-04T11:27:00Z,-69.996,-10.869,0,1998,1,1990,Lobodon carcinophaga
1998-01-05T10:57:24Z,-70.909,-9.889,0,1998,1,1990,Lobodon carcinophaga
1998-01-05T11:07:02Z,-70.583,-10.439,0,1998,1,1990,Lobodon carcinophaga
1998-01-05T11:26:50Z,-69.894,-11.499,0,1998,1,1990,Lobodon carcinophaga
1998-01-14T12:16:00Z,-70.537,-8.593,0,1998,1,1990,Lobodon carcinophaga
1998-01-14T12:16:01Z,-70.537,-8.595,0,1998,1,1990,Lobodon carcinophaga
1998-01-14T12:58:20Z,-70.709,-9.637,0,1998,1,1990,Lobodon carcinophaga
1998-01-15T10:52:37Z,-70.982,-10.87,0,1998,1,1990,Lobodon carcinophaga
1998-01-15T11:20:06Z,-70.096,-12.212,0,1998,1,1990,Lobodon carcinophaga
1998-01-15T11:56:10Z,-68.878,-13.844,0,1998,1,1990,Lobodon carcinophaga
1998-01-15T13:03:05Z,-69.162,-13.714,0,1998,1,1990,Lobodon carcinophaga
1998-01-15T13:10:05Z,-69.386,-13.419,0,1998,1,1990,Lobodon carcinophaga
1998-01-15T13:28:49Z,-69.99,-12.604,0,1998,1,1990,Lobodon carcinophaga
1998-01-15T14:00:52Z,-71.009,-11.101,0,1998,1,1990,Lobodon carcinophaga
1998-01-19T11:10:22Z,-71.238,-11.457,0,1998,1,1990,Lobodon carcinophaga
1998-01-19T11:16:30Z,-71.037,-11.777,0,1998,1,1990,Lobodon carcinophaga
1998-01-19T11:30:30Z,-70.595,-12.453,0,1998,1,1990,Lobodon carcinophaga
1998-01-19T11:50:10Z,-69.961,-13.352,0,1998,1,1990,Lobodon carcinophaga
1998-01-19T11:54:40Z,-69.812,-13.543,0,1998,1,1990,Lobodon carcinophaga
1998-01-19T11:55:15Z,-69.793,-13.567,0,1998,1,1990,Lobodon carcinophaga
1998-01-19T13:25:10Z,-69.477,-14.23,0,1998,1,1990,Lobodon carcinophaga
1998-01-19T13:37:15Z,-69.839,-13.748,0,1998,1,1990,Lobodon carcinophaga
1998-01-19T13:37:50Z,-69.857,-13.724,0,1998,1,1990,Lobodon carcinophaga
1998-01-19T13:43:08Z,-70.02,-13.51,0,1998,1,1990,Lobodon carcinophaga
1998-01-19T14:03:30Z,-70.657,-12.605,0,1998,1,1990,Lobodon carcinophaga
1998-01-19T14:10:15Z,-70.868,-12.282,0,1998,1,1990,Lobodon carcinophaga
1998-01-19T14:17:00Z,-71.079,-11.972,0,1998,1,1990,Lobodon carcinophaga
1998-01-19T14:23:53Z,-71.289,-11.632,0,1998,1,1990,Lobodon carcinophaga
1998-01-20T06:02:24Z,-71.182,-11.888,0,1998,1,1990,Lobodon carcinophaga
1998-01-20T06:07:54Z,-71.082,-12.204,0,1998,1,1990,Lobodon carcinophaga
1998-01-20T06:14:40Z,-70.87,-12.514,0,1998,1,1990,Lobodon carcinophaga
1998-01-20T06:25:45Z,-70.523,-13.033,0,1998,1,1990,Lobodon carcinophaga
1998-01-20T06:32:20Z,-70.314,-13.325,0,1998,1,1990,Lobodon carcinophaga
1998-01-20T06:38:32Z,-70.119,-13.598,0,1998,1,1990,Lobodon carcinophaga
1998-01-20T06:56:00Z,-69.571,-14.33,0,1998,1,1990,Lobodon carcinophaga
1998-01-20T08:10:00Z,-69.678,-14.43,0,1998,1,1990,Lobodon carcinophaga
1998-01-20T08:22:48Z,-70.112,-13.851,0,1998,1,1990,Lobodon carcinophaga
1998-01-20T08:25:35Z,-70.207,-13.725,0,1998,1,1990,Lobodon carcinophaga
1998-01-20T08:30:40Z,-70.382,-13.483,0,1998,1,1990,Lobodon carcinophaga
1998-01-20T08:34:51Z,-70.524,-13.272,0,1998,1,1990,Lobodon carcinophaga
1998-01-20T08:44:45Z,-70.858,-12.782,0,1998,1,1990,Lobodon carcinophaga
1998-01-20T08:49:20Z,-71.014,-12.566,0,1998,1,1990,Lobodon carcinophaga
1998-01-20T08:57:56Z,-71.298,-12.116,0,1998,1,1990,Lobodon carcinophaga
1998-01-22T11:00:20Z,-71.168,-12.132,0,1998,1,1990,Lobodon carcinophaga
1998-01-22T11:05:07Z,-71.118,-12.461,0,1998,1,1990,Lobodon carcinophaga
1998-01-22T11:08:38Z,-71.079,-12.703,0,1998,1,1990,Lobodon carcinophaga
1998-01-22T11:23:00Z,-70.631,-13.357,0,1998,1,1990,Lobodon carcinophaga
1998-01-22T11:24:20Z,-70.588,-13.416,0,1998,1,1990,Lobodon carcinophaga
1998-01-22T11:39:05Z,-70.108,-14.087,0,1998,1,1990,Lobodon carcinophaga
1998-01-22T11:41:50Z,-70.019,-14.204,0,1998,1,1990,Lobodon carcinophaga
1998-01-22T11:46:00Z,-69.886,-14.392,0,1998,1,1990,Lobodon carcinophaga
1998-01-22T13:26:25Z,-69.929,-14.549,0,1998,1,1990,Lobodon carcinophaga
1998-01-22T13:30:40Z,-70.068,-14.364,0,1998,1,1990,Lobodon carcinophaga
1998-01-22T13:33:25Z,-70.158,-14.245,0,1998,1,1990,Lobodon carcinophaga
1998-01-22T13:38:30Z,-70.324,-14.025,0,1998,1,1990,Lobodon carcinophaga
1998-01-22T13:45:00Z,-70.535,-13.725,0,1998,1,1990,Lobodon carcinophaga
1998-01-22T14:13:44Z,-71.465,-12.349,0,1998,1,1990,Lobodon carcinophaga
1998-01-22T17:49:25Z,-70.368,-6.004,0,1998,1,1990,Lobodon carcinophaga
1998-01-22T17:58:43Z,-70.015,-5.994,0,1998,1,1990,Lobodon carcinophaga
1998-01-22T18:01:45Z,-69.901,-5.997,0,1998,1,1990,Lobodon carcinophaga
1998-01-22T18:03:00Z,-69.853,-6.001,0,1998,1,1990,Lobodon carcinophaga
1998-01-22T21:04:00Z,-69.918,-6.543,0,1998,1,1990,Lobodon carcinophaga
1998-01-22T21:05:52Z,-69.978,-6.522,0,1998,1,1990,Lobodon carcinophaga
1998-01-22T21:16:48Z,-70.341,-6.444,0,1998,1,1990,Lobodon carcinophaga
1998-01-22T21:16:49Z,-70.342,-6.444,0,1998,1,1990,Lobodon carcinophaga
1998-01-22T21:21:59Z,-70.515,-6.385,0,1998,1,1990,Lobodon carcinophaga
1998-01-23T05:59:11Z,-70.49,-6.791,0,1998,1,1990,Lobodon carcinophaga
1998-01-23T06:01:52Z,-70.391,-6.844,0,1998,1,1990,Lobodon carcinophaga
1998-01-23T06:16:21Z,-69.855,-7.14,0,1998,1,1990,Lobodon carcinophaga
1998-01-23T06:21:20Z,-69.664,-7.238,0,1998,1,1990,Lobodon carcinophaga
1998-01-23T08:55:50Z,-69.718,-7.839,0,1998,1,1990,Lobodon carcinophaga
1998-01-23T09:16:01Z,-70.381,-7.303,0,1998,1,1990,Lobodon carcinophaga
1998-01-23T09:17:38Z,-70.434,-7.259,0,1998,1,1990,Lobodon carcinophaga
1998-01-23T12:58:15Z,-70.85,-9.766,0,1998,1,1990,Lobodon carcinophaga
1998-01-23T13:29:00Z,-71.261,-13.088,0,1998,1,1990,Lobodon carcinophaga
1998-01-23T13:31:00Z,-71.286,-13.31,0,1998,1,1990,Lobodon carcinophaga
1998-01-23T13:34:22Z,-71.273,-13.539,0,1998,1,1990,Lobodon carcinophaga
1998-01-23T13:44:30Z,-70.979,-13.353,0,1998,1,1990,Lobodon carcinophaga
1998-01-23T13:52:00Z,-70.726,-13.165,0,1998,1,1990,Lobodon carcinophaga
1998-01-23T13:53:40Z,-70.669,-13.122,0,1998,1,1990,Lobodon carcinophaga
1998-01-23T15:57:30Z,-69.739,-13.89,0,1998,1,1990,Lobodon carcinophaga
1998-01-23T15:58:22Z,-69.754,-13.813,0,1998,1,1990,Lobodon carcinophaga
1998-01-23T16:03:25Z,-69.834,-13.36,0,1998,1,1990,Lobodon carcinophaga
1998-01-23T16:37:09Z,-70.344,-10.329,0,1998,1,1990,Lobodon carcinophaga
1998-01-23T16:38:10Z,-70.357,-10.232,0,1998,1,1990,Lobodon carcinophaga
1998-01-23T16:52:45Z,-70.558,-8.899,0,1998,1,1990,Lobodon carcinophaga
2014-01-04T13:21:15Z,-75.245956,-28.811598,1,2014,1,2010,Lobodon carcinophaga
2014-01-04T13:23:46Z,-75.20079,-28.802385,1,2014,1,2010,Lobodon carcinophaga
2014-01-04T13:32:38Z,-75.046295,-28.77574,2,2014,1,2010,Lobodon carcinophaga
2014-01-04T13:35:40Z,-74.993042,-28.766869,2,2014,1,2010,Lobodon carcinophaga
2014-01-04T13:46:08Z,-74.816475,-28.724508,2,2014,1,2010,Lobodon carcinophaga
2014-01-04T13:50:15Z,-74.74102,-28.714415,1,2014,1,2010,Lobodon carcinophaga
2014-01-22T13:56:55Z,-74.379616,-29.327831,1,2014,1,2010,Lobodon carcinophaga
2014-01-22T14:47:21Z,-74.48745,-28.687593,2,2014,1,2010,Lobodon carcinophaga
2014-01-25T13:50:18Z,-74.796219,-29.55949,2,2014,1,2010,Lobodon carcinophaga
2014-01-25T13:51:54Z,-74.828354,-29.578966,1,2014,1,2010,Lobodon carcinophaga
2014-01-25T13:56:00Z,-74.905533,-29.620644,1,2014,1,2010,Lobodon carcinophaga
2014-01-25T13:57:58Z,-74.939621,-29.635983,1,2014,1,2010,Lobodon carcinophaga
2014-01-25T13:58:38Z,-74.951462,-29.644125,2,2014,1,2010,Lobodon carcinophaga
2014-01-25T13:58:20Z,-74.94603,-29.640593,1,2014,1,2010,Lobodon carcinophaga
2014-01-25T13:59:37Z,-74.968056,-29.65247,1,2014,1,2010,Lobodon carcinophaga
2014-01-25T14:03:17Z,-75.039726,-29.685837,1,2014,1,2010,Lobodon carcinophaga
2014-01-25T14:23:06Z,-75.074829,-30.297546,1,2014,1,2010,Lobodon carcinophaga
2014-01-25T14:31:01Z,-74.935982,-30.240166,1,2014,1,2010,Lobodon carcinophaga
2014-01-25T14:38:03Z,-74.807503,-30.188629,1,2014,1,2010,Lobodon carcinophaga
2014-01-25T14:42:05Z,-74.733963,-30.154366,1,2014,1,2010,Lobodon carcinophaga
2014-01-25T14:50:08Z,-74.588203,-30.10198,1,2014,1,2010,Lobodon carcinophaga
2014-01-25T14:54:24Z,-74.506912,-30.074785,1,2014,1,2010,Lobodon carcinophaga
2014-01-25T14:56:25Z,-74.471466,-30.062464,1,2014,1,2010,Lobodon carcinophaga
2014-01-25T14:59:05Z,-74.422592,-30.041523,1,2014,1,2010,Lobodon carcinophaga
2014-01-25T14:59:35Z,-74.416061,-30.038773,1,2014,1,2010,Lobodon carcinophaga
2014-01-25T14:59:52Z,-74.410316,-30.036335,1,2014,1,2010,Lobodon carcinophaga
2014-01-25T15:19:24Z,-74.196823,-30.726027,1,2014,1,2010,Lobodon carcinophaga
2014-01-25T15:22:59Z,-74.260521,-30.731422,1,2014,1,2010,Lobodon carcinophaga
2014-01-25T15:23:22Z,-74.267349,-30.731352,1,2014,1,2010,Lobodon carcinophaga
2014-01-25T15:24:57Z,-74.29615,-30.73377,1,2014,1,2010,Lobodon carcinophaga
2014-01-25T15:25:23Z,-74.303329,-30.733694,1,2014,1,2010,Lobodon carcinophaga
2014-01-25T15:27:22Z,-74.339691,-30.73654,1,2014,1,2010,Lobodon carcinophaga
2014-01-25T15:52:47Z,-74.80368,-30.774416,1,2014,1,2010,Lobodon carcinophaga
2014-01-25T15:57:04Z,-74.879272,-30.791367,2,2014,1,2010,Lobodon carcinophaga
2014-01-25T16:21:22Z,-74.70504,-31.532263,1,2014,1,2010,Lobodon carcinophaga
2014-01-25T16:31:22Z,-74.522774,-31.487514,2,2014,1,2010,Lobodon carcinophaga
2014-01-27T15:17:38Z,-74.923416,-36.019581,1,2014,1,2010,Lobodon carcinophaga
2014-01-27T15:22:01Z,-74.841713,-36.002174,1,2014,1,2010,Lobodon carcinophaga
2014-01-27T15:22:22Z,-74.8368,-36.000755,2,2014,1,2010,Lobodon carcinophaga
2014-01-27T15:25:35Z,-74.777023,-35.98177,1,2014,1,2010,Lobodon carcinophaga
2014-01-27T15:26:22Z,-74.762077,-35.977978,1,2014,1,2010,Lobodon carcinophaga
2014-01-27T15:28:38Z,-74.723007,-35.96648,1,2014,1,2010,Lobodon carcinophaga
2014-01-27T15:36:13Z,-74.585609,-35.930626,1,2014,1,2010,Lobodon carcinophaga
2014-01-27T15:36:17Z,-74.581429,-35.929417,1,2014,1,2010,Lobodon carcinophaga
2014-01-27T15:37:00Z,-74.571136,-35.927559,1,2014,1,2010,Lobodon carcinophaga
2014-01-27T15:42:25Z,-74.478073,-35.903294,1,2014,1,2010,Lobodon carcinophaga
2014-01-27T15:43:21Z,-74.460869,-35.895924,2,2014,1,2010,Lobodon carcinophaga
2014-01-27T16:05:17Z,-74.205048,-36.704395,1,2014,1,2010,Lobodon carcinophaga
2014-01-27T16:07:07Z,-74.240417,-36.711819,1,2014,1,2010,Lobodon carcinophaga
2014-01-27T16:07:12Z,-74.242508,-36.712643,1,2014,1,2010,Lobodon carcinophaga
2014-01-27T16:07:39Z,-74.252464,-36.715382,1,2014,1,2010,Lobodon carcinophaga
2014-01-27T16:08:57Z,-74.277878,-36.721764,1,2014,1,2010,Lobodon carcinophaga
2014-01-27T16:13:30Z,-74.359222,-36.74313,2,2014,1,2010,Lobodon carcinophaga
2014-01-27T16:14:43Z,-74.378983,-36.749741,1,2014,1,2010,Lobodon carcinophaga
2014-01-27T16:20:01Z,-74.476204,-36.781773,1,2014,1,2010,Lobodon carcinophaga
2014-01-27T16:20:34Z,-74.485107,-36.785606,1,2014,1,2010,Lobodon carcinophaga
2014-01-27T16:20:48Z,-74.490059,-36.787117,1,2014,1,2010,Lobodon carcinophaga
2014-01-27T16:21:41Z,-74.504959,-36.791267,1,2014,1,2010,Lobodon carcinophaga
2014-01-28T15:39:52Z,-74.280914,-35.088097,1,2014,1,2010,Lobodon carcinophaga
2014-01-28T15:41:59Z,-74.320267,-35.100864,1,2014,1,2010,Lobodon carcinophaga
2014-01-28T15:43:12Z,-74.343987,-35.102737,1,2014,1,2010,Lobodon carcinophaga
2014-01-28T15:43:29Z,-74.347496,-35.103073,1,2014,1,2010,Lobodon carcinophaga
2014-01-28T15:43:18Z,-74.343987,-35.102737,1,2014,1,2010,Lobodon carcinophaga
2014-01-28T15:45:34Z,-74.382988,-35.112534,1,2014,1,2010,Lobodon carcinophaga
2014-01-28T15:55:58Z,-74.378395,-35.876953,1,2014,1,2010,Lobodon carcinophaga
2014-01-28T15:59:08Z,-74.321556,-35.85656,1,2014,1,2010,Lobodon carcinophaga
2014-01-28T16:01:26Z,-74.278389,-35.843792,1,2014,1,2010,Lobodon carcinophaga
2014-01-28T16:02:52Z,-74.250801,-35.838009,1,2014,1,2010,Lobodon carcinophaga
2014-01-28T16:03:06Z,-74.250801,-35.838009,2,2014,1,2010,Lobodon carcinophaga
2014-01-28T16:06:53Z,-74.178146,-35.800117,1,2014,1,2010,Lobodon carcinophaga
2014-01-30T14:04:49Z,-73.912811,-33.680023,2,2014,1,2010,Lobodon carcinophaga
2014-01-30T14:08:48Z,-73.989761,-33.694214,1,2014,1,2010,Lobodon carcinophaga
2014-01-30T14:19:31Z,-74.191559,-33.721542,1,2014,1,2010,Lobodon carcinophaga
2014-01-30T14:19:34Z,-74.191559,-33.721542,1,2014,1,2010,Lobodon carcinophaga
2014-01-30T14:19:53Z,-74.199287,-33.723278,1,2014,1,2010,Lobodon carcinophaga
2014-01-30T14:27:39Z,-74.339951,-33.748024,1,2014,1,2010,Lobodon carcinophaga
2014-01-30T14:27:46Z,-74.345085,-33.748653,1,2014,1,2010,Lobodon carcinophaga
2014-01-30T14:54:50Z,-74.283514,-34.448708,1,2014,1,2010,Lobodon carcinophaga
2014-01-30T15:00:43Z,-74.157982,-34.427448,1,2014,1,2010,Lobodon carcinophaga
2014-02-01T13:51:57Z,-74.178856,-37.294758,1,2014,2,2010,Lobodon carcinophaga
2014-02-01T13:53:10Z,-74.156273,-37.287659,2,2014,2,2010,Lobodon carcinophaga
2014-02-01T13:57:18Z,-74.076042,-37.266087,1,2014,2,2010,Lobodon carcinophaga
2014-02-01T14:03:10Z,-73.968132,-37.237503,1,2014,2,2010,Lobodon carcinophaga
2014-02-01T14:03:14Z,-73.968132,-37.237503,1,2014,2,2010,Lobodon carcinophaga
2014-02-01T14:04:17Z,-73.947372,-37.227352,1,2014,2,2010,Lobodon carcinophaga
2014-02-01T14:04:40Z,-73.9394,-37.222916,1,2014,2,2010,Lobodon carcinophaga
2014-02-01T14:13:46Z,-73.892227,-37.817837,1,2014,2,2010,Lobodon carcinophaga
2014-02-01T14:13:45Z,-73.892227,-37.817837,1,2014,2,2010,Lobodon carcinophaga
2014-02-01T14:14:49Z,-73.910973,-37.822563,2,2014,2,2010,Lobodon carcinophaga
2014-02-01T14:17:17Z,-73.952797,-37.837387,1,2014,2,2010,Lobodon carcinophaga
2014-02-01T14:17:18Z,-73.952797,-37.837387,1,2014,2,2010,Lobodon carcinophaga
2014-02-01T14:19:10Z,-73.988594,-37.850174,1,2014,2,2010,Lobodon carcinophaga
2014-02-01T14:19:46Z,-73.999039,-37.855259,1,2014,2,2010,Lobodon carcinophaga
2014-02-01T14:25:45Z,-74.10659,-37.893631,1,2014,2,2010,Lobodon carcinophaga
2014-02-01T14:27:45Z,-74.145836,-37.907608,1,2014,2,2010,Lobodon carcinophaga
2014-02-01T14:28:56Z,-74.16571,-37.915077,1,2014,2,2010,Lobodon carcinophaga
2014-02-01T14:40:16Z,-74.371361,-37.989124,1,2014,2,2010,Lobodon carcinophaga
2014-02-01T14:41:11Z,-74.389038,-37.996952,1,2014,2,2010,Lobodon carcinophaga
2014-02-01T14:44:27Z,-74.449226,-38.020451,2,2014,2,2010,Lobodon carcinophaga
2014-02-01T14:57:47Z,-74.69709,-38.119053,1,2014,2,2010,Lobodon carcinophaga
2014-02-01T15:15:34Z,-74.92012,-36.923706,1,2014,2,2010,Lobodon carcinophaga
2014-02-01T15:16:55Z,-74.8918,-36.916668,1,2014,2,2010,Lobodon carcinophaga
2014-02-01T15:21:21Z,-74.813904,-36.893654,1,2014,2,2010,Lobodon carcinophaga
2014-02-01T15:23:26Z,-74.772118,-36.876328,1,2014,2,2010,Lobodon carcinophaga
2014-02-01T15:24:24Z,-74.752342,-36.872513,1,2014,2,2010,Lobodon carcinophaga
2014-02-01T15:24:44Z,-74.75016,-36.871773,2,2014,2,2010,Lobodon carcinophaga
2014-02-01T15:24:58Z,-74.74218,-36.868423,1,2014,2,2010,Lobodon carcinophaga
2014-02-01T15:27:21Z,-74.702011,-36.855045,1,2014,2,2010,Lobodon carcinophaga
2014-02-01T15:29:51Z,-74.655983,-36.841114,1,2014,2,2010,Lobodon carcinophaga
2014-02-01T15:29:59Z,-74.650726,-36.839462,2,2014,2,2010,Lobodon carcinophaga
2014-02-01T15:45:22Z,-74.448257,-37.394024,1,2014,2,2010,Lobodon carcinophaga
2014-02-01T15:47:16Z,-74.417412,-37.380138,2,2014,2,2010,Lobodon carcinophaga
2014-02-01T15:48:19Z,-74.399246,-37.371525,1,2014,2,2010,Lobodon carcinophaga
2014-02-01T15:51:21Z,-74.346077,-37.349094,2,2014,2,2010,Lobodon carcinophaga
2014-02-01T15:54:14Z,-74.297653,-37.329979,2,2014,2,2010,Lobodon carcinophaga
2014-02-01T15:59:07Z,-74.212524,-37.302395,1,2014,2,2010,Lobodon carcinophaga
2014-02-01T15:59:20Z,-74.20845,-37.300926,1,2014,2,2010,Lobodon carcinophaga
2014-02-01T15:59:26Z,-74.206909,-37.300179,1,2014,2,2010,Lobodon carcinophaga
2014-02-01T15:59:50Z,-74.200867,-37.298222,2,2014,2,2010,Lobodon carcinophaga
2014-02-01T15:59:23Z,-74.20768,-37.300556,1,2014,2,2010,Lobodon carcinophaga
2014-02-01T16:40:28Z,-73.80249,-37.12595,2,2014,2,2010,Lobodon carcinophaga
2014-02-01T16:40:41Z,-73.800713,-37.1245,1,2014,2,2010,Lobodon carcinophaga
2014-02-01T16:45:49Z,-73.710831,-37.052216,2,2014,2,2010,Lobodon carcinophaga
2014-02-04T14:44:39Z,-74.643883,-33.029346,1,2014,2,2010,Lobodon carcinophaga
2014-02-04T15:10:43Z,-74.763718,-33.82486,2,2014,2,2010,Lobodon carcinophaga
2014-02-04T15:11:33Z,-74.747459,-33.819851,1,2014,2,2010,Lobodon carcinophaga
2014-02-04T15:12:06Z,-74.737679,-33.81765,1,2014,2,2010,Lobodon carcinophaga
2014-02-04T15:24:42Z,-74.500427,-33.782104,1,2014,2,2010,Lobodon carcinophaga
2014-02-04T15:39:07Z,-74.527969,-34.47298,1,2014,2,2010,Lobodon carcinophaga
2014-02-04T15:39:09Z,-74.528564,-34.473042,1,2014,2,2010,Lobodon carcinophaga
2014-02-04T15:39:24Z,-74.532867,-34.473755,1,2014,2,2010,Lobodon carcinophaga
2014-02-04T15:41:03Z,-74.561714,-34.477978,1,2014,2,2010,Lobodon carcinophaga
2014-02-04T15:45:03Z,-74.630714,-34.489494,1,2014,2,2010,Lobodon carcinophaga
2014-02-04T15:46:40Z,-74.657043,-34.497814,1,2014,2,2010,Lobodon carcinophaga
2014-02-04T15:50:43Z,-74.728386,-34.513756,1,2014,2,2010,Lobodon carcinophaga
2014-02-04T16:13:34Z,-74.846848,-35.202751,1,2014,2,2010,Lobodon carcinophaga
2014-02-04T16:29:50Z,-74.509315,-35.121449,1,2014,2,2010,Lobodon carcinophaga
2014-02-06T14:25:35Z,-74.352699,-32.937885,2,2014,2,2010,Lobodon carcinophaga
2014-02-06T14:32:56Z,-74.214333,-32.904888,1,2014,2,2010,Lobodon carcinophaga
2014-02-06T14:33:32Z,-74.206398,-32.902725,1,2014,2,2010,Lobodon carcinophaga
2014-02-06T14:39:05Z,-74.102867,-32.870884,1,2014,2,2010,Lobodon carcinophaga
2014-02-06T14:40:24Z,-74.07869,-32.865208,1,2014,2,2010,Lobodon carcinophaga
2014-02-06T14:40:26Z,-74.07869,-32.865208,1,2014,2,2010,Lobodon carcinophaga
2014-02-06T14:41:03Z,-74.064758,-32.8615,2,2014,2,2010,Lobodon carcinophaga
2014-02-06T14:57:43Z,-73.977631,-31.966707,1,2014,2,2010,Lobodon carcinophaga
2014-02-06T15:00:27Z,-74.025238,-31.986334,1,2014,2,2010,Lobodon carcinophaga
2014-02-06T15:03:33Z,-74.07634,-32.004265,1,2014,2,2010,Lobodon carcinophaga
2014-02-06T15:06:17Z,-74.123749,-32.017654,1,2014,2,2010,Lobodon carcinophaga
2014-02-06T15:19:45Z,-74.353104,-32.103466,1,2014,2,2010,Lobodon carcinophaga
2014-02-06T15:19:46Z,-74.355133,-32.103928,2,2014,2,2010,Lobodon carcinophaga
2014-02-06T15:22:36Z,-74.400711,-32.121719,1,2014,2,2010,Lobodon carcinophaga
