transect_code,dt_trans_start_gmt,dt_trans_end_gmt,lat_trans_start,lon_trans_start,lat_trans_end,lon_trans_end,area_name,transect_id,transect_length_km,altitude_m,duration_trans_hms,segment_id,segment_label,lat_seg_start,lon_seg_start,lat_seg_end,lon_seg_end,segment_length_km,dt_seg_start_gmt,dt_seg_end_gmt,duration_seg_hms,observer,side_helicopter,sampling_method,species,number_ind,distance_interval,distance_helip_m,comment_inconsistencies,comment_individual,comment_dup,time_obs,lat_obs,lon_obs,floe_class,segment_sic,segment_si_surface,air_temp_trans_C,wind_speed_trans_ms,vis_trans_m,comment,basisOfRecord
SEAFOS_20140104_1,2014-01-04T13:21:13Z,2014-01-04T14:11:29Z,-75.245956,-28.811598,-74.369644,-28.650448,Filchner Outflow,1,97.489,60,00:50:16,1,SEAFOS_20140104_1_1,-75.243584,-28.811886,-75.192329,-28.800062,5.705,2014-01-04T13:21:22Z,2014-01-04T13:24:20Z,00:02:58,Christiaan Oosthuizen,left,MRDS(io),Lobodon carcinophaga,1,Bin 1 (35.2 m - 51.16 m),43.18,NA,1,NA,13:21:15,-75.245956,-28.811598,Medium floes,Medium pack ice,Smooth,-3.1,4.4,69310,NA,HUMAN_OBSERVATION
SEAFOS_20140104_1,2014-01-04T13:21:13Z,2014-01-04T14:11:29Z,-75.245956,-28.811598,-74.369644,-28.650448,Filchner Outflow,1,97.489,60,00:50:16,1,SEAFOS_20140104_1_1,-75.243584,-28.811886,-75.192329,-28.800062,5.705,2014-01-04T13:21:22Z,2014-01-04T13:24:20Z,00:02:58,Christiaan Oosthuizen,left,MRDS(io),Lobodon carcinophaga,1,Bin 3 (72.66 m - 105.6 m),89.13,NA,3,NA,13:23:46,-75.20079,-28.802385,Medium floes,Medium pack ice,Smooth,-3.1,4.4,69310,NA,HUMAN_OBSERVATION
SEAFOS_20140104_1,2014-01-04T13:21:13Z,2014-01-04T14:11:29Z,-75.245956,-28.811598,-74.369644,-28.650448,Filchner Outflow,1,97.489,60,00:50:16,4,SEAFOS_20140104_1_4,-75.086647,-28.781538,-75.034103,-28.774984,5.842,2014-01-04T13:30:21Z,2014-01-04T13:33:21Z,00:03:00,Christiaan Oosthuizen,left,MRDS(io),Lobodon carcinophaga,2,Bin 5 (167.5 m - 345.73 m),256.615,NA,9,NA,13:32:38,-75.046295,-28.77574,Large floes,Close pack ice,Smooth,-3.1,4.4,69310,NA,HUMAN_OBSERVATION
SEAFOS_20140104_1,2014-01-04T13:21:13Z,2014-01-04T14:11:29Z,-75.245956,-28.811598,-74.369644,-28.650448,Filchner Outflow,1,97.489,60,00:50:16,5,SEAFOS_20140104_1_5,-75.034103,-28.774984,-74.980385,-28.764088,5.977,2014-01-04T13:33:21Z,2014-01-04T13:36:21Z,00:03:00,Christiaan Oosthuizen,left,MRDS(io),Lobodon carcinophaga,2,Bin 5 (167.5 m - 345.73 m),256.615,NA,10,NA,13:35:40,-74.993042,-28.766869,Medium floes,Medium pack ice,Smooth,-3.1,4.4,69310,NA,HUMAN_OBSERVATION
SEAFOS_20140104_1,2014-01-04T13:21:13Z,2014-01-04T14:11:29Z,-75.245956,-28.811598,-74.369644,-28.650448,Filchner Outflow,1,97.489,60,00:50:16,9,SEAFOS_20140104_1_9,-74.825462,-28.726717,-74.775696,-28.715466,5.54,2014-01-04T13:45:30Z,2014-01-04T13:48:20Z,00:02:50,Christiaan Oosthuizen,left,MRDS(io),Lobodon carcinophaga,2,Bin 3 (72.66 m - 105.6 m),89.13,NA,16,NA,13:46:08,-74.816475,-28.724508,Medium floes,Open pack Ice,Rough,-3.1,4.4,69310,NA,HUMAN_OBSERVATION
SEAFOS_20140104_1,2014-01-04T13:21:13Z,2014-01-04T14:11:29Z,-75.245956,-28.811598,-74.369644,-28.650448,Filchner Outflow,1,97.489,60,00:50:16,10,SEAFOS_20140104_1_10,-74.775696,-28.715466,-74.721619,-28.716381,6.009,2014-01-04T13:48:20Z,2014-01-04T13:51:20Z,00:03:00,Christiaan Oosthuizen,left,MRDS(io),Lobodon carcinophaga,1,Bin 5 (167.5 m - 345.73 m),256.615,NA,19,NA,13:50:15,-74.74102,-28.714415,Large floes,Close pack ice,Rough,-3.1,4.4,69310,NA,HUMAN_OBSERVATION
SEAFOS_20140122_8,2014-01-22T13:55:30Z,2014-01-22T14:19:40Z,-74.354003,-29.32711,-74.784569,-29.550745,Filchner Outflow,8,48.299,60,00:24:10,1,SEAFOS_20140122_8_1,-74.354003,-29.32711,-74.413358,-29.346287,6.62,2014-01-22T13:55:30Z,2014-01-22T13:58:38Z,00:03:08,Christiaan Oosthuizen,left,MRDS(io),Lobodon carcinophaga,1,Bin 3 (72.66 m - 105.6 m),89.13,NA,43,NA,13:56:55,-74.379616,-29.327831,Small floes,Medium pack ice,Smooth,-4,6,71672,NA,HUMAN_OBSERVATION
SEAFOS_20140122_9,2014-01-22T14:28:18Z,2014-01-22T14:55:20Z,-74.806574,-28.7345,-74.349787,-28.663539,Filchner Outflow,9,50.801,60,00:27:02,7,SEAFOS_20140122_9_7,-74.50412,-28.69343,-74.453322,-28.680334,5.658,2014-01-22T14:46:18Z,2014-01-22T14:49:17Z,00:02:59,Christiaan Oosthuizen,left,MRDS(io),Lobodon carcinophaga,2,Bin 2 (51.16 m - 72.66 m),61.91,NA,62,NA,14:47:21,-74.48745,-28.687593,Medium floes,Open pack ice,Smooth,-4,6,71672,NA,HUMAN_OBSERVATION
SEAFOS_20140125_10,2014-01-25T13:49:15Z,2014-01-25T14:14:14Z,-74.773987,-29.5488,-75.217537,-29.770212,Filchner Outflow,10,49.697,60,00:24:59,1,SEAFOS_20140125_10_1,-74.773783,-29.548867,-74.836952,-29.585535,7.1,2014-01-25T13:49:15Z,2014-01-25T13:52:23Z,00:03:08,Christiaan Oosthuizen,left,MRDS(io),Lobodon carcinophaga,2,Bin 4 (105.6 m - 167.5 m),136.55,NA,70,NA,13:50:18,-74.796219,-29.55949,Medium floes,Medium pack ice,Smooth,-2.3,4.5,62746,NA,HUMAN_OBSERVATION
SEAFOS_20140125_10,2014-01-25T13:49:15Z,2014-01-25T14:14:14Z,-74.773987,-29.5488,-75.217537,-29.770212,Filchner Outflow,10,49.697,60,00:24:59,1,SEAFOS_20140125_10_1,-74.773783,-29.548867,-74.836952,-29.585535,7.1,2014-01-25T13:49:15Z,2014-01-25T13:52:23Z,00:03:08,Christiaan Oosthuizen,left,MRDS(io),Lobodon carcinophaga,1,Bin 3 (72.66 m - 105.6 m),89.13,NA,71,NA,13:51:54,-74.828354,-29.578966,Medium floes,Medium pack ice,Smooth,-2.3,4.5,62746,NA,HUMAN_OBSERVATION
SEAFOS_20140125_10,2014-01-25T13:49:15Z,2014-01-25T14:14:14Z,-74.773987,-29.5488,-75.217537,-29.770212,Filchner Outflow,10,49.697,60,00:24:59,3,SEAFOS_20140125_10_3,-74.890533,-29.61285,-74.94603,-29.640593,6.219,2014-01-25T13:55:12Z,2014-01-25T13:58:14Z,00:03:02,Christiaan Oosthuizen,left,MRDS(io),Lobodon carcinophaga,1,Bin 5 (167.5 m - 345.73 m),256.615,NA,73,NA,13:56:00,-74.905533,-29.620644,Large floes,Medium pack ice,Smooth,-2.3,4.5,62746,NA,HUMAN_OBSERVATION
SEAFOS_20140125_10,2014-01-25T13:49:15Z,2014-01-25T14:14:14Z,-74.773987,-29.5488,-75.217537,-29.770212,Filchner Outflow,10,49.697,60,00:24:59,3,SEAFOS_20140125_10_3,-74.890533,-29.61285,-74.94603,-29.640593,6.219,2014-01-25T13:55:12Z,2014-01-25T13:58:14Z,00:03:02,Christiaan Oosthuizen,left,MRDS(io),Lobodon carcinophaga,1,Bin 4 (105.6 m - 167.5 m),136.55,NA,76,NA,13:57:58,-74.939621,-29.635983,Large floes,Medium pack ice,Smooth,-2.3,4.5,62746,NA,HUMAN_OBSERVATION
SEAFOS_20140125_10,2014-01-25T13:49:15Z,2014-01-25T14:14:14Z,-74.773987,-29.5488,-75.217537,-29.770212,Filchner Outflow,10,49.697,60,00:24:59,4,SEAFOS_20140125_10_4,-74.94603,-29.640593,-75.002327,-29.668022,6.305,2014-01-25T13:58:14Z,2014-01-25T14:01:18Z,00:03:04,Christiaan Oosthuizen,left,MRDS(io),Lobodon carcinophaga,2,Bin 5 (167.5 m - 345.73 m),256.615,NA,77,NA,13:58:38,-74.951462,-29.644125,Large floes,Close pack ice,Smooth,-2.3,4.5,62746,NA,HUMAN_OBSERVATION
SEAFOS_20140125_10,2014-01-25T13:49:15Z,2014-01-25T14:14:14Z,-74.773987,-29.5488,-75.217537,-29.770212,Filchner Outflow,10,49.697,60,00:24:59,4,SEAFOS_20140125_10_4,-74.94603,-29.640593,-75.002327,-29.668022,6.305,2014-01-25T13:58:14Z,2014-01-25T14:01:18Z,00:03:04,Christiaan Oosthuizen,left,MRDS(io),Lobodon carcinophaga,1,Bin 1 (35.2 m - 51.16 m),43.18,NA,78,NA,13:58:20,-74.94603,-29.640593,Large floes,Close pack ice,Smooth,-2.3,4.5,62746,NA,HUMAN_OBSERVATION
SEAFOS_20140125_10,2014-01-25T13:49:15Z,2014-01-25T14:14:14Z,-74.773987,-29.5488,-75.217537,-29.770212,Filchner Outflow,10,49.697,60,00:24:59,4,SEAFOS_20140125_10_4,-74.94603,-29.640593,-75.002327,-29.668022,6.305,2014-01-25T13:58:14Z,2014-01-25T14:01:18Z,00:03:04,Christiaan Oosthuizen,left,MRDS(io),Lobodon carcinophaga,1,Bin 4 (105.6 m - 167.5 m),136.55,NA,83,NA,13:59:37,-74.968056,-29.65247,Large floes,Close pack ice,Smooth,-2.3,4.5,62746,NA,HUMAN_OBSERVATION
SEAFOS_20140125_10,2014-01-25T13:49:15Z,2014-01-25T14:14:14Z,-74.773987,-29.5488,-75.217537,-29.770212,Filchner Outflow,10,49.697,60,00:24:59,5,SEAFOS_20140125_10_5,-75.002327,-29.668022,-75.05864,-29.695238,6.306,2014-01-25T14:01:18Z,2014-01-25T14:04:18Z,00:03:00,Christiaan Oosthuizen,left,MRDS(io),Lobodon carcinophaga,1,Bin 5 (167.5 m - 345.73 m),256.615,NA,86,NA,14:03:17,-75.039726,-29.685837,Large floes,Close pack ice,Rough,-2.3,4.5,62746,NA,HUMAN_OBSERVATION
SEAFOS_20140125_11,2014-01-25T14:23:03Z,2014-01-25T15:08:03Z,-75.076271,-30.298271,-74.263336,-29.975492,Filchner Outflow,11,90.829,60,00:45:00,1,SEAFOS_20140125_11_1,-75.076271,-30.298271,-75.025034,-30.274138,5.735,2014-01-25T14:23:03Z,2014-01-25T14:26:05Z,00:03:02,Christiaan Oosthuizen,left,MRDS(io),Lobodon carcinophaga,1,Bin 1 (35.2 m - 51.16 m),43.18,NA,93,NA,14:23:06,-75.074829,-30.297546,Medium floes,Close pack ice,Smooth,-2.3,4.2,66839,NA,HUMAN_OBSERVATION
SEAFOS_20140125_11,2014-01-25T14:23:03Z,2014-01-25T15:08:03Z,-75.076271,-30.298271,-74.263336,-29.975492,Filchner Outflow,11,90.829,60,00:45:00,3,SEAFOS_20140125_11_3,-74.971967,-30.254652,-74.916679,-30.231414,6.18,2014-01-25T14:29:02Z,2014-01-25T14:32:02Z,00:03:00,Christiaan Oosthuizen,left,MRDS(io),Lobodon carcinophaga,1,Bin 5 (167.5 m - 345.73 m),256.615,NA,105,NA,14:31:01,-74.935982,-30.240166,Small floes,Close pack ice,Smooth,-2.3,4.2,66839,NA,HUMAN_OBSERVATION
SEAFOS_20140125_11,2014-01-25T14:23:03Z,2014-01-25T15:08:03Z,-75.076271,-30.298271,-74.263336,-29.975492,Filchner Outflow,11,90.829,60,00:45:00,6,SEAFOS_20140125_11_6,-74.80922,-30.189617,-74.755299,-30.163195,6.041,2014-01-25T14:38:00Z,2014-01-25T14:41:00Z,00:03:00,Christiaan Oosthuizen,left,MRDS(io),Lobodon carcinophaga,1,Bin 1 (35.2 m - 51.16 m),43.18,NA,112,NA,14:38:03,-74.807503,-30.188629,Medium floes,Close pack ice,Smooth,-2.3,4.2,66839,NA,HUMAN_OBSERVATION
SEAFOS_20140125_11,2014-01-25T14:23:03Z,2014-01-25T15:08:03Z,-75.076271,-30.298271,-74.263336,-29.975492,Filchner Outflow,11,90.829,60,00:45:00,7,SEAFOS_20140125_11_7,-74.755299,-30.163195,-74.70042,-30.141976,6.13,2014-01-25T14:41:00Z,2014-01-25T14:44:02Z,00:03:02,Christiaan Oosthuizen,left,MRDS(io),Lobodon carcinophaga,1,Bin 1 (35.2 m - 51.16 m),43.18,NA,118,NA,14:42:05,-74.733963,-30.154366,Large floes,Solid pack ice,Rough,-2.3,4.2,66839,Another 2 seals in this group but they were below the helicopter (inside of Bin 1),HUMAN_OBSERVATION
SEAFOS_20140125_11,2014-01-25T14:23:03Z,2014-01-25T15:08:03Z,-75.076271,-30.298271,-74.263336,-29.975492,Filchner Outflow,11,90.829,60,00:45:00,10,SEAFOS_20140125_11_10,-74.591151,-30.102723,-74.534639,-30.084306,6.303,2014-01-25T14:49:59Z,2014-01-25T14:53:00Z,00:03:01,Christiaan Oosthuizen,left,MRDS(io),Lobodon carcinophaga,1,Bin 3 (72.66 m - 105.6 m),89.13,NA,122,NA,14:50:08,-74.588203,-30.10198,Small floes,Medium pack ice,Smooth,-2.3,4.2,66839,NA,HUMAN_OBSERVATION
SEAFOS_20140125_11,2014-01-25T14:23:03Z,2014-01-25T15:08:03Z,-75.076271,-30.298271,-74.263336,-29.975492,Filchner Outflow,11,90.829,60,00:45:00,11,SEAFOS_20140125_11_11,-74.534639,-30.084306,-74.479834,-30.065321,6.116,2014-01-25T14:53:00Z,2014-01-25T14:56:01Z,00:03:01,Christiaan Oosthuizen,left,MRDS(io),Lobodon carcinophaga,1,Bin 5 (167.5 m - 345.73 m),256.615,NA,127,NA,14:54:24,-74.506912,-30.074785,Medium floes,Medium pack ice,Smooth,-2.3,4.2,66839,NA,HUMAN_OBSERVATION
SEAFOS_20140125_11,2014-01-25T14:23:03Z,2014-01-25T15:08:03Z,-75.076271,-30.298271,-74.263336,-29.975492,Filchner Outflow,11,90.829,60,00:45:00,12,SEAFOS_20140125_11_12,-74.479834,-30.065321,-74.422592,-30.041523,6.4,2014-01-25T14:56:01Z,2014-01-25T14:59:10Z,00:03:09,Christiaan Oosthuizen,left,MRDS(io),Lobodon carcinophaga,1,Bin 5 (167.5 m - 345.73 m),256.615,NA,132,NA,14:56:25,-74.471466,-30.062464,Small floes,Open pack ice,Rough,-2.3,4.2,66839,NA,HUMAN_OBSERVATION
SEAFOS_20140125_11,2014-01-25T14:23:03Z,2014-01-25T15:08:03Z,-75.076271,-30.298271,-74.263336,-29.975492,Filchner Outflow,11,90.829,60,00:45:00,13,SEAFOS_20140125_11_13,-74.422592,-30.041523,-74.371649,-30.022335000000002,5.69,2014-01-25T14:59:10Z,2014-01-25T15:02:00Z,00:02:50,Christiaan Oosthuizen,left,MRDS(io),Lobodon carcinophaga,1,Bin 5 (167.5 m - 345.73 m),256.615,NA,133,NA,14:59:05,-74.422592,-30.041523,Small floes,Open pack ice,Rough,-2.3,4.2,66839,NA,HUMAN_OBSERVATION
SEAFOS_20140125_11,2014-01-25T14:23:03Z,2014-01-25T15:08:03Z,-75.076271,-30.298271,-74.263336,-29.975492,Filchner Outflow,11,90.829,60,00:45:00,13,SEAFOS_20140125_11_13,-74.422592,-30.041523,-74.371649,-30.022335000000002,5.69,2014-01-25T14:59:10Z,2014-01-25T15:02:00Z,00:02:50,Christiaan Oosthuizen,left,MRDS(io),Lobodon carcinophaga,1,Bin 5 (167.5 m - 345.73 m),256.615,NA,134,NA,14:59:35,-74.416061,-30.038773,Small floes,Open pack ice,Rough,-2.3,4.2,66839,NA,HUMAN_OBSERVATION
SEAFOS_20140125_11,2014-01-25T14:23:03Z,2014-01-25T15:08:03Z,-75.076271,-30.298271,-74.263336,-29.975492,Filchner Outflow,11,90.829,60,00:45:00,13,SEAFOS_20140125_11_13,-74.422592,-30.041523,-74.371649,-30.022335000000002,5.69,2014-01-25T14:59:10Z,2014-01-25T15:02:00Z,00:02:50,Christiaan Oosthuizen,left,MRDS(io),Lobodon carcinophaga,1,Bin 1 (35.2 m - 51.16 m),43.18,NA,135,NA,14:59:52,-74.410316,-30.036335,Small floes,Open pack ice,Rough,-2.3,4.2,66839,NA,HUMAN_OBSERVATION
SEAFOS_20140125_12,2014-01-25T15:17:20Z,2014-01-25T16:02:29Z,-74.157738,-30.71246,-74.98918,-30.80044,Filchner Outflow,12,92.426,60,00:45:09,1,SEAFOS_20140125_12_1,-74.157738,-30.71246,-74.214026,-30.726957,6.27,2014-01-25T15:17:20Z,2014-01-25T15:20:25Z,00:03:05,Christiaan Oosthuizen,left,MRDS(io),Lobodon carcinophaga,1,Bin 4 (105.6 m - 167.5 m),136.55,NA,141,NA,15:19:24,-74.196823,-30.726027,Small floes,Open pack ice,Rough,-2.2,4.2,66839,NA,HUMAN_OBSERVATION
SEAFOS_20140125_12,2014-01-25T15:17:20Z,2014-01-25T16:02:29Z,-74.157738,-30.71246,-74.98918,-30.80044,Filchner Outflow,12,92.426,60,00:45:09,2,SEAFOS_20140125_12_2,-74.214026,-30.726957,-74.268393,-30.731247,6.043,2014-01-25T15:20:25Z,2014-01-25T15:23:27Z,00:03:02,Christiaan Oosthuizen,left,MRDS(io),Lobodon carcinophaga,1,Bin 3 (72.66 m - 105.6 m),89.13,NA,142,NA,15:22:59,-74.260521,-30.731422,Small floes,Open pack ice,Rough,-2.2,4.2,66839,NA,HUMAN_OBSERVATION
SEAFOS_20140125_12,2014-01-25T15:17:20Z,2014-01-25T16:02:29Z,-74.157738,-30.71246,-74.98918,-30.80044,Filchner Outflow,12,92.426,60,00:45:09,3,SEAFOS_20140125_12_3,-74.268393,-30.731247,-74.321426,-30.736938,5.896,2014-01-25T15:23:27Z,2014-01-25T15:26:24Z,00:02:57,Christiaan Oosthuizen,left,MRDS(io),Lobodon carcinophaga,1,Bin 4 (105.6 m - 167.5 m),136.55,NA,143,NA,15:23:22,-74.267349,-30.731352,Medium floes,Medium pack ice,Rough,-2.2,4.2,66839,NA,HUMAN_OBSERVATION
SEAFOS_20140125_12,2014-01-25T15:17:20Z,2014-01-25T16:02:29Z,-74.157738,-30.71246,-74.98918,-30.80044,Filchner Outflow,12,92.426,60,00:45:09,3,SEAFOS_20140125_12_3,-74.268393,-30.731247,-74.321426,-30.736938,5.896,2014-01-25T15:23:27Z,2014-01-25T15:26:24Z,00:02:57,Christiaan Oosthuizen,left,MRDS(io),Lobodon carcinophaga,1,Bin 5 (167.5 m - 345.73 m),256.615,NA,144,NA,15:24:57,-74.29615,-30.73377,Medium floes,Medium pack ice,Rough,-2.2,4.2,66839,NA,HUMAN_OBSERVATION
SEAFOS_20140125_12,2014-01-25T15:17:20Z,2014-01-25T16:02:29Z,-74.157738,-30.71246,-74.98918,-30.80044,Filchner Outflow,12,92.426,60,00:45:09,3,SEAFOS_20140125_12_3,-74.268393,-30.731247,-74.321426,-30.736938,5.896,2014-01-25T15:23:27Z,2014-01-25T15:26:24Z,00:02:57,Christiaan Oosthuizen,left,MRDS(io),Lobodon carcinophaga,1,Bin 5 (167.5 m - 345.73 m),256.615,NA,146,NA,15:25:23,-74.303329,-30.733694,Medium floes,Medium pack ice,Rough,-2.2,4.2,66839,NA,HUMAN_OBSERVATION
SEAFOS_20140125_12,2014-01-25T15:17:20Z,2014-01-25T16:02:29Z,-74.157738,-30.71246,-74.98918,-30.80044,Filchner Outflow,12,92.426,60,00:45:09,4,SEAFOS_20140125_12_4,-74.321426,-30.736938,-74.381419,-30.737787,6.666,2014-01-25T15:26:24Z,2014-01-25T15:29:25Z,00:03:01,Christiaan Oosthuizen,left,MRDS(io),Lobodon carcinophaga,1,Bin 5 (167.5 m - 345.73 m),256.615,NA,147,NA,15:27:22,-74.339691,-30.73654,Small floes,Medium pack ice,Smooth,-2.2,4.2,66839,NA,HUMAN_OBSERVATION
SEAFOS_20140125_12,2014-01-25T15:17:20Z,2014-01-25T16:02:29Z,-74.157738,-30.71246,-74.98918,-30.80044,Filchner Outflow,12,92.426,60,00:45:09,12,SEAFOS_20140125_12_12,-74.765814,-30.768497,-74.816005,-30.779105,5.586,2014-01-25T15:50:37Z,2014-01-25T15:53:24Z,00:02:47,Christiaan Oosthuizen,left,MRDS(io),Lobodon carcinophaga,1,Bin 4 (105.6 m - 167.5 m),136.55,NA,167,NA,15:52:47,-74.80368,-30.774416,Small floes,Close pack ice,Smooth,-2.2,4.2,66839,NA,HUMAN_OBSERVATION
SEAFOS_20140125_12,2014-01-25T15:17:20Z,2014-01-25T16:02:29Z,-74.157738,-30.71246,-74.98918,-30.80044,Filchner Outflow,12,92.426,60,00:45:09,14,SEAFOS_20140125_12_14,-74.86929,-30.789719,-74.927571,-30.795705,6.479,2014-01-25T15:56:25Z,2014-01-25T15:59:25Z,00:03:00,Christiaan Oosthuizen,left,MRDS(io),Lobodon carcinophaga,2,Bin 3 (72.66 m - 105.6 m),89.13,NA,170,NA,15:57:04,-74.879272,-30.791367,Small floes,Close pack ice,Smooth,-2.2,4.2,66839,NA,HUMAN_OBSERVATION
SEAFOS_20140125_13,2014-01-25T16:10:54Z,2014-01-25T16:32:03Z,-74.897271,-31.559377,-74.511025,-31.483871,Filchner Outflow,13,42.977,60,00:21:09,4,SEAFOS_20140125_13_4,-74.731166,-31.539539,-74.674278,-31.524732,6.336,2014-01-25T16:19:59Z,2014-01-25T16:23:06Z,00:03:07,Christiaan Oosthuizen,left,MRDS(io),Lobodon carcinophaga,1,Bin 4 (105.6 m - 167.5 m),136.55,NA,187,NA,16:21:22,-74.70504,-31.532263,Medium floes,Close pack ice,Smooth,-2.2,3.8,58467,NA,HUMAN_OBSERVATION
SEAFOS_20140125_13,2014-01-25T16:10:54Z,2014-01-25T16:32:03Z,-74.897271,-31.559377,-74.511025,-31.483871,Filchner Outflow,13,42.977,60,00:21:09,7,SEAFOS_20140125_13_7,-74.565725,-31.494821,-74.511025,-31.483871,6.087,2014-01-25T16:28:59Z,2014-01-25T16:32:03Z,00:03:04,Christiaan Oosthuizen,left,MRDS(io),Lobodon carcinophaga,2,Bin 5 (167.5 m - 345.73 m),256.615,NA,195,NA,16:31:22,-74.522774,-31.487514,Medium floes,Medium pack ice,Smooth,-2.2,3.8,58467,NA,HUMAN_OBSERVATION
SEAFOS_20140127_14,2014-01-27T15:16:13Z,2014-01-27T15:44:46Z,-74.949458,-36.019896,-74.436831,-35.88423,Filchner Outflow,14,57.102,60,00:28:33,1,SEAFOS_20140127_14_1,-74.949458,-36.019896,-74.893702,-36.011273,6.201,2014-01-27T15:16:13Z,2014-01-27T15:19:13Z,00:03:00,Christiaan Oosthuizen,left,MRDS(io),Lobodon carcinophaga,1,Bin 5 (167.5 m - 345.73 m),256.615,NA,196,NA,15:17:38,-74.923416,-36.019581,Medium floes,Close pack ice,Rough,-2.2,3.6,53748,NA,HUMAN_OBSERVATION
SEAFOS_20140127_14,2014-01-27T15:16:13Z,2014-01-27T15:44:46Z,-74.949458,-36.019896,-74.436831,-35.88423,Filchner Outflow,14,57.102,60,00:28:33,2,SEAFOS_20140127_14_2,-74.893702,-36.011273,-74.839184,-36.001474,6.065,2014-01-27T15:19:13Z,2014-01-27T15:22:13Z,00:03:00,Christiaan Oosthuizen,left,MRDS(io),Lobodon carcinophaga,1,Bin 5 (167.5 m - 345.73 m),256.615,NA,198,NA,15:22:01,-74.841713,-36.002174,Small floes,Close pack ice,Rough,-2.2,3.6,53748,NA,HUMAN_OBSERVATION
SEAFOS_20140127_14,2014-01-27T15:16:13Z,2014-01-27T15:44:46Z,-74.949458,-36.019896,-74.436831,-35.88423,Filchner Outflow,14,57.102,60,00:28:33,3,SEAFOS_20140127_14_3,-74.839184,-36.001474,-74.783564,-35.983965,6.201,2014-01-27T15:22:13Z,2014-01-27T15:25:13Z,00:03:00,Christiaan Oosthuizen,left,MRDS(io),Lobodon carcinophaga,2,Bin 4 (105.6 m - 167.5 m),136.55,NA,199,NA,15:22:22,-74.8368,-36.000755,Medium floes,Close pack ice,Rough,-2.2,3.6,53748,NA,HUMAN_OBSERVATION
SEAFOS_20140127_14,2014-01-27T15:16:13Z,2014-01-27T15:44:46Z,-74.949458,-36.019896,-74.436831,-35.88423,Filchner Outflow,14,57.102,60,00:28:33,4,SEAFOS_20140127_14_4,-74.783564,-35.983965,-74.730161,-35.968635,5.951,2014-01-27T15:25:13Z,2014-01-27T15:28:13Z,00:03:00,Christiaan Oosthuizen,left,MRDS(io),Lobodon carcinophaga,1,Bin 2 (51.16 m - 72.66 m),61.91,NA,200,NA,15:25:35,-74.777023,-35.98177,Small floes,Close pack ice,Rough,-2.2,3.6,53748,NA,HUMAN_OBSERVATION
SEAFOS_20140127_14,2014-01-27T15:16:13Z,2014-01-27T15:44:46Z,-74.949458,-36.019896,-74.436831,-35.88423,Filchner Outflow,14,57.102,60,00:28:33,4,SEAFOS_20140127_14_4,-74.783564,-35.983965,-74.730161,-35.968635,5.951,2014-01-27T15:25:13Z,2014-01-27T15:28:13Z,00:03:00,Christiaan Oosthuizen,left,MRDS(io),Lobodon carcinophaga,1,Bin 4 (105.6 m - 167.5 m),136.55,NA,202,NA,15:26:22,-74.762077,-35.977978,Small floes,Close pack ice,Rough,-2.2,3.6,53748,NA,HUMAN_OBSERVATION
SEAFOS_20140127_14,2014-01-27T15:16:13Z,2014-01-27T15:44:46Z,-74.949458,-36.019896,-74.436831,-35.88423,Filchner Outflow,14,57.102,60,00:28:33,5,SEAFOS_20140127_14_5,-74.730161,-35.968635,-74.676158,-35.952079,6.02,2014-01-27T15:28:13Z,2014-01-27T15:31:13Z,00:03:00,Christiaan Oosthuizen,left,MRDS(io),Lobodon carcinophaga,1,Bin 4 (105.6 m - 167.5 m),136.55,NA,204,NA,15:28:38,-74.723007,-35.96648,Large floes,Close pack ice,Rough,-2.2,3.6,53748,NA,HUMAN_OBSERVATION
SEAFOS_20140127_14,2014-01-27T15:16:13Z,2014-01-27T15:44:46Z,-74.949458,-36.019896,-74.436831,-35.88423,Filchner Outflow,14,57.102,60,00:28:33,7,SEAFOS_20140127_14_7,-74.620699,-35.938698,-74.565651,-35.926584,6.127,2014-01-27T15:34:13Z,2014-01-27T15:37:21Z,00:03:08,Christiaan Oosthuizen,left,MRDS(io),Lobodon carcinophaga,1,Bin 2 (51.16 m - 72.66 m),61.91,NA,212,NA,15:36:13,-74.585609,-35.930626,Small floes,Close pack ice,Rough,-2.2,3.6,53748,NA,HUMAN_OBSERVATION
SEAFOS_20140127_14,2014-01-27T15:16:13Z,2014-01-27T15:44:46Z,-74.949458,-36.019896,-74.436831,-35.88423,Filchner Outflow,14,57.102,60,00:28:33,7,SEAFOS_20140127_14_7,-74.620699,-35.938698,-74.565651,-35.926584,6.127,2014-01-27T15:34:13Z,2014-01-27T15:37:21Z,00:03:08,Christiaan Oosthuizen,left,MRDS(io),Lobodon carcinophaga,1,Bin 3 (72.66 m - 105.6 m),89.13,NA,213,NA,15:36:17,-74.581429,-35.929417,Small floes,Close pack ice,Rough,-2.2,3.6,53748,NA,HUMAN_OBSERVATION
SEAFOS_20140127_14,2014-01-27T15:16:13Z,2014-01-27T15:44:46Z,-74.949458,-36.019896,-74.436831,-35.88423,Filchner Outflow,14,57.102,60,00:28:33,7,SEAFOS_20140127_14_7,-74.620699,-35.938698,-74.565651,-35.926584,6.127,2014-01-27T15:34:13Z,2014-01-27T15:37:21Z,00:03:08,Christiaan Oosthuizen,left,MRDS(io),Lobodon carcinophaga,1,Bin 3 (72.66 m - 105.6 m),89.13,NA,215,NA,15:37:00,-74.571136,-35.927559,Small floes,Close pack ice,Rough,-2.2,3.6,53748,NA,HUMAN_OBSERVATION
